target_name,target_false_locks_per_hour,tolerance,selection_condition,mechanism,cell_id,params,sweep_name,sweep_value,params_str,in_band,n_in_band_cells,n_rate_band_cells,n_excluded_absorbing,max_lockout_frames,val_lockout_mean_frames,val_frr_time,n_cells,val_false_locks_per_hour,val_ania_median,val_far_frame,val_miss_rate,val_transitions_per_hour,best_smoother
sensitivity_1,0.5,0.15,M,sprt,sprt|1|59,"{""alpha"": 0.01}",beta,0.4897788193684462,"alpha=0.01, beta=0.4898",True,9,9,0,30.0,9.266832917705736,0.0866745970657523,300,0.561192358827234,0.0,0.1079545454545454,0.0416666666666666,1.1139878245049333,margin
sensitivity_1,0.5,0.15,M,hmm,hmm|0|138,"{""rho"": 0.0001}",theta,0.9988874639671398,"rho=0.0001, theta=0.9989",True,45,45,0,30.0,9.86111111111111,0.091082965969258,705,0.5541949478692884,0.0,0.0961805555555555,0.0416666666666666,1.0943950738226855,margin
sensitivity_2,0.0416667,0.15,M,threshold,threshold|0|31,{},theta,0.0198403057340775,theta=0.01984,True,1,1,0,30.0,1.1666666666666667,0.0008163646117603,141,0.0419844657476733,3.5,0.5536616161616162,0.4393939393939394,0.0839689314953467,margin
sensitivity_2,0.0416667,0.15,M,moving_average,moving_average|0|40,"{""k"": 2}",theta,0.0474258731775667,"k=2, theta=0.04743",True,11,11,0,30.0,2.3870967741935485,0.0017260280362932,705,0.0433839479392624,2.5,0.5418560606060605,0.3446969696969697,0.0867678958785249,margin
sensitivity_2,0.0416667,0.15,M,ewma,ewma|5|43,"{""alpha"": 0.7}",theta,0.0629733560569964,"alpha=0.7, theta=0.06297",True,12,12,0,30.0,2.774193548387097,0.002005924474611,846,0.0433839479392624,3.0,0.5894570707070708,0.3333333333333333,0.0867678958785249,margin
sensitivity_2,0.0416667,0.15,M,majority_vote,majority_vote|0|43,"{""k"": 3}",theta,0.0629733560569964,"k=3, theta=0.06297",True,9,9,0,30.0,3.6176470588235294,0.0028689384927576,564,0.0475823945140298,1.5,0.4824810606060605,0.2462121212121212,0.0951647890280596,margin
sensitivity_2,0.0416667,0.15,M,debounce,debounce|0|45,"{""T"": 2}",theta,0.0758581800212435,"T=2, theta=0.07586",True,9,10,1,30.0,4.580645161290323,0.0033121078534275,564,0.0433839479392624,1.0,0.4677083333333333,0.2386363636363636,0.0867678958785249,margin
sensitivity_2,0.0416667,0.15,M,margin,margin|0|40,"{""m"": 0.05}",theta,0.0474258731775667,"m=0.05, theta=0.04743",True,1,1,0,30.0,2.242424242424242,0.0017260280362932,564,0.0461829123224407,2.5,0.4805555555555555,0.3446969696969697,0.0923658246448814,margin
sensitivity_2,0.0416667,0.15,M,hysteresis,hysteresis|12|58,"{""T"": 2, ""m"": 0.3}",theta,0.2314752165009824,"m=0.3, T=2, theta=0.2315",True,23,37,14,30.0,10.548387096774194,0.0076271779441606,2256,0.0433839479392624,1.0,0.399810606060606,0.2140151515151515,0.0853684136869358,margin
sensitivity_2,0.0416667,0.15,M,trust,trust|11|60,"{""r"": 0.5, ""tau"": 0.5}",theta,0.2689414213699951,"r=0.5, tau=0.5, theta=0.2689",True,9,20,11,30.0,11.28125,0.0084202178527278,1692,0.0447834301308515,3.5,0.5562184343434341,0.3768939393939394,0.088167378070114,margin
sensitivity_2,0.0416667,0.15,M,sprt,sprt|0|1,"{""alpha"": 0.001}",beta,1.3500162094913528e-08,"alpha=0.001, beta=1.35e-08",False,0,1,1,30.0,29.857142857142858,0.0243743148368437,300,0.0489818767056189,4.0,0.51489898989899,0.3409090909090909,0.0909663424532922,margin
sensitivity_2,0.0416667,0.15,M,hmm,hmm|4|0,"{""rho"": 0.1}",theta,0.0009110511944006,"rho=0.1, theta=0.0009111",False,0,0,0,30.0,1.9743589743589745,0.0017960021458726,705,0.0545798054719753,3.0,0.5962436868686869,0.3409090909090909,0.1091596109439507,margin
