metric,median,q25,q75,min,max
AUC,0.9773961222989533,0.9544989420789092,0.9844796139428563,0.8961160419548939,0.9920698787918704
EER,0.08350031712175335,0.0712662355192737,0.11490787320806538,0.0433038146731092,0.1982342257048661
FAR@0.5,0.06186313544707945,0.05201966638221125,0.1056633421888753,0.0140574521959311,0.2820157189089228
FRR@0.5,0.10192444761225941,0.06547750061139636,0.1574650646278039,0.0252525252525252,0.3606060606060606
"genuine mass in (0.4,0.6)",0.05343818543345015,0.02117729014280735,0.07150699738309248,0.0148321623731459,0.1436934539648749
"impostor mass in (0.4,0.6)",0.04285287416285895,0.036935684611173324,0.07304102745670349,0.0139701388282546,0.1306518723994452
test frames within 90 s of a train frame,0.0,0.0,0.0,0.0,0.0
transitions/h at theta=0.5 (genuine test),5.615559052776367,2.711055479286118,6.342461885940146,1.3333333333333333,9.260244811069718
