target_name,target_false_locks_per_hour,mechanism,params_str,in_band,n_in_band_cells,n_excluded_absorbing,val_false_locks_per_hour,val_lockout_mean_frames,val_ania_median,val_far_frame,val_miss_rate,best_smoother
primary,0.125,threshold,theta=0.04311,True,2,0,0.1413477013505003,1.386138613861386,2.5,0.4523989898989899,0.3295454545454545,margin
primary,0.125,moving_average,"k=2, theta=0.09975",True,14,0,0.1259533972430201,2.1777777777777776,1.5,0.4615530303030302,0.2424242424242424,margin
primary,0.125,ewma,"alpha=0.7, theta=0.1091",True,11,0,0.1301518438177874,2.225806451612903,2.0,0.471875,0.2367424242424242,margin
primary,0.125,majority_vote,"k=3, theta=0.1091",True,9,0,0.1231544328598418,3.022727272727273,1.0,0.4206123737373737,0.1931818181818181,margin
primary,0.125,debounce,"T=2, theta=0.1545",True,9,4,0.1357497725841438,4.649484536082475,1.0,0.3782512626262626,0.1590909090909091,margin
primary,0.125,margin,"m=0.3, theta=0.1978",True,4,177,0.1147575397103072,4.097560975609756,0.0,0.3445075757575758,0.2178030303030303,margin
primary,0.125,hysteresis,"m=0.3, T=2, theta=0.3318",True,25,535,0.1301518438177874,10.387096774193548,1.0,0.311489898989899,0.1325757575757575,margin
primary,0.125,trust,"r=0.5, tau=0.5, theta=0.4256",True,9,293,0.1329508082009656,12.705263157894738,2.0,0.372695707070707,0.1477272727272727,margin
primary,0.125,sprt,"alpha=0.001, beta=0.01336",True,35,0,0.1427471835420894,22.19607843137255,1.0,0.2282512626262626,0.0928030303030303,margin
primary,0.125,hmm,"rho=0.0001, theta=0.7685",True,92,0,0.1413477013505003,19.544554455445542,1.0,0.2732323232323232,0.1212121212121212,margin
sensitivity_1,0.5,threshold,theta=0.1301,True,3,0,0.5429990903365755,1.5438144329896908,0.0,0.3156881313131313,0.1799242424242424,margin
sensitivity_1,0.5,moving_average,"k=3, theta=0.3543",True,15,45,0.5080120355468477,3.853994490358127,1.0,0.2821338383838384,0.0700757575757575,margin
sensitivity_1,0.5,ewma,"alpha=0.5, theta=0.3318",True,13,42,0.4814218739066546,3.386627906976744,1.0,0.2897411616161616,0.0984848484848484,margin
sensitivity_1,0.5,majority_vote,"k=3, theta=0.3318",True,19,20,0.5262053040375062,4.151595744680851,1.0,0.267739898989899,0.0757575757575757,margin
sensitivity_1,0.5,debounce,"T=2, theta=0.4013",True,7,23,0.561192358827234,5.276807980049876,1.0,0.2396464646464646,0.0643939393939393,margin
sensitivity_1,0.5,margin,"m=0.3, theta=0.31",True,10,0,0.5457980547197537,3.2102564102564104,0.0,0.2077335858585858,0.0909090909090909,margin
sensitivity_1,0.5,hysteresis,"m=0.3, T=2, theta=0.7858",True,39,22,0.5583933944440558,27.045112781954888,1.0,0.1098800505050505,0.0151515151515151,margin
sensitivity_1,0.5,trust,"r=0.5, tau=0.5, theta=0.7858",True,21,36,0.537401161570219,27.916666666666668,1.0,0.1058396464646465,0.0151515151515151,margin
sensitivity_1,0.5,sprt,"alpha=0.01, beta=0.4898",True,9,0,0.561192358827234,9.266832917705736,0.0,0.1079545454545454,0.0416666666666666,margin
sensitivity_1,0.5,hmm,"rho=0.0001, theta=0.9989",True,45,0,0.5541949478692884,9.86111111111111,0.0,0.0961805555555555,0.0416666666666666,margin
sensitivity_2,0.0416667,threshold,theta=0.01984,True,1,0,0.0419844657476733,1.1666666666666667,3.5,0.5536616161616162,0.4393939393939394,margin
sensitivity_2,0.0416667,moving_average,"k=2, theta=0.04743",True,11,0,0.0433839479392624,2.3870967741935485,2.5,0.5418560606060605,0.3446969696969697,margin
sensitivity_2,0.0416667,ewma,"alpha=0.7, theta=0.06297",True,12,0,0.0433839479392624,2.774193548387097,3.0,0.5894570707070708,0.3333333333333333,margin
sensitivity_2,0.0416667,majority_vote,"k=3, theta=0.06297",True,9,0,0.0475823945140298,3.6176470588235294,1.5,0.4824810606060605,0.2462121212121212,margin
sensitivity_2,0.0416667,debounce,"T=2, theta=0.07586",True,9,1,0.0433839479392624,4.580645161290323,1.0,0.4677083333333333,0.2386363636363636,margin
sensitivity_2,0.0416667,margin,"m=0.05, theta=0.04743",True,1,0,0.0461829123224407,2.242424242424242,2.5,0.4805555555555555,0.3446969696969697,margin
sensitivity_2,0.0416667,hysteresis,"m=0.3, T=2, theta=0.2315",True,23,14,0.0433839479392624,10.548387096774194,1.0,0.399810606060606,0.2140151515151515,margin
sensitivity_2,0.0416667,trust,"r=0.5, tau=0.5, theta=0.2689",True,9,11,0.0447834301308515,11.28125,3.5,0.5562184343434341,0.3768939393939394,margin
sensitivity_2,0.0416667,sprt,"alpha=0.001, beta=1.35e-08",False,0,1,0.0489818767056189,29.857142857142858,4.0,0.51489898989899,0.3409090909090909,margin
sensitivity_2,0.0416667,hmm,"rho=0.1, theta=0.0009111",False,0,0,0.0545798054719753,1.9743589743589745,3.0,0.5962436868686869,0.3409090909090909,margin
