target_name,partition,mechanism,params_str,n_users,genuine_hours,false_locks,false_locks_per_hour_pooled,fr_frames,frr_time_pooled,X_fa_frames,X_impostor_frames,X_far_frame_pooled,M_fa_frames,M_impostor_frames,M_far_frame_pooled,X_ania_median__median,X_ania_median__ci_lo,X_ania_median__ci_hi,X_ania_median__mean,M_ania_median__median,M_ania_median__ci_lo,M_ania_median__ci_hi,M_ania_median__mean,X_first_lock_median__median,X_first_lock_median__ci_lo,X_first_lock_median__ci_hi,X_first_lock_median__mean,M_first_lock_median__median,M_first_lock_median__ci_lo,M_first_lock_median__ci_hi,M_first_lock_median__mean,X_recovery_median__median,X_recovery_median__ci_lo,X_recovery_median__ci_hi,X_recovery_median__mean,M_recovery_median__median,M_recovery_median__ci_lo,M_recovery_median__ci_hi,M_recovery_median__mean,X_miss_rate__median,X_miss_rate__ci_lo,X_miss_rate__ci_hi,X_miss_rate__mean,M_miss_rate__median,M_miss_rate__ci_lo,M_miss_rate__ci_hi,M_miss_rate__mean,X_far_frame__median,X_far_frame__ci_lo,X_far_frame__ci_hi,X_far_frame__mean,M_far_frame__median,M_far_frame__ci_lo,M_far_frame__ci_hi,M_far_frame__mean,frr_time__median,frr_time__ci_lo,frr_time__ci_hi,frr_time__mean,false_locks_per_hour__median,false_locks_per_hour__ci_lo,false_locks_per_hour__ci_hi,false_locks_per_hour__mean,transitions_per_hour__median,transitions_per_hour__ci_lo,transitions_per_hour__ci_hi,transitions_per_hour__mean,pingpong_per_hour__median,pingpong_per_hour__ci_lo,pingpong_per_hour__ci_hi,pingpong_per_hour__mean,lockout_mean_frames__median,lockout_mean_frames__ci_lo,lockout_mean_frames__ci_hi,lockout_mean_frames__mean
primary,test,threshold,theta=0.04743,8,171.14999999999998,51,0.2979842243645925,119,0.011588275391956374,1362,3296,0.41322815533980584,1473,3296,0.44690533980582525,0.75,0.0,6.0,2.375,2.25,0.0,4.5,2.625,0.25,0.0,1.5,0.75,0.25,0.0,2.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21875,0.125,0.375,0.25,0.21875,0.125,0.4375,0.28125,0.453125,0.19270833333333334,0.5447916666666667,0.39296875,0.44166666666666665,0.24583333333333335,0.6166666666666667,0.43815104166666663,0.00216776336018695,0.0,0.04839968774395004,0.014010676813042505,0.13006580161121703,0.0,0.5109100585417775,0.3887994435487001,0.26013160322243406,0.0,1.021820117083555,0.7775988870974002,0.13006580161121703,0.0,0.6088992974238876,0.5954259785051744,1.25,1.0,6.888888888888889,2.3325396825396827
primary,test,moving_average,"k=2, theta=0.1091",8,171.14999999999998,54,0.315512708150745,225,0.021910604732690624,1146,3296,0.34769417475728154,1261,3296,0.38258495145631066,1.0,1.0,3.0,1.8125,1.0,1.0,3.0,1.6875,1.0,1.0,2.5,1.5625,1.0,1.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0625,0.375,0.203125,0.125,0.0625,0.25,0.15625,0.3666666666666667,0.2552083333333333,0.546875,0.387890625,0.421875,0.265625,0.578125,0.4139322916666667,0.005580837586864276,0.0,0.0585480093676815,0.027916580062525603,0.1458483084842442,0.0,0.8621607237892496,0.36935199515647454,0.2916966169684884,0.0,1.7243214475784991,0.7387039903129491,0.14718157998469636,0.0,1.2134113890367217,0.5012642971418879,2.111111111111111,1.5,37.5,9.47516339869281
primary,test,ewma,"alpha=0.7, theta=0.1192",8,171.14999999999998,66,0.385626643295355,248,0.024150355438698996,1099,3296,0.33343446601941745,1234,3296,0.3743932038834951,1.0,1.0,3.25,2.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,1.6875,1.5,1.0,3.0,1.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0625,0.3125,0.171875,0.125,0.0625,0.1875,0.15625,0.3416666666666667,0.25625,0.5427083333333333,0.3807291666666667,0.4348958333333333,0.2635416666666667,0.5833333333333333,0.4276041666666666,0.00816114220117664,0.0,0.0585480093676815,0.030434980946784783,0.20211791059973525,0.0,0.9579563597658329,0.4595050005129727,0.4042358211994705,0.0,1.9159127195316659,0.9190100010259454,0.24081050809489868,0.0,1.373070782331027,0.659014466586883,2.2666666666666666,1.375,37.5,9.336904761904762
primary,test,majority_vote,"k=3, theta=0.1192",8,171.14999999999998,46,0.268770084721005,281,0.027363910799493622,1015,3296,0.3079490291262136,1086,3296,0.3294902912621359,1.0,1.0,2.0,1.5625,1.25,1.0,2.5,1.6875,1.0,1.0,2.0,1.5,1.0,1.0,3.0,1.625,1.0,0.5,1.0,0.8125,1.0,1.0,1.0,0.875,0.0625,0.0,0.28203124999998863,0.1328125,0.125,0.0625,0.1875,0.140625,0.31718749999999996,0.22916666666666666,0.5020833333333333,0.35703125,0.3770833333333333,0.24166666666666667,0.5078125,0.38059895833333335,0.010433962650923476,0.0,0.060109289617486336,0.03442454458650479,0.10895020873638121,0.0,0.6386375731772219,0.3201251439878132,0.21790041747276243,0.0,1.2772751463544438,0.6402502879756264,0.054475104368190606,0.0,0.7025013304949441,0.35396331920522073,4.275,1.6666666666666667,22.55,9.497222222222222
primary,test,debounce,"T=2, theta=0.1419",8,171.14999999999998,39,0.2278702892199825,310,0.030187944298373747,928,3296,0.2815533980582524,996,3296,0.30218446601941745,1.0,1.0,2.5,1.5625,1.0,1.0,2.25,1.625,1.0,1.0,2.5,1.5625,1.0,1.0,3.0,1.625,1.0,1.0,1.0,0.875,1.0,1.0,1.0,0.875,0.09375,0.0625,0.25,0.140625,0.125,0.0625,0.125,0.125,0.3,0.209375,0.5114583333333333,0.3450520833333333,0.34114583333333337,0.234375,0.4510416666666667,0.35052083333333334,0.011679273517413854,0.0,0.060109289617486336,0.037757633512311393,0.0963433579891947,0.0,0.5747738158594997,0.27904184354374817,0.1926867159783894,0.0,1.1495476317189994,0.5580836870874963,0.04817167899459735,0.0,0.47897817988291647,0.270091544371057,6.0,4.333333333333333,38.5,12.423809523809524
primary,test,margin,"m=0.3, theta=0.1978",8,171.14999999999998,25,0.1460706982179375,274,0.026682247541143247,939,3296,0.2848907766990291,1064,3296,0.32281553398058255,0.25,0.0,3.0,0.9375,0.75,0.25,3.0,1.375,0.25,0.0,1.5,0.75,0.25,0.0,2.268749999999727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.0625,0.25,0.140625,0.125,0.0625,0.3125,0.1796875,0.29270833333333335,0.140625,0.46770833333333334,0.29348958333333336,0.31666666666666665,0.17604166666666668,0.521875,0.33151041666666664,0.008993911813541602,0.0,0.060109289617486336,0.03236840256683872,0.07789430811526321,0.0,0.36529680365296807,0.1457689403859685,0.15578861623052642,0.0,0.7305936073059361,0.291537880771937,0.023419203747072598,0.0,0.23725337240978758,0.09610873809862099,11.0,2.0,38.5,15.95
primary,test,hysteresis,"m=0.3, T=2, theta=0.3318",8,171.14999999999998,38,0.222027461291265,572,0.05570162625377349,615,3296,0.1865898058252427,589,3296,0.1787014563106796,1.0,1.0,2.5,1.5,1.0,1.0,2.0,1.375,1.0,1.0,2.5,1.5,1.0,1.0,2.0,1.375,1.0,1.0,1.0,1.125,1.0,1.0,1.0,1.8125,0.09375,0.03125,0.25,0.125,0.0625,0.0,0.0625,0.046875,0.22447916666666667,0.17083333333333334,0.44895833333333335,0.276171875,0.24427083333333333,0.21562499999999998,0.30729166666666663,0.2501302083333333,0.044016358157554884,0.0017241379310344827,0.11389036721660457,0.06726069575424003,0.1458483084842442,0.034482758620689655,0.6067056945183609,0.2322715157565964,0.2916966169684884,0.03757044458359424,1.2134113890367217,0.45984672594024356,0.04817167899459735,0.0,0.35125066524747206,0.1328651736135048,11.263157894736842,3.0,25.571428571428573,15.047798066595059
primary,test,trust,"r=0.5, tau=0.5, theta=0.4256",8,171.14999999999998,39,0.2278702892199825,724,0.0705034570065245,624,3296,0.18932038834951456,577,3296,0.17506067961165048,2.0,2.0,3.0,2.125,2.0,2.0,3.0,2.0625,2.0,2.0,3.0,2.125,2.0,2.0,3.0,2.0625,1.0,1.0,2.0,1.3125,1.0,1.0,2.5,3.5625,0.0625,0.0625,0.25,0.1171875,0.09375,0.03125,0.125,0.1015625,0.2989583333333333,0.21770833333333334,0.44895833333333335,0.32135416666666666,0.3046875,0.2583333333333333,0.43333333333333335,0.3256510416666667,0.05825951193021756,0.0011494252873563218,0.14050026609898883,0.08717470059122302,0.12518477763710004,0.034482758620689655,0.5109100585417775,0.2523423677115243,0.2503695552742001,0.06896551724137931,1.021820117083555,0.5046847354230486,0.07935318055258084,0.0,0.24752475247524752,0.1586279588231414,16.5,6.0,30.125,22.45436507936508
primary,test,sprt,"alpha=0.05, beta=0.009899",8,171.14999999999998,37,0.2161846333625475,851,0.08287077612230986,383,3296,0.11620145631067962,349,3296,0.10588592233009708,0.25,0.0,1.5,0.625,0.25,0.0,1.0,0.625,0.25,0.0,1.5,0.625,0.25,0.0,1.0,0.625,0.5,0.0,1.5,1.0625,1.0,0.0,3.0,3.75,0.0,0.0,0.1875,0.0625,0.0625,0.0,0.0625,0.046875,0.10416666666666666,0.05416666666666667,0.2734375,0.15403645833333335,0.14375,0.121875,0.20729166666666665,0.16901041666666666,0.0691375623663578,0.004597701149425287,0.17402873869079297,0.0993725939727011,0.14000610935749924,0.064034151547492,0.44554455445544555,0.21012619347805164,0.2800122187149985,0.128068303094984,0.8910891089108911,0.41555608138315403,0.040660583057417425,0.0,0.12772751463544438,0.05611096664358372,15.71875,5.0,39.5,24.283854166666668
primary,test,hmm,"rho=0.0001, theta=0.9427",8,171.14999999999998,38,0.222027461291265,981,0.09553023663453111,428,3296,0.12985436893203883,378,3296,0.11468446601941748,1.0,1.0,2.0,1.125,1.0,0.5,2.0,1.25,1.0,1.0,2.0,1.125,1.0,0.5,2.0,1.25,2.0,2.0,10.5,4.6875,2.25,2.0,7.5,7.5,0.0,0.0,0.1875,0.0625,0.0625,0.0,0.09375,0.0625,0.16875,0.12083333333333333,0.3177083333333333,0.20481770833333335,0.21041666666666667,0.14791666666666667,0.25104166666666666,0.21653645833333332,0.07134371924108204,0.005009392611145898,0.21341138903672166,0.1111919698739257,0.16158181215445983,0.064034151547492,0.37967863175536076,0.2112235919623752,0.32316362430891965,0.128068303094984,0.7920792079207921,0.41775087835180114,0.0963433579891947,0.0,0.18633540372670807,0.1176663293302205,18.25,2.6666666666666665,27.333333333333332,29.0703125
sensitivity_1,test,threshold,theta=0.1301,8,171.14999999999998,147,0.8588957055214725,364,0.0354464894342195,876,3296,0.2657766990291262,974,3296,0.2955097087378641,0.0,0.0,1.5,0.8125,0.0,0.0,2.0,0.875,0.0,0.0,0.5,0.1875,0.0,0.0,1.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.25,0.125,0.125,0.0625,0.1875,0.1484375,0.20468750000000002,0.12083333333333332,0.4166666666666667,0.24648437500000003,0.2677083333333333,0.134375,0.3927083333333333,0.27278645833333337,0.02231566324334297,0.004268943436499467,0.06088992974238876,0.04332121701966522,0.6161202876511471,0.1970338203363633,1.8201170835550824,0.967406626691958,1.2322405753022942,0.2810304449648712,3.640234167110165,1.934813253383916,0.8212409136696522,0.13793103448275862,2.650345928685471,1.4438257162866597,1.2971014492753623,1.0,3.4242424242424243,4.614147770612302
sensitivity_1,test,moving_average,"k=3, theta=0.3775",8,171.14999999999998,118,0.689453695588665,757,0.07371701236731912,529,3296,0.16049757281553398,516,3296,0.15655339805825244,1.0,1.0,1.0,1.125,1.0,1.0,1.5,1.25,1.0,1.0,1.0,1.125,1.0,1.0,1.5,1.25,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,1.125,0.03125,0.0,0.09375,0.046875,0.0,0.0,0.0625,0.0234375,0.17916666666666667,0.134375,0.31875,0.21393229166666666,0.22447916666666667,0.18854166666666666,0.3,0.22825520833333332,0.0618911855547636,0.010672358591248666,0.1490154337413518,0.08522071696495014,0.5417378080795903,0.192102454642476,1.3411389036721661,0.7250651939839887,1.0646903938673833,0.4491936715490508,2.6822778073443323,1.4454340823950282,0.6071964017991005,0.128068303094984,1.3411389036721661,0.7900434698319199,4.613636363636363,2.5555555555555554,10.88888888888889,7.597853535353535
sensitivity_1,test,ewma,"alpha=0.1, theta=0.7858",8,171.14999999999998,91,0.5316973415132925,2923,0.2846431005940208,218,3296,0.06614077669902912,149,3296,0.04520631067961165,1.25,0.0,2.0,1.0625,1.0,0.0,2.0,1.0,1.25,0.0,2.0,1.0625,1.0,0.0,2.0,1.0,13.0,12.0,28.0,19.8125,14.5,11.0,24.0,20.9375,0.0,0.0,0.06406249999997726,0.03125,0.0,0.0,0.0625,0.015625,0.14375,0.07291666666666666,0.23020833333333332,0.15078125,0.10729166666666667,0.06458333333333333,0.20625,0.12877604166666667,0.28978332615870284,0.10517241379310345,0.4596651445966514,0.2789599788361147,0.3799710043860454,0.192102454642476,0.6211180124223602,0.49140815501028934,0.7439760694426603,0.384204909284952,1.1801242236024843,0.9511171323773255,0.1604643222942984,0.09132420091324202,0.3105590062111801,0.31990583818623947,25.233333333333334,18.3,78.15384615384616,45.698000610500614
sensitivity_1,test,majority_vote,"k=3, theta=0.3543",8,171.14999999999998,119,0.6952965235173825,785,0.07644366540072062,518,3296,0.1571601941747573,545,3296,0.1653519417475728,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.1875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03125,0.0,0.0625,0.046875,0.0,0.0,0.0625,0.03125,0.17135416666666667,0.14270833333333333,0.3333333333333333,0.21041666666666664,0.21875,0.18645833333333334,0.30416666666666664,0.2309895833333333,0.06823812917897024,0.013775829680651221,0.14262905800957956,0.0888867296427791,0.6724759545265384,0.192102454642476,1.2772751463544438,0.7370572054321352,1.3261666867612798,0.384204909284952,2.5545502927088877,1.469418105291321,0.6581492526209415,0.1405152224824356,1.2422360248447204,0.7950008365472845,4.991228070175438,3.0,11.222222222222221,7.106140350877193
sensitivity_1,test,debounce,"T=2, theta=0.4013",8,171.14999999999998,100,0.58428279287175,861,0.08384458077709611,464,3296,0.1407766990291262,455,3296,0.13804611650485438,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.125,1.0,1.0,1.0,1.25,0.03125,0.0,0.0625,0.0390625,0.0,0.0,0.0625,0.03125,0.17708333333333331,0.11562499999999999,0.30416666666666664,0.19361979166666665,0.21145833333333333,0.171875,0.22708333333333333,0.207421875,0.07186131758476733,0.016008537886873,0.16764236295902077,0.09633423969317266,0.4660967035964711,0.192102454642476,1.2453432676955827,0.6064331121519544,0.9134081849011451,0.384204909284952,2.4906865353911654,1.2081699187309596,0.2987966298195255,0.1724137931034483,1.0537519957424162,0.5261836941216317,7.538461538461538,4.785714285714286,14.266666666666667,8.822710622710623
