mechanism,chosen_params,calib_FAR,calib_FRR,target_FAR,tolerance,feasible_interval,n_candidates,n_feasible_candidates,feasible_operating_point_exists,constraint_satisfied,nearest_candidate_direction,achievable_min_FAR,achievable_max_FAR,enrolled_user
margin_dual_threshold,"{'theta': 0.7906431121621004, 'margin': 0.05}",0.05,0.0,0.05,0.01,"[0.04, 0.060000000000000005]",320,16,True,True,within_interval,0.0,1.0,24E40C4C-A349-4F9F-93AB-01D00FB994AF
hysteresis,"{'theta': 0.8403731008794301, 'margin': 0.05, 'ttt_frames': 2}",0.05,0.00798611111111111,0.05,0.01,"[0.04, 0.060000000000000005]",960,24,True,True,within_interval,0.0,1.0,24E40C4C-A349-4F9F-93AB-01D00FB994AF
trust_model,"{'theta': 0.9094836246734981, 'gain': 0.6, 'decay': 0.0, 'tau_lo': 0.4, 'tau_hi': 0.6}",0.05,0.23993055555555556,0.05,0.01,"[0.04, 0.060000000000000005]",720,26,True,True,within_interval,0.0,1.0,24E40C4C-A349-4F9F-93AB-01D00FB994AF
sprt,"{'A': 1, 'B': 4, 'mu_gen': 0.9511131064005538, 'sd_gen': 0.029861951017022034, 'mu_imp': 0.40752579923202287, 'sd_imp': 0.2891351703724099}",0.025694444444444443,0.0,0.05,0.01,"[0.04, 0.060000000000000005]",25,0,False,False,below_interval,0.003472222222222222,0.025694444444444443,24E40C4C-A349-4F9F-93AB-01D00FB994AF
instantaneous,{'theta': 0.8390064611647345},0.05138888888888889,0.005555555555555556,0.05,0.01,"[0.04, 0.060000000000000005]",60,8,True,True,within_interval,0.0,0.9694444444444444,2C32C23E-E30C-498A-8DD2-0EFB9150A02E
moving_average,"{'theta': 0.8390064611647345, 'w': 3}",0.049305555555555554,0.01875,0.05,0.01,"[0.04, 0.060000000000000005]",240,21,True,True,within_interval,0.0,0.9805555555555555,2C32C23E-E30C-498A-8DD2-0EFB9150A02E
ewma,"{'theta': 0.8391651513953672, 'alpha': 0.2}",0.05138888888888889,0.05625,0.05,0.01,"[0.04, 0.060000000000000005]",240,16,True,True,within_interval,0.0,0.9930555555555556,2C32C23E-E30C-498A-8DD2-0EFB9150A02E
majority_vote,"{'theta': 0.8650845557320378, 'w': 10, 'k': 6}",0.05277777777777778,0.165625,0.05,0.01,"[0.04, 0.060000000000000005]",300,21,True,True,within_interval,0.0,0.9770833333333333,2C32C23E-E30C-498A-8DD2-0EFB9150A02E
debounce,"{'theta': 0.8875062038680742, 'n': 5}",0.049305555555555554,0.27743055555555557,0.05,0.01,"[0.04, 0.060000000000000005]",240,13,True,True,within_interval,0.0,0.9826388888888888,2C32C23E-E30C-498A-8DD2-0EFB9150A02E
margin_dual_threshold,"{'theta': 0.8712510511071662, 'margin': 0.2}",0.049305555555555554,0.19618055555555555,0.05,0.01,"[0.04, 0.060000000000000005]",240,67,True,True,within_interval,0.0,1.0,2C32C23E-E30C-498A-8DD2-0EFB9150A02E
hysteresis,"{'theta': 0.8875062038680742, 'margin': 0.1, 'ttt_frames': 2}",0.052083333333333336,0.22013888888888888,0.05,0.01,"[0.04, 0.060000000000000005]",720,13,True,True,within_interval,0.0,1.0,2C32C23E-E30C-498A-8DD2-0EFB9150A02E
trust_model,"{'theta': 0.9046996169298328, 'gain': 0.3, 'decay': 0.2, 'tau_lo': 0.4, 'tau_hi': 0.6}",0.05,0.44756944444444446,0.05,0.01,"[0.04, 0.060000000000000005]",540,18,True,True,within_interval,0.0,1.0,2C32C23E-E30C-498A-8DD2-0EFB9150A02E
sprt,"{'A': 8, 'B': 1, 'mu_gen': 0.9185087644170378, 'sd_gen': 0.045484440224860805, 'mu_imp': 0.5139394977524473, 'sd_imp': 0.22880377340116312}",0.08194444444444444,0.017708333333333333,0.05,0.01,"[0.04, 0.060000000000000005]",25,0,False,False,above_interval,0.08194444444444444,0.11041666666666666,2C32C23E-E30C-498A-8DD2-0EFB9150A02E
instantaneous,{'theta': 0.8872778531099416},0.049305555555555554,0.0,0.05,0.01,"[0.04, 0.060000000000000005]",75,14,True,True,within_interval,0.0,0.9694444444444444,3600D531-0C55-44A7-AE95-A7A38519464E
moving_average,"{'theta': 0.8862663081366398, 'w': 10}",0.05,0.05555555555555555,0.05,0.01,"[0.04, 0.060000000000000005]",300,23,True,True,within_interval,0.0,0.9958333333333333,3600D531-0C55-44A7-AE95-A7A38519464E
ewma,"{'theta': 0.8884015536301165, 'alpha': 0.1}",0.04861111111111111,0.12916666666666668,0.05,0.01,"[0.04, 0.060000000000000005]",300,27,True,True,within_interval,0.0,1.0,3600D531-0C55-44A7-AE95-A7A38519464E
majority_vote,"{'theta': 0.8888556916641769, 'w': 3, 'k': 2}",0.05,0.007638888888888889,0.05,0.01,"[0.04, 0.060000000000000005]",375,43,True,True,within_interval,0.0,0.9736111111111111,3600D531-0C55-44A7-AE95-A7A38519464E
debounce,"{'theta': 0.8885437398971907, 'n': 2}",0.049305555555555554,0.007638888888888889,0.05,0.01,"[0.04, 0.060000000000000005]",300,24,True,True,within_interval,0.0,0.9826388888888888,3600D531-0C55-44A7-AE95-A7A38519464E
margin_dual_threshold,"{'theta': 0.910367493277562, 'margin': 0.2}",0.05,0.4791666666666667,0.05,0.01,"[0.04, 0.060000000000000005]",300,88,True,True,within_interval,0.0,1.0,3600D531-0C55-44A7-AE95-A7A38519464E
hysteresis,"{'theta': 0.930417916542177, 'margin': 0.05, 'ttt_frames': 5}",0.04652777777777778,0.259375,0.05,0.01,"[0.04, 0.060000000000000005]",900,69,True,True,within_interval,0.0,1.0,3600D531-0C55-44A7-AE95-A7A38519464E
trust_model,"{'theta': 0.9638482222886167, 'gain': 0.1, 'decay': 0.05, 'tau_lo': 0.4, 'tau_hi': 0.6}",0.05138888888888889,0.5,0.05,0.01,"[0.04, 0.060000000000000005]",675,15,True,True,within_interval,0.0,1.0,3600D531-0C55-44A7-AE95-A7A38519464E
sprt,"{'A': 16, 'B': 16, 'mu_gen': 0.9509841248104992, 'sd_gen': 0.030623505566609206, 'mu_imp': 0.501448090606292, 'sd_imp': 0.2826312891054104}",0.06805555555555555,0.03784722222222222,0.05,0.01,"[0.04, 0.060000000000000005]",25,0,False,False,above_interval,0.06805555555555555,0.10277777777777777,3600D531-0C55-44A7-AE95-A7A38519464E
instantaneous,{'theta': 0.7523009203681472},0.050694444444444445,0.0010416666666666667,0.05,0.01,"[0.04, 0.060000000000000005]",71,11,True,True,within_interval,0.0,0.9701388888888889,4FC32141-E888-4BFF-8804-12559A491D8C
moving_average,"{'theta': 0.7589035614245698, 'w': 3}",0.05,0.010763888888888889,0.05,0.01,"[0.04, 0.060000000000000005]",284,27,True,True,within_interval,0.0,0.9965277777777778,4FC32141-E888-4BFF-8804-12559A491D8C
ewma,"{'theta': 0.7577483301012713, 'alpha': 0.5}",0.049305555555555554,0.008680555555555556,0.05,0.01,"[0.04, 0.060000000000000005]",284,19,True,True,within_interval,0.0,1.0,4FC32141-E888-4BFF-8804-12559A491D8C
majority_vote,"{'theta': 0.7587116385015545, 'w': 5, 'k': 4}",0.050694444444444445,0.025694444444444443,0.05,0.01,"[0.04, 0.060000000000000005]",355,33,True,True,within_interval,0.0,0.9770833333333333,4FC32141-E888-4BFF-8804-12559A491D8C
debounce,"{'theta': 0.7590036014405762, 'n': 2}",0.050694444444444445,0.009027777777777777,0.05,0.01,"[0.04, 0.060000000000000005]",284,25,True,True,within_interval,0.0,1.0,4FC32141-E888-4BFF-8804-12559A491D8C
margin_dual_threshold,"{'theta': 0.9506802721088435, 'margin': 0.4}",0.04236111111111111,0.496875,0.05,0.01,"[0.04, 0.060000000000000005]",284,2,True,True,within_interval,0.0,1.0,4FC32141-E888-4BFF-8804-12559A491D8C
hysteresis,"{'theta': 0.8374349739895959, 'margin': 0.05, 'ttt_frames': 5}",0.05,0.3236111111111111,0.05,0.01,"[0.04, 0.060000000000000005]",852,19,True,True,within_interval,0.0,1.0,4FC32141-E888-4BFF-8804-12559A491D8C
trust_model,"{'theta': 0.8830532212885154, 'gain': 0.3, 'decay': 0.0, 'tau_lo': 0.4, 'tau_hi': 0.6}",0.050694444444444445,0.5447916666666667,0.05,0.01,"[0.04, 0.060000000000000005]",639,22,True,True,within_interval,0.0,1.0,4FC32141-E888-4BFF-8804-12559A491D8C
sprt,"{'A': 1, 'B': 2, 'mu_gen': 0.8742700552443199, 'sd_gen': 0.06098148864023804, 'mu_imp': 0.5534931333644569, 'sd_imp': 0.18470741914220795}",0.05,0.001388888888888889,0.05,0.01,"[0.04, 0.060000000000000005]",25,6,True,True,within_interval,0.04513888888888889,0.1736111111111111,4FC32141-E888-4BFF-8804-12559A491D8C
instantaneous,{'theta': 0.8485629550145679},0.05138888888888889,0.0,0.05,0.01,"[0.04, 0.060000000000000005]",79,13,True,True,within_interval,0.0,0.9694444444444444,5119D0F8-FCA8-4184-A4EB-19421A40DE0D
moving_average,"{'theta': 0.8345553990715285, 'w': 3}",0.05,0.013194444444444444,0.05,0.01,"[0.04, 0.060000000000000005]",316,64,True,True,within_interval,0.0,1.0,5119D0F8-FCA8-4184-A4EB-19421A40DE0D
ewma,"{'theta': 0.8275695049888598, 'alpha': 0.5}",0.05,0.013194444444444444,0.05,0.01,"[0.04, 0.060000000000000005]",316,85,True,True,within_interval,0.0,1.0,5119D0F8-FCA8-4184-A4EB-19421A40DE0D
majority_vote,"{'theta': 0.8663370069821684, 'w': 5, 'k': 3}",0.05,0.01597222222222222,0.05,0.01,"[0.04, 0.060000000000000005]",395,59,True,True,within_interval,0.0,0.9868055555555556,5119D0F8-FCA8-4184-A4EB-19421A40DE0D
debounce,"{'theta': 0.8663370069821684, 'n': 3}",0.04861111111111111,0.01597222222222222,0.05,0.01,"[0.04, 0.060000000000000005]",316,29,True,True,within_interval,0.0,1.0,5119D0F8-FCA8-4184-A4EB-19421A40DE0D
margin_dual_threshold,"{'theta': 0.8408605131185776, 'margin': 0.05}",0.05,0.0,0.05,0.01,"[0.04, 0.060000000000000005]",316,97,True,True,within_interval,0.0,1.0,5119D0F8-FCA8-4184-A4EB-19421A40DE0D
hysteresis,"{'theta': 0.9950411702024606, 'margin': 0.1, 'ttt_frames': 10}",0.050694444444444445,0.715625,0.05,0.01,"[0.04, 0.060000000000000005]",948,50,True,True,within_interval,0.0,1.0,5119D0F8-FCA8-4184-A4EB-19421A40DE0D
trust_model,"{'theta': 0.8942820594788337, 'gain': 0.6, 'decay': 0.0, 'tau_lo': 0.4, 'tau_hi': 0.6}",0.05,0.3020833333333333,0.05,0.01,"[0.04, 0.060000000000000005]",711,46,True,True,within_interval,0.0,1.0,5119D0F8-FCA8-4184-A4EB-19421A40DE0D
sprt,"{'A': 2, 'B': 16, 'mu_gen': 0.9322000091489339, 'sd_gen': 0.035738807137252374, 'mu_imp': 0.4524639558913753, 'sd_imp': 0.2495290782935416}",0.049305555555555554,0.003125,0.05,0.01,"[0.04, 0.060000000000000005]",25,25,True,True,within_interval,0.04236111111111111,0.05347222222222222,5119D0F8-FCA8-4184-A4EB-19421A40DE0D
instantaneous,{'theta': 0.8282932063577225},0.049305555555555554,0.0,0.05,0.01,"[0.04, 0.060000000000000005]",79,13,True,True,within_interval,0.0,0.9694444444444444,5152A2DF-FAF3-4BA8-9CA9-E66B32671A53
moving_average,"{'theta': 0.8303787658626368, 'w': 3}",0.05,0.013194444444444444,0.05,0.01,"[0.04, 0.060000000000000005]",316,34,True,True,within_interval,0.0,1.0,5152A2DF-FAF3-4BA8-9CA9-E66B32671A53
ewma,"{'theta': 0.8282932063577225, 'alpha': 0.5}",0.05,0.014930555555555556,0.05,0.01,"[0.04, 0.060000000000000005]",316,39,True,True,within_interval,0.0,1.0,5152A2DF-FAF3-4BA8-9CA9-E66B32671A53
majority_vote,"{'theta': 0.8351320054545861, 'w': 3, 'k': 2}",0.05,0.00798611111111111,0.05,0.01,"[0.04, 0.060000000000000005]",395,47,True,True,within_interval,0.0,0.9875,5152A2DF-FAF3-4BA8-9CA9-E66B32671A53
debounce,"{'theta': 0.8359497462723269, 'n': 2}",0.050694444444444445,0.00798611111111111,0.05,0.01,"[0.04, 0.060000000000000005]",316,33,True,True,within_interval,0.0,1.0,5152A2DF-FAF3-4BA8-9CA9-E66B32671A53
margin_dual_threshold,"{'theta': 0.8706771287416448, 'margin': 0.1}",0.04791666666666667,0.07326388888888889,0.05,0.01,"[0.04, 0.060000000000000005]",316,91,True,True,within_interval,0.0,1.0,5152A2DF-FAF3-4BA8-9CA9-E66B32671A53
hysteresis,"{'theta': 0.9223094061803739, 'margin': 0.05, 'ttt_frames': 5}",0.05,0.3732638888888889,0.05,0.01,"[0.04, 0.060000000000000005]",948,31,True,True,within_interval,0.0,1.0,5152A2DF-FAF3-4BA8-9CA9-E66B32671A53
trust_model,"{'theta': 0.8706771287416448, 'gain': 0.6, 'decay': 0.2, 'tau_lo': 0.4, 'tau_hi': 0.6}",0.05,0.11354166666666667,0.05,0.01,"[0.04, 0.060000000000000005]",711,20,True,True,within_interval,0.0,1.0,5152A2DF-FAF3-4BA8-9CA9-E66B32671A53
sprt,"{'A': 1, 'B': 8, 'mu_gen': 0.9379360543339039, 'sd_gen': 0.04012477547444616, 'mu_imp': 0.40981223158642516, 'sd_imp': 0.28208895577071025}",0.05,0.0010416666666666667,0.05,0.01,"[0.04, 0.060000000000000005]",25,21,True,True,within_interval,0.034027777777777775,0.06458333333333334,5152A2DF-FAF3-4BA8-9CA9-E66B32671A53
instantaneous,{'theta': 0.9089303744711638},0.049305555555555554,0.0,0.05,0.01,"[0.04, 0.060000000000000005]",75,11,True,True,within_interval,0.0,0.9708333333333333,5EF64122-B513-46AE-BCF1-E62AAC285D2C
moving_average,"{'theta': 0.905988235849205, 'w': 3}",0.050694444444444445,0.014583333333333334,0.05,0.01,"[0.04, 0.060000000000000005]",300,51,True,True,within_interval,0.0,1.0,5EF64122-B513-46AE-BCF1-E62AAC285D2C
ewma,"{'theta': 0.9026076152430681, 'alpha': 0.5}",0.050694444444444445,0.021875,0.05,0.01,"[0.04, 0.060000000000000005]",300,17,True,True,within_interval,0.0,1.0,5EF64122-B513-46AE-BCF1-E62AAC285D2C
majority_vote,"{'theta': 0.9089303744711638, 'w': 10, 'k': 8}",0.05,0.05555555555555555,0.05,0.01,"[0.04, 0.060000000000000005]",375,60,True,True,within_interval,0.0,1.0,5EF64122-B513-46AE-BCF1-E62AAC285D2C
debounce,"{'theta': 0.9121791988424578, 'n': 3}",0.05,0.01597222222222222,0.05,0.01,"[0.04, 0.060000000000000005]",300,31,True,True,within_interval,0.0,1.0,5EF64122-B513-46AE-BCF1-E62AAC285D2C
margin_dual_threshold,"{'theta': 0.9023717031281946, 'margin': 0.2}",0.052083333333333336,0.4791666666666667,0.05,0.01,"[0.04, 0.060000000000000005]",300,65,True,True,within_interval,0.0,1.0,5EF64122-B513-46AE-BCF1-E62AAC285D2C
hysteresis,"{'theta': 0.9534859946841137, 'margin': 0.05, 'ttt_frames': 5}",0.05,0.3920138888888889,0.05,0.01,"[0.04, 0.060000000000000005]",900,72,True,True,within_interval,0.0006944444444444445,1.0,5EF64122-B513-46AE-BCF1-E62AAC285D2C
trust_model,"{'theta': 0.9128458864790903, 'gain': 0.6, 'decay': 0.05, 'tau_lo': 0.4, 'tau_hi': 0.6}",0.050694444444444445,0.14548611111111112,0.05,0.01,"[0.04, 0.060000000000000005]",675,53,True,True,within_interval,0.0,1.0,5EF64122-B513-46AE-BCF1-E62AAC285D2C
sprt,"{'A': 8, 'B': 8, 'mu_gen': 0.9586755151184715, 'sd_gen': 0.022096122513969977, 'mu_imp': 0.42227752504600286, 'sd_imp': 0.31198466093883725}",0.04791666666666667,0.013888888888888888,0.05,0.01,"[0.04, 0.060000000000000005]",25,8,True,True,within_interval,0.027777777777777776,0.09305555555555556,5EF64122-B513-46AE-BCF1-E62AAC285D2C
instantaneous,{'theta': 0.8192415066786928},0.049305555555555554,0.003125,0.05,0.01,"[0.04, 0.060000000000000005]",80,13,True,True,within_interval,0.0,0.9694444444444444,61976C24-1C50-4355-9C49-AAE44A7D09F6
moving_average,"{'theta': 0.8192415066786928, 'w': 10}",0.049305555555555554,0.05763888888888889,0.05,0.01,"[0.04, 0.060000000000000005]",320,27,True,True,within_interval,0.0,1.0,61976C24-1C50-4355-9C49-AAE44A7D09F6
ewma,"{'theta': 0.8252600609887043, 'alpha': 0.1}",0.049305555555555554,0.13090277777777778,0.05,0.01,"[0.04, 0.060000000000000005]",320,25,True,True,within_interval,0.0,1.0,61976C24-1C50-4355-9C49-AAE44A7D09F6
majority_vote,"{'theta': 0.8247350713682372, 'w': 3, 'k': 2}",0.05,0.010069444444444445,0.05,0.01,"[0.04, 0.060000000000000005]",400,60,True,True,within_interval,0.0,0.975,61976C24-1C50-4355-9C49-AAE44A7D09F6
