uuid,n,mean_score,far
0A986513-7828-4D53-AA1F-E02D6DF9561B,2087,0.09235681014822485,0.09151892668902731
136562B6-95B2-483D-88DC-065F28409FD2,2087,0.34371869739573274,0.34211787254432197
24E40C4C-A349-4F9F-93AB-01D00FB994AF,2087,0.3066124999986714,0.37230474365117394
27E04243-B138-4F40-A164-F40B60165CF3,2087,0.08700637039814715,0.014853857211308098
4E98F91F-4654-42EF-B908-A3389443F2E7,2087,0.23084911115959844,0.0004791566842357451
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,2087,0.2080917706289337,0.24820316243411594
59818CD2-24D7-4D32-B133-24C2FE3801E5,2087,0.10368449398808402,0.09918543363679923
5EF64122-B513-46AE-BCF1-E62AAC285D2C,2087,0.20976971839918185,0.31001437470052706
665514DE-49DC-421F-8DCB-145D0B2609AD,2087,0.240027629195966,0.1308097747963584
74B86067-5D4B-43CF-82CF-341B76BEA0F4,2087,0.18999202720039263,0.01820795400095831
78A91A4E-4A51-4065-BDA7-94755F0BB3BB,2087,0.4581578967062254,0.5237182558696694
7CE37510-56D0-4120-A1CF-0E23351428D2,2087,0.31095011909796605,0.29707714422616194
8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,2087,0.5273140509236853,0.6185912793483469
806289BC-AD52-4CC1-806C-0CDB14D65EB6,2087,0.21481252401843257,0.19310014374700527
86A4F379-B305-473D-9D83-FC7D800180EF,2087,0.2258809854973363,0.019166267369429803
96A358A0-FFF2-4239-B93E-C7425B901B47,2087,0.05568064962924224,0.056061332055582176
99B204C0-DD5C-4BB7-83E8-A37281B8D769,2087,0.1991717631793954,0.08241494968854815
A5A30F76-581E-4757-97A2-957553A2C6AA,1667,0.18011253151396583,0.05158968206358728
A76A5AF5-5A93-4CF2-A16E-62353BB70E8A,2087,0.32257998279093497,0.4389075227599425
CF722AA9-2533-4E51-9FEB-9EAC84EE9AAC,2087,0.2885549883735176,0.3349305222807858
E65577C1-8D5D-4F70-AF23-B3ADB9D3DBA3,2087,0.4384875562336369,0.7426928605654048
ECECC2AB-D32F-4F90-B74C-E12A1C69BBE2,2087,0.4393319261940995,0.5908001916626737
FDAA70A1-42A3-4E3F-9AE3-3FDA412E03BF,2087,0.44954398715165617,0.6382367034020124
