mechanism,n_users_feasible,n_users_infeasible,n_sequences,FAR_mean,FAR_lo,FAR_hi,FRR_mean,FRR_lo,FRR_hi,n_transitions_mean,n_transitions_lo,n_transitions_hi,excess_transitions_mean,excess_transitions_lo,excess_transitions_hi,fewer_than_2_transitions_mean,fewer_than_2_transitions_lo,fewer_than_2_transitions_hi,transition_rate_per_100_mean,transition_rate_per_100_lo,transition_rate_per_100_hi,n_flip_events_mean,n_flip_events_lo,n_flip_events_hi,detection_failure_mean,detection_failure_lo,detection_failure_hi,recovery_failure_mean,recovery_failure_lo,recovery_failure_hi,detection_latency_frames_mean,detection_latency_frames_lo,detection_latency_frames_hi,recovery_latency_frames_mean,recovery_latency_frames_lo,recovery_latency_frames_hi,detection_latency_censored_mean,detection_latency_censored_lo,detection_latency_censored_hi,recovery_latency_censored_mean,recovery_latency_censored_lo,recovery_latency_censored_hi,lockout_fraction_during_genuine_mean,lockout_fraction_during_genuine_lo,lockout_fraction_during_genuine_hi,test_FAR_matched
instantaneous,29,2,169,0.05293103448275862,0.02375478927203065,0.08676819923371644,0.029798850574712647,0.005908524904214561,0.06374760536398466,3.92183908045977,2.9298563218390803,5.173850574712643,1.9885057471264365,1.0079597701149425,3.238103448275862,0.047126436781609195,0.005747126436781609,0.10919540229885058,2.1909715533294802,1.6367912412508827,2.8904193154819224,2.0172413793103448,1.0033620689655172,3.2954022988505747,0.025287356321839084,0.005747126436781609,0.05057471264367817,0.026436781609195402,0.0,0.0735632183908046,0.603448275862069,0.12643678160919541,1.1666666666666665,0.18160919540229886,0.0,0.5218390804597701,2.103448275862069,0.792816091954023,3.695545977011493,1.767816091954023,0.022988505747126436,4.5954022988505745,0.029798850574712647,0.005908524904214561,0.06374760536398466,True
moving_average,31,0,179,0.05346774193548386,0.026529793906810033,0.0862372311827957,0.055797491039426515,0.029874103942652323,0.08849193548387092,2.661290322580645,2.198897849462366,3.2795967741935486,0.7397849462365591,0.28491935483870967,1.350779569892472,0.06021505376344086,0.0064516129032258064,0.12368279569892458,1.4867543701567854,1.2284345527722715,1.8321769688232117,0.6258064516129032,0.20639784946236558,1.1849999999999998,0.023655913978494626,0.005376344086021505,0.04731182795698925,0.035483870967741936,0.0,0.0903225806451613,0.9016129032258065,0.49837365591397853,1.4274327956989248,2.7215053763440857,1.6655913978494625,4.163709677419353,2.297311827956989,0.9995698924731186,3.8145430107526876,4.789247311827957,2.244086021505377,8.076586021505374,0.055797491039426515,0.029874103942652323,0.08849193548387092,True
ewma,29,2,167,0.05340996168582376,0.024099137931034482,0.08774090038314176,0.04927681992337164,0.023131704980842917,0.08567253352490421,2.750574712643678,2.219540229885058,3.4391091954022985,0.8344827586206897,0.3103448275862069,1.5138218390804599,0.06436781609195402,0.011494252873563218,0.13448275862068967,1.536633917678033,1.2399666088743337,1.9212900532973738,0.7689655172413793,0.25862068965517243,1.4462356321839065,0.025287356321839084,0.005747126436781609,0.05057471264367817,0.03793103448275863,0.0,0.09655172413793103,0.7103448275862069,0.28502873563218395,1.2207471264367815,1.8195402298850571,1.5194827586206896,2.1760919540229873,2.193103448275862,0.8514655172413792,3.8012068965517245,4.031609195402299,1.696551724137931,7.431652298850575,0.04927681992337164,0.023131704980842917,0.08567253352490421,True
majority_vote,31,0,179,0.061827956989247305,0.03646594982078854,0.09118862007168455,0.045860215053763434,0.019202284946236554,0.0811919802867383,2.5215053763440856,2.2032258064516133,2.9107526881720425,0.5811827956989247,0.27956989247311825,0.9623655913978493,0.0467741935483871,0.0064516129032258064,0.10483870967741936,1.4086622214212772,1.2308524058388903,1.6261188202078452,0.40430107526881726,0.18817204301075272,0.6634408602150538,0.023655913978494626,0.005376344086021505,0.04731182795698925,0.04086021505376344,0.0,0.0956989247311828,1.5586021505376342,1.1236424731182795,2.083978494623655,1.4096774193548385,1.0053494623655914,1.92260752688172,2.952688172043011,1.7171774193548388,4.366827956989247,3.748387096774194,1.249301075268817,7.029247311827956,0.045860215053763434,0.019202284946236554,0.0811919802867383,True
debounce,31,0,179,0.06281362007168458,0.03637948028673836,0.09365770609318996,0.04578405017921147,0.018870519713261653,0.08174887992831535,2.393548387096774,2.1129032258064515,2.7408870967741934,0.45215053763440854,0.17361559139784946,0.7957258064516128,0.0456989247311828,0.008064516129032258,0.09193548387096774,1.3371778698864665,1.1803928635790233,1.5312218417732928,0.253763440860215,0.07526881720430108,0.47107526881720374,0.023655913978494626,0.005376344086021505,0.04731182795698925,0.04086021505376344,0.0,0.0956989247311828,1.5844086021505377,1.1440860215053763,2.104381720430107,1.2978494623655914,0.9946236559139786,1.6838978494623653,2.9731182795698925,1.7150000000000003,4.387258064516128,3.656989247311828,1.2008602150537633,6.921827956989245,0.04578405017921147,0.018870519713261653,0.08174887992831535,True
margin_dual_threshold,23,8,132,0.037246376811594206,0.007137681159420292,0.07507669082125601,0.05115338164251208,0.01530570652173913,0.09645667270531397,2.7,2.2130072463768116,3.3073188405797094,0.7884057971014491,0.30434782608695654,1.3913043478260867,0.07971014492753624,0.014492753623188404,0.1652536231884056,1.5083798882681567,1.236316897417213,1.8476641567484413,0.6811594202898551,0.2463768115942029,1.2320652173913036,0.01594202898550725,0.0,0.04057971014492754,0.05507246376811594,0.0,0.1246376811594203,0.4311594202898551,0.05797101449275362,0.9819746376811589,0.7608695652173914,0.0,2.117391304347826,1.3695652173913044,0.10144927536231883,2.993478260869561,3.9514492753623185,0.1217391304347826,8.518840579710146,0.05115338164251208,0.01530570652173913,0.09645667270531397,True
hysteresis,31,0,179,0.06663082437275986,0.042455197132616494,0.09449820788530464,0.07504928315412185,0.04034475806451612,0.1189961917562724,2.0048387096774194,1.9155779569892468,2.102150537634409,0.10161290322580645,0.03763440860215053,0.18225806451612903,0.08494623655913978,0.03225806451612903,0.14946236559139783,1.1200216255181115,1.070155283234216,1.1743857752147535,0.01075268817204301,0.0,0.03225806451612903,0.017204301075268817,0.0,0.038736559139784806,0.08118279569892473,0.01935483870967742,0.16021505376344086,2.5661290322580643,1.8967069892473118,3.3841801075268787,2.8193548387096774,1.867741935483871,3.958091397849462,3.555913978494624,2.3483602150537632,4.957016129032259,7.240860215053763,3.4716935483870963,12.102338709677419,0.07504928315412185,0.04034475806451612,0.1189961917562724,True
trust_model,31,0,179,0.07052867383512545,0.043331989247311825,0.10388911290322578,0.1600806451612903,0.11189896953405018,0.2160674283154122,1.8172043010752688,1.6903225806451614,1.9301075268817205,0.026881720430107524,0.0,0.059139784946236555,0.19784946236559142,0.0946236559139785,0.31935483870967735,1.0151979335616026,0.9443142908632185,1.078272361386436,0.0,0.0,0.0,0.017204301075268817,0.0,0.038736559139784806,0.1806451612903226,0.07526881720430106,0.30537634408602143,2.918817204301075,1.919771505376344,4.308696236559139,8.872988505747129,7.147557471264369,10.697212643678162,3.8779569892473114,2.380551075268817,5.742473118279567,17.83870967741936,11.917069892473117,24.384005376344078,0.1600806451612903,0.11189896953405018,0.2160674283154122,True
trust_model_single,31,0,179,0.06096774193548387,0.03515770609318996,0.09236917562724013,0.0780779569892473,0.052177419354838724,0.10944814068100354,2.1139784946236557,1.9956989247311827,2.2430376344086023,0.17311827956989248,0.07094086021505376,0.29360215053763417,0.047311827956989246,0.005376344086021505,0.10322580645161289,1.1809935724154508,1.114915600408482,1.253093650507599,0.14623655913978495,0.046236559139784944,0.27634408602150534,0.017204301075268817,0.0,0.038736559139784806,0.035483870967741936,0.0,0.0903225806451613,1.946774193548387,1.3784811827956986,2.6145698924731176,5.9430107526881715,4.327903225806453,7.761639784946233,2.9268817204301074,1.719354838709677,4.403387096774193,7.9510752688172035,5.271962365591398,11.085819892473117,0.0780779569892473,0.052177419354838724,0.10944814068100354,True
sprt,29,2,167,0.06051724137931034,0.0271455938697318,0.09869971264367816,0.03476532567049808,0.009423850574712645,0.07119252873563207,2.532183908045977,2.2275287356321836,2.8782183908045975,0.628735632183908,0.3448275862068966,0.957471264367816,0.07011494252873562,0.020689655172413796,0.13106321839080445,1.4146278815899316,1.24442946124703,1.6079432350863672,0.5459770114942529,0.25862068965517243,0.8678160919540229,0.03218390804597701,0.006896551724137932,0.059770114942528735,0.03793103448275863,0.0,0.09655172413793103,0.8040229885057472,0.3275862068965517,1.3719971264367807,0.42528735632183906,0.18962643678160915,0.7207183908045975,2.7034482758620686,1.1298275862068967,4.479454022988506,2.6580459770114944,0.24698275862068964,6.200028735632184,0.03476532567049808,0.009423850574712645,0.07119252873563207,True
