mechanism,chosen_params,calib_FAR,calib_FRR,target_FAR,tolerance,feasible_interval,n_candidates,n_feasible_candidates,feasible_operating_point_exists,constraint_satisfied,nearest_candidate_direction,achievable_min_FAR,achievable_max_FAR,enrolled_user
margin_dual_threshold,"{'theta': 0.8435650136665365, 'margin': 0.05}",0.075,0.0361111111111111,0.07,0.01,"[0.060000000000000005, 0.08]",316,14,True,True,within_interval,0.0,1.0,136562B6-95B2-483D-88DC-065F28409FD2
hysteresis,"{'theta': 0.9974258102303788, 'margin': 0.05, 'ttt_frames': 10}",0.0694444444444444,0.6736111111111112,0.07,0.01,"[0.060000000000000005, 0.08]",948,60,True,True,within_interval,0.0,1.0,136562B6-95B2-483D-88DC-065F28409FD2
trust_model,"{'theta': 0.8761382272549785, 'gain': 0.6, 'decay': 0.05, 'tau_lo': 0.4, 'tau_hi': 0.6}",0.0694444444444444,0.1708333333333333,0.07,0.01,"[0.060000000000000005, 0.08]",711,42,True,True,within_interval,0.0,1.0,136562B6-95B2-483D-88DC-065F28409FD2
sprt,"{'A': 2, 'B': 4, 'mu_gen': 0.9373256431949326, 'sd_gen': 0.04683634533917442, 'mu_imp': 0.5104993709054623, 'sd_imp': 0.30259174967565355}",0.0666666666666666,0.0375,0.07,0.01,"[0.060000000000000005, 0.08]",25,3,True,True,within_interval,0.0305555555555555,0.1611111111111111,136562B6-95B2-483D-88DC-065F28409FD2
instantaneous,{'theta': 0.8591583973737223},0.0694444444444444,0.0,0.07,0.01,"[0.060000000000000005, 0.08]",80,13,True,True,within_interval,0.0,0.9722222222222222,1538C99F-BA1E-4EFB-A949-6C7C47701B20
moving_average,"{'theta': 0.8585991196000895, 'w': 3}",0.0694444444444444,0.0125,0.07,0.01,"[0.060000000000000005, 0.08]",320,50,True,True,within_interval,0.0,1.0,1538C99F-BA1E-4EFB-A949-6C7C47701B20
ewma,"{'theta': 0.8538592852346489, 'alpha': 0.5}",0.0694444444444444,0.0125,0.07,0.01,"[0.060000000000000005, 0.08]",320,76,True,True,within_interval,0.0,1.0,1538C99F-BA1E-4EFB-A949-6C7C47701B20
majority_vote,"{'theta': 0.8648709990300678, 'w': 3, 'k': 2}",0.0694444444444444,0.0083333333333333,0.07,0.01,"[0.060000000000000005, 0.08]",400,81,True,True,within_interval,0.0,0.9861111111111112,1538C99F-BA1E-4EFB-A949-6C7C47701B20
debounce,"{'theta': 0.8630748787584869, 'n': 2}",0.0694444444444444,0.0083333333333333,0.07,0.01,"[0.060000000000000005, 0.08]",320,24,True,True,within_interval,0.0,1.0,1538C99F-BA1E-4EFB-A949-6C7C47701B20
margin_dual_threshold,"{'theta': 0.8902833850630456, 'margin': 0.2}",0.0694444444444444,0.3833333333333333,0.07,0.01,"[0.060000000000000005, 0.08]",320,10,True,True,within_interval,0.0,1.0,1538C99F-BA1E-4EFB-A949-6C7C47701B20
hysteresis,"{'theta': 0.8483411176602252, 'margin': 0.05, 'ttt_frames': 2}",0.0722222222222222,0.0083333333333333,0.07,0.01,"[0.060000000000000005, 0.08]",960,121,True,True,within_interval,0.0,1.0,1538C99F-BA1E-4EFB-A949-6C7C47701B20
trust_model,"{'theta': 0.8778626964112513, 'gain': 0.6, 'decay': 0.2, 'tau_lo': 0.4, 'tau_hi': 0.6}",0.0694444444444444,0.2097222222222222,0.07,0.01,"[0.060000000000000005, 0.08]",720,35,True,True,within_interval,0.0,1.0,1538C99F-BA1E-4EFB-A949-6C7C47701B20
sprt,"{'A': 2, 'B': 1, 'mu_gen': 0.9259595592197434, 'sd_gen': 0.03251697868706521, 'mu_imp': 0.550189675611596, 'sd_imp': 0.31638437221706395}",0.0694444444444444,0.0013888888888888,0.07,0.01,"[0.060000000000000005, 0.08]",25,13,True,True,within_interval,0.05,0.1138888888888888,1538C99F-BA1E-4EFB-A949-6C7C47701B20
instantaneous,{'theta': 0.8163390055795127},0.0694444444444444,0.0,0.07,0.01,"[0.060000000000000005, 0.08]",79,13,True,True,within_interval,0.0,0.9694444444444444,24E40C4C-A349-4F9F-93AB-01D00FB994AF
moving_average,"{'theta': 0.8000077278558292, 'w': 3}",0.0694444444444444,0.0138888888888888,0.07,0.01,"[0.060000000000000005, 0.08]",316,42,True,True,within_interval,0.0,1.0,24E40C4C-A349-4F9F-93AB-01D00FB994AF
ewma,"{'theta': 0.7935048917327399, 'alpha': 0.5}",0.0694444444444444,0.0097222222222222,0.07,0.01,"[0.060000000000000005, 0.08]",316,33,True,True,within_interval,0.0,1.0,24E40C4C-A349-4F9F-93AB-01D00FB994AF
majority_vote,"{'theta': 0.8361767206071006, 'w': 3, 'k': 2}",0.0694444444444444,0.0083333333333333,0.07,0.01,"[0.060000000000000005, 0.08]",395,41,True,True,within_interval,0.0,0.9972222222222222,24E40C4C-A349-4F9F-93AB-01D00FB994AF
debounce,"{'theta': 0.8822271680499528, 'n': 2}",0.0694444444444444,0.0083333333333333,0.07,0.01,"[0.060000000000000005, 0.08]",316,46,True,True,within_interval,0.0,1.0,24E40C4C-A349-4F9F-93AB-01D00FB994AF
margin_dual_threshold,"{'theta': 0.8400052549419637, 'margin': 0.1}",0.0694444444444444,0.0,0.07,0.01,"[0.060000000000000005, 0.08]",316,26,True,True,within_interval,0.0,1.0,24E40C4C-A349-4F9F-93AB-01D00FB994AF
hysteresis,"{'theta': 0.8727185051235681, 'margin': 0.05, 'ttt_frames': 2}",0.0694444444444444,0.0083333333333333,0.07,0.01,"[0.060000000000000005, 0.08]",948,22,True,True,within_interval,0.0,1.0,24E40C4C-A349-4F9F-93AB-01D00FB994AF
trust_model,"{'theta': 0.8020188250567997, 'gain': 0.6, 'decay': 0.05, 'tau_lo': 0.4, 'tau_hi': 0.6}",0.0694444444444444,0.0416666666666666,0.07,0.01,"[0.060000000000000005, 0.08]",711,29,True,True,within_interval,0.0,1.0,24E40C4C-A349-4F9F-93AB-01D00FB994AF
sprt,"{'A': 1, 'B': 16, 'mu_gen': 0.9508737414328132, 'sd_gen': 0.027769326428955746, 'mu_imp': 0.41774691358024696, 'sd_imp': 0.27516664217617687}",0.0666666666666666,0.0041666666666666,0.07,0.01,"[0.060000000000000005, 0.08]",25,2,True,True,within_interval,0.0027777777777777,0.0666666666666666,24E40C4C-A349-4F9F-93AB-01D00FB994AF
instantaneous,{'theta': 0.839394706013411},0.0722222222222222,0.0,0.07,0.01,"[0.060000000000000005, 0.08]",51,4,True,True,within_interval,0.0,0.9694444444444444,2C32C23E-E30C-498A-8DD2-0EFB9150A02E
moving_average,"{'theta': 0.839158970525877, 'w': 10}",0.0694444444444444,0.0430555555555555,0.07,0.01,"[0.060000000000000005, 0.08]",204,13,True,True,within_interval,0.0,1.0,2C32C23E-E30C-498A-8DD2-0EFB9150A02E
ewma,"{'theta': 0.839158970525877, 'alpha': 0.5}",0.0694444444444444,0.0138888888888888,0.07,0.01,"[0.060000000000000005, 0.08]",204,9,True,True,within_interval,0.0,1.0,2C32C23E-E30C-498A-8DD2-0EFB9150A02E
majority_vote,"{'theta': 0.83923012239559, 'w': 5, 'k': 3}",0.0694444444444444,0.0166666666666666,0.07,0.01,"[0.060000000000000005, 0.08]",255,16,True,True,within_interval,0.0,1.0,2C32C23E-E30C-498A-8DD2-0EFB9150A02E
debounce,"{'theta': 0.83923012239559, 'n': 2}",0.0694444444444444,0.0083333333333333,0.07,0.01,"[0.060000000000000005, 0.08]",204,13,True,True,within_interval,0.0,1.0,2C32C23E-E30C-498A-8DD2-0EFB9150A02E
margin_dual_threshold,"{'theta': 0.8868274128748949, 'margin': 0.1}",0.0527777777777777,0.0277777777777777,0.07,0.01,"[0.060000000000000005, 0.08]",204,0,False,False,below_interval,0.0,1.0,2C32C23E-E30C-498A-8DD2-0EFB9150A02E
hysteresis,"{'theta': 0.8912543585910493, 'margin': 0.1, 'ttt_frames': 5}",0.0666666666666666,0.2875,0.07,0.01,"[0.060000000000000005, 0.08]",612,15,True,True,within_interval,0.0,1.0,2C32C23E-E30C-498A-8DD2-0EFB9150A02E
trust_model,"{'theta': 0.8752198075305989, 'gain': 0.6, 'decay': 0.2, 'tau_lo': 0.4, 'tau_hi': 0.6}",0.0694444444444444,0.1152777777777777,0.07,0.01,"[0.060000000000000005, 0.08]",459,9,True,True,within_interval,0.0,1.0,2C32C23E-E30C-498A-8DD2-0EFB9150A02E
sprt,"{'A': 4, 'B': 1, 'mu_gen': 0.9257841778525233, 'sd_gen': 0.04442737009514505, 'mu_imp': 0.46156451462206854, 'sd_imp': 0.3026893190184544}",0.3194444444444444,0.0055555555555555,0.07,0.01,"[0.060000000000000005, 0.08]",25,0,False,False,above_interval,0.3194444444444444,0.3333333333333333,2C32C23E-E30C-498A-8DD2-0EFB9150A02E
instantaneous,{'theta': 0.888448744761861},0.075,0.0,0.07,0.01,"[0.060000000000000005, 0.08]",70,8,True,True,within_interval,0.0,0.9694444444444444,3600D531-0C55-44A7-AE95-A7A38519464E
moving_average,"{'theta': 0.8888556916641769, 'w': 3}",0.0694444444444444,0.0097222222222222,0.07,0.01,"[0.060000000000000005, 0.08]",280,37,True,True,within_interval,0.0,1.0,3600D531-0C55-44A7-AE95-A7A38519464E
ewma,"{'theta': 0.8840106333264385, 'alpha': 0.5}",0.0694444444444444,0.0138888888888888,0.07,0.01,"[0.060000000000000005, 0.08]",280,37,True,True,within_interval,0.0,1.0,3600D531-0C55-44A7-AE95-A7A38519464E
majority_vote,"{'theta': 0.8899796986202723, 'w': 3, 'k': 2}",0.0694444444444444,0.0069444444444444,0.07,0.01,"[0.060000000000000005, 0.08]",350,38,True,True,within_interval,0.0,0.9888888888888888,3600D531-0C55-44A7-AE95-A7A38519464E
debounce,"{'theta': 0.8899796986202723, 'n': 2}",0.0722222222222222,0.0069444444444444,0.07,0.01,"[0.060000000000000005, 0.08]",280,29,True,True,within_interval,0.0,1.0,3600D531-0C55-44A7-AE95-A7A38519464E
margin_dual_threshold,"{'theta': 0.8717155661786675, 'margin': 0.05}",0.0388888888888888,0.0,0.07,0.01,"[0.060000000000000005, 0.08]",280,0,False,False,below_interval,0.0,1.0,3600D531-0C55-44A7-AE95-A7A38519464E
hysteresis,"{'theta': 0.9042074096205557, 'margin': 0.05, 'ttt_frames': 5}",0.0694444444444444,0.1972222222222222,0.07,0.01,"[0.060000000000000005, 0.08]",840,33,True,True,within_interval,0.0,1.0,3600D531-0C55-44A7-AE95-A7A38519464E
trust_model,"{'theta': 0.8919821041422475, 'gain': 0.6, 'decay': 0.2, 'tau_lo': 0.4, 'tau_hi': 0.6}",0.0694444444444444,0.0819444444444444,0.07,0.01,"[0.060000000000000005, 0.08]",630,28,True,True,within_interval,0.0,1.0,3600D531-0C55-44A7-AE95-A7A38519464E
sprt,"{'A': 4, 'B': 2, 'mu_gen': 0.9530587092919032, 'sd_gen': 0.030684789158837364, 'mu_imp': 0.4563990417067799, 'sd_imp': 0.33822403402214174}",0.0722222222222222,0.0069444444444444,0.07,0.01,"[0.060000000000000005, 0.08]",25,5,True,True,within_interval,0.0027777777777777,0.1527777777777778,3600D531-0C55-44A7-AE95-A7A38519464E
instantaneous,{'theta': 0.767065287653523},0.0694444444444444,0.0,0.07,0.01,"[0.060000000000000005, 0.08]",73,11,True,True,within_interval,0.0,0.9694444444444444,4FC32141-E888-4BFF-8804-12559A491D8C
moving_average,"{'theta': 0.7677781881983563, 'w': 3}",0.0694444444444444,0.0097222222222222,0.07,0.01,"[0.060000000000000005, 0.08]",292,29,True,True,within_interval,0.0,1.0,4FC32141-E888-4BFF-8804-12559A491D8C
ewma,"{'theta': 0.7674822236586942, 'alpha': 0.5}",0.0694444444444444,0.0111111111111111,0.07,0.01,"[0.060000000000000005, 0.08]",292,24,True,True,within_interval,0.0,1.0,4FC32141-E888-4BFF-8804-12559A491D8C
majority_vote,"{'theta': 0.7682085141749008, 'w': 3, 'k': 2}",0.0722222222222222,0.0083333333333333,0.07,0.01,"[0.060000000000000005, 0.08]",365,45,True,True,within_interval,0.0,0.9944444444444444,4FC32141-E888-4BFF-8804-12559A491D8C
debounce,"{'theta': 0.7683725798011513, 'n': 2}",0.0694444444444444,0.0083333333333333,0.07,0.01,"[0.060000000000000005, 0.08]",292,22,True,True,within_interval,0.0,1.0,4FC32141-E888-4BFF-8804-12559A491D8C
margin_dual_threshold,"{'theta': 0.8125505902360944, 'margin': 0.1}",0.0638888888888888,0.25,0.07,0.01,"[0.060000000000000005, 0.08]",292,2,True,True,within_interval,0.0,1.0,4FC32141-E888-4BFF-8804-12559A491D8C
hysteresis,"{'theta': 0.8125505902360944, 'margin': 0.05, 'ttt_frames': 5}",0.0666666666666666,0.2222222222222222,0.07,0.01,"[0.060000000000000005, 0.08]",876,31,True,True,within_interval,0.0,1.0,4FC32141-E888-4BFF-8804-12559A491D8C
trust_model,"{'theta': 0.8398359343737495, 'gain': 0.3, 'decay': 0.05, 'tau_lo': 0.4, 'tau_hi': 0.6}",0.0694444444444444,0.4486111111111111,0.07,0.01,"[0.060000000000000005, 0.08]",657,15,True,True,within_interval,0.0,1.0,4FC32141-E888-4BFF-8804-12559A491D8C
sprt,"{'A': 1, 'B': 1, 'mu_gen': 0.8576891867858254, 'sd_gen': 0.04479317533613049, 'mu_imp': 0.5457716419901294, 'sd_imp': 0.21060684218353087}",0.0861111111111111,0.0027777777777777,0.07,0.01,"[0.060000000000000005, 0.08]",25,0,False,False,above_interval,0.0861111111111111,0.1833333333333333,4FC32141-E888-4BFF-8804-12559A491D8C
instantaneous,{'theta': 0.8720438341567374},0.0694444444444444,0.0027777777777777,0.07,0.01,"[0.060000000000000005, 0.08]",59,9,True,True,within_interval,0.0,0.9694444444444444,5119D0F8-FCA8-4184-A4EB-19421A40DE0D
moving_average,"{'theta': 0.8725176789692919, 'w': 20}",0.0694444444444444,0.1166666666666666,0.07,0.01,"[0.060000000000000005, 0.08]",236,26,True,True,within_interval,0.0,1.0,5119D0F8-FCA8-4184-A4EB-19421A40DE0D
ewma,"{'theta': 0.8721646211968792, 'alpha': 0.5}",0.0694444444444444,0.0152777777777777,0.07,0.01,"[0.060000000000000005, 0.08]",236,25,True,True,within_interval,0.0,1.0,5119D0F8-FCA8-4184-A4EB-19421A40DE0D
majority_vote,"{'theta': 0.8723465897659447, 'w': 3, 'k': 2}",0.0722222222222222,0.0083333333333333,0.07,0.01,"[0.060000000000000005, 0.08]",295,18,True,True,within_interval,0.0,1.0,5119D0F8-FCA8-4184-A4EB-19421A40DE0D
debounce,"{'theta': 0.8725808687099009, 'n': 2}",0.0722222222222222,0.0083333333333333,0.07,0.01,"[0.060000000000000005, 0.08]",236,12,True,True,within_interval,0.0,1.0,5119D0F8-FCA8-4184-A4EB-19421A40DE0D
margin_dual_threshold,"{'theta': 0.8702995640802093, 'margin': 0.05}",0.0305555555555555,0.0,0.07,0.01,"[0.060000000000000005, 0.08]",236,0,False,False,below_interval,0.0,1.0,5119D0F8-FCA8-4184-A4EB-19421A40DE0D
hysteresis,"{'theta': 0.8980916400271239, 'margin': 0.05, 'ttt_frames': 5}",0.0722222222222222,0.1125,0.07,0.01,"[0.060000000000000005, 0.08]",708,31,True,True,within_interval,0.0,1.0,5119D0F8-FCA8-4184-A4EB-19421A40DE0D
trust_model,"{'theta': 0.8980916400271239, 'gain': 0.3, 'decay': 0.05, 'tau_lo': 0.4, 'tau_hi': 0.6}",0.0722222222222222,0.2805555555555555,0.07,0.01,"[0.060000000000000005, 0.08]",531,6,True,True,within_interval,0.0,1.0,5119D0F8-FCA8-4184-A4EB-19421A40DE0D
sprt,"{'A': 16, 'B': 4, 'mu_gen': 0.9383203095568686, 'sd_gen': 0.033397629969120525, 'mu_imp': 0.4651065043538161, 'sd_imp': 0.2802349370662641}",0.1111111111111111,0.0319444444444444,0.07,0.01,"[0.060000000000000005, 0.08]",25,0,False,False,above_interval,0.1111111111111111,0.1694444444444444,5119D0F8-FCA8-4184-A4EB-19421A40DE0D
instantaneous,{'theta': 0.8335872845550266},0.0722222222222222,0.0,0.07,0.01,"[0.060000000000000005, 0.08]",77,10,True,True,within_interval,0.0,0.9694444444444444,5152A2DF-FAF3-4BA8-9CA9-E66B32671A53
moving_average,"{'theta': 0.8380390315874187, 'w': 3}",0.0694444444444444,0.0125,0.07,0.01,"[0.060000000000000005, 0.08]",308,41,True,True,within_interval,0.0,1.0,5152A2DF-FAF3-4BA8-9CA9-E66B32671A53
ewma,"{'theta': 0.8350318556770169, 'alpha': 0.5}",0.0694444444444444,0.0097222222222222,0.07,0.01,"[0.060000000000000005, 0.08]",308,44,True,True,within_interval,0.0,1.0,5152A2DF-FAF3-4BA8-9CA9-E66B32671A53
majority_vote,"{'theta': 0.8393913516494161, 'w': 3, 'k': 2}",0.0694444444444444,0.0069444444444444,0.07,0.01,"[0.060000000000000005, 0.08]",385,34,True,True,within_interval,0.0,1.0,5152A2DF-FAF3-4BA8-9CA9-E66B32671A53
debounce,"{'theta': 0.8393913516494161, 'n': 2}",0.0722222222222222,0.0069444444444444,0.07,0.01,"[0.060000000000000005, 0.08]",308,13,True,True,within_interval,0.0,1.0,5152A2DF-FAF3-4BA8-9CA9-E66B32671A53
margin_dual_threshold,"{'theta': 0.8294277900729514, 'margin': 0.05}",0.075,0.0,0.07,0.01,"[0.060000000000000005, 0.08]",308,35,True,True,within_interval,0.0,1.0,5152A2DF-FAF3-4BA8-9CA9-E66B32671A53
hysteresis,"{'theta': 0.8810355710549259, 'margin': 0.05, 'ttt_frames': 5}",0.0666666666666666,0.1111111111111111,0.07,0.01,"[0.060000000000000005, 0.08]",924,42,True,True,within_interval,0.0,1.0,5152A2DF-FAF3-4BA8-9CA9-E66B32671A53
trust_model,"{'theta': 0.8234398169882041, 'gain': 0.6, 'decay': 0.2, 'tau_lo': 0.4, 'tau_hi': 0.6}",0.0694444444444444,0.0347222222222222,0.07,0.01,"[0.060000000000000005, 0.08]",693,35,True,True,within_interval,0.0,1.0,5152A2DF-FAF3-4BA8-9CA9-E66B32671A53
sprt,"{'A': 1, 'B': 16, 'mu_gen': 0.9422511220898317, 'sd_gen': 0.03577535100349242, 'mu_imp': 0.5057353051976707, 'sd_imp': 0.23544363183947623}",0.0555555555555555,0.0097222222222222,0.07,0.01,"[0.060000000000000005, 0.08]",25,0,False,False,below_interval,0.0,0.0555555555555555,5152A2DF-FAF3-4BA8-9CA9-E66B32671A53
instantaneous,{'theta': 0.8394350691222499},0.0694444444444444,0.0,0.07,0.01,"[0.060000000000000005, 0.08]",79,13,True,True,within_interval,0.0,0.9694444444444444,5EF64122-B513-46AE-BCF1-E62AAC285D2C
moving_average,"{'theta': 0.7812081845776383, 'w': 3}",0.0694444444444444,0.0138888888888888,0.07,0.01,"[0.060000000000000005, 0.08]",316,20,True,True,within_interval,0.0,1.0,5EF64122-B513-46AE-BCF1-E62AAC285D2C
ewma,"{'theta': 0.7812081845776383, 'alpha': 0.3}",0.0694444444444444,0.025,0.07,0.01,"[0.060000000000000005, 0.08]",316,14,True,True,within_interval,0.0,1.0,5EF64122-B513-46AE-BCF1-E62AAC285D2C
majority_vote,"{'theta': 0.8569809343692495, 'w': 3, 'k': 2}",0.0694444444444444,0.0083333333333333,0.07,0.01,"[0.060000000000000005, 0.08]",395,32,True,True,within_interval,0.0,1.0,5EF64122-B513-46AE-BCF1-E62AAC285D2C
debounce,"{'theta': 0.847533774751113, 'n': 2}",0.0694444444444444,0.0083333333333333,0.07,0.01,"[0.060000000000000005, 0.08]",316,37,True,True,within_interval,0.0,1.0,5EF64122-B513-46AE-BCF1-E62AAC285D2C
margin_dual_threshold,"{'theta': 0.8066542943868645, 'margin': 0.1}",0.0694444444444444,0.0,0.07,0.01,"[0.060000000000000005, 0.08]",316,21,True,True,within_interval,0.0,1.0,5EF64122-B513-46AE-BCF1-E62AAC285D2C
hysteresis,"{'theta': 0.7812081845776383, 'margin': 0.2, 'ttt_frames': 2}",0.0694444444444444,0.0083333333333333,0.07,0.01,"[0.060000000000000005, 0.08]",948,138,True,True,within_interval,0.0,1.0,5EF64122-B513-46AE-BCF1-E62AAC285D2C
trust_model,"{'theta': 0.7652416526430017, 'gain': 0.6, 'decay': 0.05, 'tau_lo': 0.4, 'tau_hi': 0.6}",0.0694444444444444,0.0388888888888888,0.07,0.01,"[0.060000000000000005, 0.08]",711,78,True,True,within_interval,0.0,1.0,5EF64122-B513-46AE-BCF1-E62AAC285D2C
sprt,"{'A': 1, 'B': 16, 'mu_gen': 0.9559144914695925, 'sd_gen': 0.02226220199718443, 'mu_imp': 0.3759399350280561, 'sd_imp': 0.2714950511244311}",0.0555555555555555,0.0,0.07,0.01,"[0.060000000000000005, 0.08]",25,0,False,False,below_interval,0.0055555555555555,0.0555555555555555,5EF64122-B513-46AE-BCF1-E62AAC285D2C
instantaneous,{'theta': 0.8420421194290542},0.0694444444444444,0.0041666666666666,0.07,0.01,"[0.060000000000000005, 0.08]",76,13,True,True,within_interval,0.0,0.9694444444444444,61976C24-1C50-4355-9C49-AAE44A7D09F6
moving_average,"{'theta': 0.8424532921015333, 'w': 3}",0.0694444444444444,0.0083333333333333,0.07,0.01,"[0.060000000000000005, 0.08]",304,31,True,True,within_interval,0.0,1.0,61976C24-1C50-4355-9C49-AAE44A7D09F6
ewma,"{'theta': 0.8403507566321636, 'alpha': 0.5}",0.0694444444444444,0.0069444444444444,0.07,0.01,"[0.060000000000000005, 0.08]",304,39,True,True,within_interval,0.0,1.0,61976C24-1C50-4355-9C49-AAE44A7D09F6
