uuid,n,mean_score,far
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,2000,0.20977190573361798,0.1405
0A986513-7828-4D53-AA1F-E02D6DF9561B,2000,0.22267967634256539,0.128
136562B6-95B2-483D-88DC-065F28409FD2,2000,0.20295535904056264,0.2265
24E40C4C-A349-4F9F-93AB-01D00FB994AF,2000,0.3104704520914931,0.3125
27E04243-B138-4F40-A164-F40B60165CF3,2000,5.244204146840141e-06,0.0
4E98F91F-4654-42EF-B908-A3389443F2E7,2000,7.412120288683301e-07,0.0
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,2000,0.15860789031033498,0.117
59818CD2-24D7-4D32-B133-24C2FE3801E5,2000,1.330487141182987e-07,0.0
5EF64122-B513-46AE-BCF1-E62AAC285D2C,2000,0.2356292724073396,0.114
665514DE-49DC-421F-8DCB-145D0B2609AD,2000,1.4340467573321782e-06,0.0
74B86067-5D4B-43CF-82CF-341B76BEA0F4,2000,2.564844765980868e-07,0.0
78A91A4E-4A51-4065-BDA7-94755F0BB3BB,2000,0.21457976511970236,0.216
7CE37510-56D0-4120-A1CF-0E23351428D2,2000,0.3219568207927063,0.3205
8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,2000,0.2511540043748174,0.2905
806289BC-AD52-4CC1-806C-0CDB14D65EB6,2000,7.629601209182766e-07,0.0
86A4F379-B305-473D-9D83-FC7D800180EF,2000,1.3588510202646277e-07,0.0
96A358A0-FFF2-4239-B93E-C7425B901B47,2000,5.091211771955054e-06,0.0
99B204C0-DD5C-4BB7-83E8-A37281B8D769,2000,5.106304856496897e-07,0.0
A5A30F76-581E-4757-97A2-957553A2C6AA,1667,9.556087985293297e-07,0.0
A76A5AF5-5A93-4CF2-A16E-62353BB70E8A,2000,0.15863263901028798,0.136
CF722AA9-2533-4E51-9FEB-9EAC84EE9AAC,2000,0.2716939360163673,0.255
E65577C1-8D5D-4F70-AF23-B3ADB9D3DBA3,2000,0.29788698512545786,0.314
ECECC2AB-D32F-4F90-B74C-E12A1C69BBE2,2000,0.07699943565691696,0.0
FDAA70A1-42A3-4E3F-9AE3-3FDA412E03BF,2000,0.11660498437452389,0.0
