target_name,outcome,mechanism,avg_rank,n_users,nemenyi_cd,friedman_p
primary,ania,threshold,4.883928571428571,56,1.6052979621755015,3.295013900356159e-40
primary,ania,moving_average,5.928571428571429,56,1.6052979621755015,3.295013900356159e-40
primary,ania,ewma,6.357142857142857,56,1.6052979621755015,3.295013900356159e-40
primary,ania,majority_vote,5.241071428571429,56,1.6052979621755015,3.295013900356159e-40
primary,ania,debounce,5.035714285714286,56,1.6052979621755015,3.295013900356159e-40
primary,ania,margin,2.6517857142857144,56,1.6052979621755015,3.295013900356159e-40
primary,ania,hysteresis,4.75,56,1.6052979621755015,3.295013900356159e-40
primary,ania,trust,7.803571428571429,56,1.6052979621755015,3.295013900356159e-40
primary,ania,sprt,2.3482142857142856,56,1.6052979621755015,3.295013900356159e-40
primary,first_lock,threshold,2.6964285714285716,56,1.6052979621755015,1.0702392438777366e-53
primary,first_lock,moving_average,5.6875,56,1.6052979621755015,1.0702392438777366e-53
primary,first_lock,ewma,6.473214285714286,56,1.6052979621755015,1.0702392438777366e-53
primary,first_lock,majority_vote,5.598214285714286,56,1.6052979621755015,1.0702392438777366e-53
primary,first_lock,debounce,5.410714285714286,56,1.6052979621755015,1.0702392438777366e-53
primary,first_lock,margin,2.6964285714285716,56,1.6052979621755015,1.0702392438777366e-53
primary,first_lock,hysteresis,5.205357142857143,56,1.6052979621755015,1.0702392438777366e-53
primary,first_lock,trust,8.3125,56,1.6052979621755015,1.0702392438777366e-53
primary,first_lock,sprt,2.919642857142857,56,1.6052979621755015,1.0702392438777366e-53
primary,recovery,threshold,2.9642857142857144,56,1.6052979621755015,1.7691574421046422e-82
primary,recovery,moving_average,2.9642857142857144,56,1.6052979621755015,1.7691574421046422e-82
primary,recovery,ewma,2.9642857142857144,56,1.6052979621755015,1.7691574421046422e-82
primary,recovery,majority_vote,6.526785714285714,56,1.6052979621755015,1.7691574421046422e-82
primary,recovery,debounce,6.75,56,1.6052979621755015,1.7691574421046422e-82
primary,recovery,margin,2.9642857142857144,56,1.6052979621755015,1.7691574421046422e-82
primary,recovery,hysteresis,7.107142857142857,56,1.6052979621755015,1.7691574421046422e-82
primary,recovery,trust,8.946428571428571,56,1.6052979621755015,1.7691574421046422e-82
primary,recovery,sprt,3.8125,56,1.6052979621755015,1.7691574421046422e-82
primary,miss_rate,threshold,7.455357142857143,56,1.6052979621755015,2.50169592765621e-41
primary,miss_rate,moving_average,6.053571428571429,56,1.6052979621755015,2.50169592765621e-41
primary,miss_rate,ewma,6.169642857142857,56,1.6052979621755015,2.50169592765621e-41
primary,miss_rate,majority_vote,4.383928571428571,56,1.6052979621755015,2.50169592765621e-41
primary,miss_rate,debounce,4.392857142857143,56,1.6052979621755015,2.50169592765621e-41
primary,miss_rate,margin,5.919642857142857,56,1.6052979621755015,2.50169592765621e-41
primary,miss_rate,hysteresis,3.267857142857143,56,1.6052979621755015,2.50169592765621e-41
primary,miss_rate,trust,3.9375,56,1.6052979621755015,2.50169592765621e-41
primary,miss_rate,sprt,3.419642857142857,56,1.6052979621755015,2.50169592765621e-41
primary,far_frame,threshold,5.883928571428571,56,1.6052979621755015,5.781794739149607e-56
primary,far_frame,moving_average,7.660714285714286,56,1.6052979621755015,5.781794739149607e-56
primary,far_frame,ewma,7.571428571428571,56,1.6052979621755015,5.781794739149607e-56
primary,far_frame,majority_vote,5.464285714285714,56,1.6052979621755015,5.781794739149607e-56
primary,far_frame,debounce,4.732142857142857,56,1.6052979621755015,5.781794739149607e-56
primary,far_frame,margin,3.294642857142857,56,1.6052979621755015,5.781794739149607e-56
primary,far_frame,hysteresis,2.892857142857143,56,1.6052979621755015,5.781794739149607e-56
primary,far_frame,trust,6.196428571428571,56,1.6052979621755015,5.781794739149607e-56
primary,far_frame,sprt,1.3035714285714286,56,1.6052979621755015,5.781794739149607e-56
primary,frr_time,threshold,3.044642857142857,56,1.6052979621755015,2.1571923382887948e-39
primary,frr_time,moving_average,3.392857142857143,56,1.6052979621755015,2.1571923382887948e-39
primary,frr_time,ewma,3.294642857142857,56,1.6052979621755015,2.1571923382887948e-39
primary,frr_time,majority_vote,5.071428571428571,56,1.6052979621755015,2.1571923382887948e-39
primary,frr_time,debounce,5.285714285714286,56,1.6052979621755015,2.1571923382887948e-39
primary,frr_time,margin,4.196428571428571,56,1.6052979621755015,2.1571923382887948e-39
primary,frr_time,hysteresis,6.866071428571429,56,1.6052979621755015,2.1571923382887948e-39
primary,frr_time,trust,6.732142857142857,56,1.6052979621755015,2.1571923382887948e-39
