uuid,n,mean_score,far
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,2087,0.2568273907428368,0.16722568279827504
0A986513-7828-4D53-AA1F-E02D6DF9561B,2087,0.5694621833391759,0.6037374221370388
136562B6-95B2-483D-88DC-065F28409FD2,2087,0.5349499379077364,0.5395304264494489
24E40C4C-A349-4F9F-93AB-01D00FB994AF,2087,0.5776937842859187,0.5831336847149018
27E04243-B138-4F40-A164-F40B60165CF3,2087,0.10176341618168697,0.0019166267369429804
4E98F91F-4654-42EF-B908-A3389443F2E7,2087,0.15993423666768974,0.0004791566842357451
59818CD2-24D7-4D32-B133-24C2FE3801E5,2087,0.14408274625778067,0.04072831816003833
5EF64122-B513-46AE-BCF1-E62AAC285D2C,2087,0.4302446191933958,0.3124101581217058
665514DE-49DC-421F-8DCB-145D0B2609AD,2087,0.1452326500372511,0.0033540967896502154
74B86067-5D4B-43CF-82CF-341B76BEA0F4,2087,0.6420999147704887,0.8275035936751318
78A91A4E-4A51-4065-BDA7-94755F0BB3BB,2087,0.48300465112827295,0.4609487302347868
7CE37510-56D0-4120-A1CF-0E23351428D2,2087,0.34130576340665014,0.21514135122184955
8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,2087,0.2651440352611962,0.16962146621945376
806289BC-AD52-4CC1-806C-0CDB14D65EB6,2087,0.15445153087452967,0.016770483948251078
86A4F379-B305-473D-9D83-FC7D800180EF,2087,0.1627419004914725,0.006708193579300431
96A358A0-FFF2-4239-B93E-C7425B901B47,2087,0.08823106931576206,0.005270723526593196
99B204C0-DD5C-4BB7-83E8-A37281B8D769,2087,0.14580206863223807,0.03114518447532343
A5A30F76-581E-4757-97A2-957553A2C6AA,1667,0.46282890097712615,0.45410917816436713
A76A5AF5-5A93-4CF2-A16E-62353BB70E8A,2087,0.586484300290364,0.5165309056061332
CF722AA9-2533-4E51-9FEB-9EAC84EE9AAC,2087,0.59145354374094,0.6454240536655487
E65577C1-8D5D-4F70-AF23-B3ADB9D3DBA3,2087,0.46989112645612485,0.3747005270723527
ECECC2AB-D32F-4F90-B74C-E12A1C69BBE2,2087,0.44393684896890345,0.16818399616674654
FDAA70A1-42A3-4E3F-9AE3-3FDA412E03BF,2087,0.48838170925341523,0.45855294681360803
