uuid,n,mean_score,far
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,2000,1.3243116017298593e-16,0.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,2000,6.183545396337795e-11,0.0
136562B6-95B2-483D-88DC-065F28409FD2,2000,0.002579768373193715,0.0
24E40C4C-A349-4F9F-93AB-01D00FB994AF,2000,1.4974877075654629e-15,0.0
27E04243-B138-4F40-A164-F40B60165CF3,2000,3.6323054427672685e-16,0.0
4E98F91F-4654-42EF-B908-A3389443F2E7,2000,4.2564059041704635e-06,0.0
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,2000,0.019629152159632124,0.018
59818CD2-24D7-4D32-B133-24C2FE3801E5,2000,0.0027841211074845027,0.0025
5EF64122-B513-46AE-BCF1-E62AAC285D2C,2000,5.2204766109114194e-05,0.0
665514DE-49DC-421F-8DCB-145D0B2609AD,2000,6.235699757894338e-13,0.0
74B86067-5D4B-43CF-82CF-341B76BEA0F4,2000,3.771455021464588e-07,0.0
78A91A4E-4A51-4065-BDA7-94755F0BB3BB,2000,4.349007605893803e-15,0.0
7CE37510-56D0-4120-A1CF-0E23351428D2,2000,7.890287533872252e-15,0.0
8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,2000,2.902146182872487e-18,0.0
806289BC-AD52-4CC1-806C-0CDB14D65EB6,2000,5.2658007717146525e-05,0.0
86A4F379-B305-473D-9D83-FC7D800180EF,2000,1.0476057032740352e-06,0.0
96A358A0-FFF2-4239-B93E-C7425B901B47,2000,4.326760913833047e-13,0.0
99B204C0-DD5C-4BB7-83E8-A37281B8D769,2000,0.0005827092452574514,0.0005
A5A30F76-581E-4757-97A2-957553A2C6AA,1667,0.013109069465190267,0.01259748050389922
A76A5AF5-5A93-4CF2-A16E-62353BB70E8A,2000,0.0018971001297210185,0.001
CF722AA9-2533-4E51-9FEB-9EAC84EE9AAC,2000,1.855197708338209e-17,0.0
E65577C1-8D5D-4F70-AF23-B3ADB9D3DBA3,2000,1.2909917737023922e-15,0.0
ECECC2AB-D32F-4F90-B74C-E12A1C69BBE2,2000,5.465132640828628e-10,0.0
FDAA70A1-42A3-4E3F-9AE3-3FDA412E03BF,2000,0.00011227803296201091,0.0
