uuid,n,mean_score,far
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,2000,0.13882557321051106,0.252
0A986513-7828-4D53-AA1F-E02D6DF9561B,2000,7.647611006724596e-06,0.0
136562B6-95B2-483D-88DC-065F28409FD2,2000,0.05233371590014216,0.0995
24E40C4C-A349-4F9F-93AB-01D00FB994AF,2000,0.002576088852366668,0.004
27E04243-B138-4F40-A164-F40B60165CF3,2000,0.0001239159956414831,0.001
4E98F91F-4654-42EF-B908-A3389443F2E7,2000,0.00037818774944450444,0.0015
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,2000,0.13683682838454306,0.2375
59818CD2-24D7-4D32-B133-24C2FE3801E5,2000,0.018863192920993695,0.042
5EF64122-B513-46AE-BCF1-E62AAC285D2C,2000,0.4146960900664509,0.515
665514DE-49DC-421F-8DCB-145D0B2609AD,2000,1.751637050365531e-07,0.0
74B86067-5D4B-43CF-82CF-341B76BEA0F4,2000,0.00012087227245245117,0.001
78A91A4E-4A51-4065-BDA7-94755F0BB3BB,2000,0.006595538753473651,0.0125
7CE37510-56D0-4120-A1CF-0E23351428D2,2000,0.0013740173537523251,0.0035
8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,2000,0.014294517548211396,0.0435
806289BC-AD52-4CC1-806C-0CDB14D65EB6,2000,0.0022030954587443385,0.0065
86A4F379-B305-473D-9D83-FC7D800180EF,2000,0.007158593750337248,0.024
96A358A0-FFF2-4239-B93E-C7425B901B47,2000,0.0010645280733544192,0.0015
99B204C0-DD5C-4BB7-83E8-A37281B8D769,2000,0.005528062829747781,0.0165
A5A30F76-581E-4757-97A2-957553A2C6AA,1667,0.0436326971618623,0.07498500299940011
A76A5AF5-5A93-4CF2-A16E-62353BB70E8A,2000,0.20985429335300448,0.288
CF722AA9-2533-4E51-9FEB-9EAC84EE9AAC,2000,0.002138046056144162,0.007
E65577C1-8D5D-4F70-AF23-B3ADB9D3DBA3,2000,0.10897037723009663,0.118
ECECC2AB-D32F-4F90-B74C-E12A1C69BBE2,2000,0.025883584284995823,0.085
FDAA70A1-42A3-4E3F-9AE3-3FDA412E03BF,2000,0.14206936718835075,0.4105
