uuid,n,mean_score,far
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,2087,0.04733014879193552,0.10781025395304264
0A986513-7828-4D53-AA1F-E02D6DF9561B,2087,0.3002806618585652,0.5208433157642549
136562B6-95B2-483D-88DC-065F28409FD2,2087,0.002318938710417175,0.008624820316243412
27E04243-B138-4F40-A164-F40B60165CF3,2087,0.0008616186190905234,0.0009583133684714902
4E98F91F-4654-42EF-B908-A3389443F2E7,2087,3.470618947498395e-06,0.0
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,2087,0.004414622277714011,0.008624820316243412
59818CD2-24D7-4D32-B133-24C2FE3801E5,2087,0.001662449198914293,0.004791566842357451
5EF64122-B513-46AE-BCF1-E62AAC285D2C,2087,0.0009106542619416198,0.0028749401054144704
665514DE-49DC-421F-8DCB-145D0B2609AD,2087,3.252111560143818e-05,0.0
74B86067-5D4B-43CF-82CF-341B76BEA0F4,2087,0.002586553771233791,0.005749880210828941
78A91A4E-4A51-4065-BDA7-94755F0BB3BB,2087,0.16467378129235014,0.34403449928126495
7CE37510-56D0-4120-A1CF-0E23351428D2,2087,0.09528487702031883,0.2103497843794921
8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,2087,0.07200512099857864,0.16770483948251078
806289BC-AD52-4CC1-806C-0CDB14D65EB6,2087,0.001207383116081684,0.0014374700527072352
86A4F379-B305-473D-9D83-FC7D800180EF,2087,0.0004875873200139485,0.0004791566842357451
96A358A0-FFF2-4239-B93E-C7425B901B47,2087,1.0271424351348416e-05,0.0
99B204C0-DD5C-4BB7-83E8-A37281B8D769,2087,0.00013230253403747182,0.0009583133684714902
A5A30F76-581E-4757-97A2-957553A2C6AA,1667,0.01689126569024032,0.023395320935812838
A76A5AF5-5A93-4CF2-A16E-62353BB70E8A,2087,8.269551002757805e-05,0.0
CF722AA9-2533-4E51-9FEB-9EAC84EE9AAC,2087,0.097449988058925,0.26305701964542405
E65577C1-8D5D-4F70-AF23-B3ADB9D3DBA3,2087,0.023468871600491253,0.05654048873981792
ECECC2AB-D32F-4F90-B74C-E12A1C69BBE2,2087,0.05540484785407554,0.1902252036415908
FDAA70A1-42A3-4E3F-9AE3-3FDA412E03BF,2087,0.006574275079118928,0.016770483948251078
