target_name,outcome,mechanism,avg_rank,n_users,nemenyi_cd,friedman_p
primary,ania,threshold,4.454545454545454,33,2.091186169504804,2.2385946169053953e-23
primary,ania,moving_average,5.787878787878788,33,2.091186169504804,2.2385946169053953e-23
primary,ania,ewma,7.318181818181818,33,2.091186169504804,2.2385946169053953e-23
primary,ania,majority_vote,5.257575757575758,33,2.091186169504804,2.2385946169053953e-23
primary,ania,debounce,4.7272727272727275,33,2.091186169504804,2.2385946169053953e-23
primary,ania,margin,2.257575757575758,33,2.091186169504804,2.2385946169053953e-23
primary,ania,hysteresis,4.4393939393939394,33,2.091186169504804,2.2385946169053953e-23
primary,ania,trust,7.545454545454546,33,2.091186169504804,2.2385946169053953e-23
primary,ania,sprt,3.212121212121212,33,2.091186169504804,2.2385946169053953e-23
primary,first_lock,threshold,2.6363636363636362,33,2.091186169504804,1.6205945307291044e-30
primary,first_lock,moving_average,5.621212121212121,33,2.091186169504804,1.6205945307291044e-30
primary,first_lock,ewma,7.424242424242424,33,2.091186169504804,1.6205945307291044e-30
primary,first_lock,majority_vote,5.4393939393939394,33,2.091186169504804,1.6205945307291044e-30
primary,first_lock,debounce,5.106060606060606,33,2.091186169504804,1.6205945307291044e-30
primary,first_lock,margin,2.5303030303030303,33,2.091186169504804,1.6205945307291044e-30
primary,first_lock,hysteresis,4.803030303030303,33,2.091186169504804,1.6205945307291044e-30
primary,first_lock,trust,7.984848484848484,33,2.091186169504804,1.6205945307291044e-30
primary,first_lock,sprt,3.4545454545454546,33,2.091186169504804,1.6205945307291044e-30
primary,recovery,threshold,2.621212121212121,33,2.091186169504804,1.5574112613062526e-46
primary,recovery,moving_average,2.621212121212121,33,2.091186169504804,1.5574112613062526e-46
primary,recovery,ewma,2.621212121212121,33,2.091186169504804,1.5574112613062526e-46
primary,recovery,majority_vote,6.454545454545454,33,2.091186169504804,1.5574112613062526e-46
primary,recovery,debounce,6.757575757575758,33,2.091186169504804,1.5574112613062526e-46
primary,recovery,margin,2.742424242424242,33,2.091186169504804,1.5574112613062526e-46
primary,recovery,hysteresis,6.924242424242424,33,2.091186169504804,1.5574112613062526e-46
primary,recovery,trust,6.909090909090909,33,2.091186169504804,1.5574112613062526e-46
primary,recovery,sprt,7.348484848484849,33,2.091186169504804,1.5574112613062526e-46
primary,miss_rate,threshold,6.893939393939394,33,2.091186169504804,9.568679060024853e-22
primary,miss_rate,moving_average,6.545454545454546,33,2.091186169504804,9.568679060024853e-22
primary,miss_rate,ewma,6.46969696969697,33,2.091186169504804,9.568679060024853e-22
primary,miss_rate,majority_vote,5.0606060606060606,33,2.091186169504804,9.568679060024853e-22
primary,miss_rate,debounce,4.606060606060606,33,2.091186169504804,9.568679060024853e-22
primary,miss_rate,margin,4.818181818181818,33,2.091186169504804,9.568679060024853e-22
primary,miss_rate,hysteresis,3.696969696969697,33,2.091186169504804,9.568679060024853e-22
primary,miss_rate,trust,4.303030303030303,33,2.091186169504804,9.568679060024853e-22
primary,miss_rate,sprt,2.606060606060606,33,2.091186169504804,9.568679060024853e-22
primary,far_frame,threshold,5.954545454545454,33,2.091186169504804,1.1302103672562407e-34
primary,far_frame,moving_average,7.606060606060606,33,2.091186169504804,1.1302103672562407e-34
primary,far_frame,ewma,8.075757575757576,33,2.091186169504804,1.1302103672562407e-34
primary,far_frame,majority_vote,5.878787878787879,33,2.091186169504804,1.1302103672562407e-34
primary,far_frame,debounce,4.757575757575758,33,2.091186169504804,1.1302103672562407e-34
primary,far_frame,margin,2.803030303030303,33,2.091186169504804,1.1302103672562407e-34
primary,far_frame,hysteresis,3.0303030303030303,33,2.091186169504804,1.1302103672562407e-34
primary,far_frame,trust,5.53030303030303,33,2.091186169504804,1.1302103672562407e-34
primary,far_frame,sprt,1.3636363636363635,33,2.091186169504804,1.1302103672562407e-34
primary,frr_time,threshold,3.621212121212121,33,2.091186169504804,1.2424811911559679e-28
primary,frr_time,moving_average,2.787878787878788,33,2.091186169504804,1.2424811911559679e-28
primary,frr_time,ewma,2.9696969696969697,33,2.091186169504804,1.2424811911559679e-28
primary,frr_time,majority_vote,4.090909090909091,33,2.091186169504804,1.2424811911559679e-28
primary,frr_time,debounce,4.954545454545454,33,2.091186169504804,1.2424811911559679e-28
primary,frr_time,margin,5.742424242424242,33,2.091186169504804,1.2424811911559679e-28
primary,frr_time,hysteresis,6.2272727272727275,33,2.091186169504804,1.2424811911559679e-28
primary,frr_time,trust,6.257575757575758,33,2.091186169504804,1.2424811911559679e-28
primary,frr_time,sprt,8.348484848484848,33,2.091186169504804,1.2424811911559679e-28
primary,false_locks_per_hour,threshold,6.681818181818182,33,2.091186169504804,0.00047065004976298613
primary,false_locks_per_hour,moving_average,4.621212121212121,33,2.091186169504804,0.00047065004976298613
primary,false_locks_per_hour,ewma,4.757575757575758,33,2.091186169504804,0.00047065004976298613
primary,false_locks_per_hour,majority_vote,4.863636363636363,33,2.091186169504804,0.00047065004976298613
primary,false_locks_per_hour,debounce,4.53030303030303,33,2.091186169504804,0.00047065004976298613
primary,false_locks_per_hour,margin,5.575757575757576,33,2.091186169504804,0.00047065004976298613
primary,false_locks_per_hour,hysteresis,4.257575757575758,33,2.091186169504804,0.00047065004976298613
primary,false_locks_per_hour,trust,4.333333333333333,33,2.091186169504804,0.00047065004976298613
primary,false_locks_per_hour,sprt,5.378787878787879,33,2.091186169504804,0.00047065004976298613
primary,transitions_per_hour,threshold,6.696969696969697,33,2.091186169504804,0.0004944644143150107
primary,transitions_per_hour,moving_average,4.621212121212121,33,2.091186169504804,0.0004944644143150107
primary,transitions_per_hour,ewma,4.787878787878788,33,2.091186169504804,0.0004944644143150107
primary,transitions_per_hour,majority_vote,4.863636363636363,33,2.091186169504804,0.0004944644143150107
primary,transitions_per_hour,debounce,4.5606060606060606,33,2.091186169504804,0.0004944644143150107
primary,transitions_per_hour,margin,5.575757575757576,33,2.091186169504804,0.0004944644143150107
primary,transitions_per_hour,hysteresis,4.2272727272727275,33,2.091186169504804,0.0004944644143150107
primary,transitions_per_hour,trust,4.348484848484849,33,2.091186169504804,0.0004944644143150107
primary,transitions_per_hour,sprt,5.318181818181818,33,2.091186169504804,0.0004944644143150107
primary,pingpong_per_hour,threshold,7.287878787878788,33,2.091186169504804,3.0050823689368967e-12
primary,pingpong_per_hour,moving_average,5.2272727272727275,33,2.091186169504804,3.0050823689368967e-12
primary,pingpong_per_hour,ewma,5.454545454545454,33,2.091186169504804,3.0050823689368967e-12
primary,pingpong_per_hour,majority_vote,5.333333333333333,33,2.091186169504804,3.0050823689368967e-12
primary,pingpong_per_hour,debounce,4.606060606060606,33,2.091186169504804,3.0050823689368967e-12
primary,pingpong_per_hour,margin,5.878787878787879,33,2.091186169504804,3.0050823689368967e-12
primary,pingpong_per_hour,hysteresis,3.6515151515151514,33,2.091186169504804,3.0050823689368967e-12
primary,pingpong_per_hour,trust,3.9696969696969697,33,2.091186169504804,3.0050823689368967e-12
primary,pingpong_per_hour,sprt,3.590909090909091,33,2.091186169504804,3.0050823689368967e-12
primary,lockout_mean_frames,threshold,1.3611111111111112,18,2.8314794587167658,6.127246660908284e-22
primary,lockout_mean_frames,moving_average,2.4444444444444446,18,2.8314794587167658,6.127246660908284e-22
primary,lockout_mean_frames,ewma,2.8055555555555554,18,2.8314794587167658,6.127246660908284e-22
primary,lockout_mean_frames,majority_vote,4.583333333333333,18,2.8314794587167658,6.127246660908284e-22
primary,lockout_mean_frames,debounce,5.888888888888889,18,2.8314794587167658,6.127246660908284e-22
primary,lockout_mean_frames,margin,4.777777777777778,18,2.8314794587167658,6.127246660908284e-22
primary,lockout_mean_frames,hysteresis,7.277777777777778,18,2.8314794587167658,6.127246660908284e-22
primary,lockout_mean_frames,trust,7.194444444444445,18,2.8314794587167658,6.127246660908284e-22
primary,lockout_mean_frames,sprt,8.666666666666666,18,2.8314794587167658,6.127246660908284e-22
sensitivity_1,ania,threshold,3.3484848484848486,33,2.091186169504804,1.1667443056305146e-30
sensitivity_1,ania,moving_average,5.409090909090909,33,2.091186169504804,1.1667443056305146e-30
sensitivity_1,ania,ewma,4.954545454545454,33,2.091186169504804,1.1667443056305146e-30
sensitivity_1,ania,majority_vote,6.833333333333333,33,2.091186169504804,1.1667443056305146e-30
sensitivity_1,ania,debounce,6.712121212121212,33,2.091186169504804,1.1667443056305146e-30
sensitivity_1,ania,margin,2.590909090909091,33,2.091186169504804,1.1667443056305146e-30
sensitivity_1,ania,hysteresis,6.106060606060606,33,2.091186169504804,1.1667443056305146e-30
