enrolled_user,target,mechanism,params,sequence_id,impostor_user,FAR,FRR,false_accept_frames,false_reject_frames,n_impostor_frames,n_genuine_frames,n_transitions,transition_rate_per_100,n_flip_events,mean_run_length_frames,median_run_length_frames,frac_frames_authenticated,detection_latency_frames,lockout_frames_during_genuine,lockout_fraction_during_genuine,recovery_latency_frames,excess_transitions,fewer_than_2_transitions,detection_failure,recovery_failure,detection_latency_censored,recovery_latency_censored,detection_censored_flag,recovery_censored_flag,detection_censor_cap,recovery_censor_cap
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,moving_average,"{""theta"": 0.818602869676883, ""w"": 3}",098A72A5_tsts4,ECECC2AB-D32F-4F90-B74C-E12A1C69BBE2,0.0,0.016666666666666666,0,2,60,120,2,1.1173184357541899,0,60.0,60.0,0.6555555555555556,0.0,2,0.016666666666666666,2.0,0,0,0,0,0.0,2.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,moving_average,"{""theta"": 0.818602869676883, ""w"": 3}",098A72A5_tsts5,FDAA70A1-42A3-4E3F-9AE3-3FDA412E03BF,0.5666666666666667,0.0,34,0,60,120,2,1.1173184357541899,0,60.0,61.0,0.8555555555555555,1.0,0,0.0,0.0,0,0,0,0,1.0,0.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,ewma,"{""theta"": 0.8112303387050083, ""alpha"": 0.5}",098A72A5_tsts0,665514DE-49DC-421F-8DCB-145D0B2609AD,0.0,0.016666666666666666,0,2,60,120,2,1.1173184357541899,0,60.0,60.0,0.6555555555555556,0.0,2,0.016666666666666666,2.0,0,0,0,0,0.0,2.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,ewma,"{""theta"": 0.8112303387050083, ""alpha"": 0.5}",098A72A5_tsts1,B9724848-C7E2-45F4-9B3F-A1F38D864495,0.0,0.016666666666666666,0,2,60,120,2,1.1173184357541899,0,60.0,60.0,0.6555555555555556,0.0,2,0.016666666666666666,2.0,0,0,0,0,0.0,2.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,ewma,"{""theta"": 0.8112303387050083, ""alpha"": 0.5}",098A72A5_tsts2,0BFC35E2-4817-4865-BFA7-764742302A2D,0.0,0.125,0,15,60,120,10,5.58659217877095,6,16.363636363636363,5.0,0.5833333333333334,0.0,15,0.125,1.0,8,0,0,0,0.0,1.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,ewma,"{""theta"": 0.8112303387050083, ""alpha"": 0.5}",098A72A5_tsts3,11B5EC4D-4133-4289-B475-4E737182A406,1.0,0.475,60,57,60,120,5,2.793296089385475,4,30.0,6.5,0.6833333333333333,,57,0.475,,3,0,1,1,60.0,60.0,1,1,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,ewma,"{""theta"": 0.8112303387050083, ""alpha"": 0.5}",098A72A5_tsts4,ECECC2AB-D32F-4F90-B74C-E12A1C69BBE2,0.0,0.016666666666666666,0,2,60,120,2,1.1173184357541899,0,60.0,60.0,0.6555555555555556,0.0,2,0.016666666666666666,2.0,0,0,0,0,0.0,2.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,ewma,"{""theta"": 0.8112303387050083, ""alpha"": 0.5}",098A72A5_tsts5,FDAA70A1-42A3-4E3F-9AE3-3FDA412E03BF,0.5833333333333334,0.0,35,0,60,120,2,1.1173184357541899,0,60.0,61.0,0.8611111111111112,1.0,0,0.0,0.0,0,0,0,0,1.0,0.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,majority_vote,"{""theta"": 0.7983650294316318, ""w"": 5, ""k"": 4}",098A72A5_tsts0,665514DE-49DC-421F-8DCB-145D0B2609AD,0.016666666666666666,0.025,1,3,60,120,2,1.1173184357541899,0,60.0,61.0,0.6555555555555556,1.0,3,0.025,3.0,0,0,0,0,1.0,3.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,majority_vote,"{""theta"": 0.7983650294316318, ""w"": 5, ""k"": 4}",098A72A5_tsts1,B9724848-C7E2-45F4-9B3F-A1F38D864495,0.016666666666666666,0.025,1,3,60,120,2,1.1173184357541899,0,60.0,61.0,0.6555555555555556,1.0,3,0.025,3.0,0,0,0,0,1.0,3.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,majority_vote,"{""theta"": 0.7983650294316318, ""w"": 5, ""k"": 4}",098A72A5_tsts2,0BFC35E2-4817-4865-BFA7-764742302A2D,0.016666666666666666,0.18333333333333332,1,22,60,120,6,3.35195530726257,0,25.714285714285715,10.0,0.55,1.0,22,0.18333333333333332,3.0,4,0,0,0,1.0,3.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,majority_vote,"{""theta"": 0.7983650294316318, ""w"": 5, ""k"": 4}",098A72A5_tsts3,11B5EC4D-4133-4289-B475-4E737182A406,1.0,0.49166666666666664,60,59,60,120,1,0.5586592178770949,0,90.0,90.0,0.6722222222222223,,59,0.49166666666666664,,0,1,1,1,60.0,60.0,1,1,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,majority_vote,"{""theta"": 0.7983650294316318, ""w"": 5, ""k"": 4}",098A72A5_tsts4,ECECC2AB-D32F-4F90-B74C-E12A1C69BBE2,0.016666666666666666,0.025,1,3,60,120,2,1.1173184357541899,0,60.0,61.0,0.6555555555555556,1.0,3,0.025,3.0,0,0,0,0,1.0,3.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,majority_vote,"{""theta"": 0.7983650294316318, ""w"": 5, ""k"": 4}",098A72A5_tsts5,FDAA70A1-42A3-4E3F-9AE3-3FDA412E03BF,0.5333333333333333,0.0,32,0,60,120,2,1.1173184357541899,0,60.0,61.0,0.8444444444444444,1.0,0,0.0,0.0,0,0,0,0,1.0,0.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,debounce,"{""theta"": 0.8422653077888049, ""n"": 3}",098A72A5_tsts0,665514DE-49DC-421F-8DCB-145D0B2609AD,0.03333333333333333,0.016666666666666666,2,2,60,120,2,1.1173184357541899,0,60.0,60.0,0.6666666666666666,2.0,2,0.016666666666666666,2.0,0,0,0,0,2.0,2.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,debounce,"{""theta"": 0.8422653077888049, ""n"": 3}",098A72A5_tsts1,B9724848-C7E2-45F4-9B3F-A1F38D864495,0.03333333333333333,0.016666666666666666,2,2,60,120,2,1.1173184357541899,0,60.0,60.0,0.6666666666666666,2.0,2,0.016666666666666666,2.0,0,0,0,0,2.0,2.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,debounce,"{""theta"": 0.8422653077888049, ""n"": 3}",098A72A5_tsts2,0BFC35E2-4817-4865-BFA7-764742302A2D,0.03333333333333333,0.16666666666666666,2,20,60,120,6,3.35195530726257,0,25.714285714285715,11.0,0.5666666666666667,2.0,20,0.16666666666666666,2.0,4,0,0,0,2.0,2.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,debounce,"{""theta"": 0.8422653077888049, ""n"": 3}",098A72A5_tsts3,11B5EC4D-4133-4289-B475-4E737182A406,1.0,0.48333333333333334,60,58,60,120,1,0.5586592178770949,0,90.0,90.0,0.6777777777777778,,58,0.48333333333333334,,0,1,1,1,60.0,60.0,1,1,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,debounce,"{""theta"": 0.8422653077888049, ""n"": 3}",098A72A5_tsts4,ECECC2AB-D32F-4F90-B74C-E12A1C69BBE2,0.03333333333333333,0.016666666666666666,2,2,60,120,2,1.1173184357541899,0,60.0,60.0,0.6666666666666666,2.0,2,0.016666666666666666,2.0,0,0,0,0,2.0,2.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,debounce,"{""theta"": 0.8422653077888049, ""n"": 3}",098A72A5_tsts5,FDAA70A1-42A3-4E3F-9AE3-3FDA412E03BF,0.5666666666666667,0.0,34,0,60,120,2,1.1173184357541899,0,60.0,62.0,0.8555555555555555,2.0,0,0.0,0.0,0,0,0,0,2.0,0.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.7983650294316318, ""margin"": 0.2}",098A72A5_tsts0,665514DE-49DC-421F-8DCB-145D0B2609AD,0.0,0.0,0,0,60,120,2,1.1173184357541899,0,60.0,60.0,0.6666666666666666,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.7983650294316318, ""margin"": 0.2}",098A72A5_tsts1,B9724848-C7E2-45F4-9B3F-A1F38D864495,0.0,0.0,0,0,60,120,2,1.1173184357541899,0,60.0,60.0,0.6666666666666666,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.7983650294316318, ""margin"": 0.2}",098A72A5_tsts2,0BFC35E2-4817-4865-BFA7-764742302A2D,0.0,0.03333333333333333,0,4,60,120,4,2.2346368715083798,0,36.0,41.0,0.6444444444444445,0.0,4,0.03333333333333333,0.0,2,0,0,0,0.0,0.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.7983650294316318, ""margin"": 0.2}",098A72A5_tsts3,11B5EC4D-4133-4289-B475-4E737182A406,1.0,0.43333333333333335,60,52,60,120,1,0.5586592178770949,0,90.0,90.0,0.7111111111111111,,52,0.43333333333333335,0.0,0,1,1,0,60.0,0.0,1,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.7983650294316318, ""margin"": 0.2}",098A72A5_tsts4,ECECC2AB-D32F-4F90-B74C-E12A1C69BBE2,0.016666666666666666,0.0,1,0,60,120,4,2.2346368715083798,2,36.0,53.0,0.6722222222222223,0.0,0,0.0,0.0,2,0,0,0,0.0,0.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.7983650294316318, ""margin"": 0.2}",098A72A5_tsts5,FDAA70A1-42A3-4E3F-9AE3-3FDA412E03BF,0.65,0.0,39,0,60,120,2,1.1173184357541899,0,60.0,65.0,0.8833333333333333,5.0,0,0.0,0.0,0,0,0,0,5.0,0.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.8168798758898151, ""margin"": 0.1, ""ttt_frames"": 2}",098A72A5_tsts0,665514DE-49DC-421F-8DCB-145D0B2609AD,0.016666666666666666,0.008333333333333333,1,1,60,120,2,1.1173184357541899,0,60.0,60.0,0.6666666666666666,1.0,1,0.008333333333333333,1.0,0,0,0,0,1.0,1.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.8168798758898151, ""margin"": 0.1, ""ttt_frames"": 2}",098A72A5_tsts1,B9724848-C7E2-45F4-9B3F-A1F38D864495,0.016666666666666666,0.008333333333333333,1,1,60,120,2,1.1173184357541899,0,60.0,60.0,0.6666666666666666,1.0,1,0.008333333333333333,1.0,0,0,0,0,1.0,1.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.8168798758898151, ""margin"": 0.1, ""ttt_frames"": 2}",098A72A5_tsts2,0BFC35E2-4817-4865-BFA7-764742302A2D,0.016666666666666666,0.1,1,12,60,120,6,3.35195530726257,0,25.714285714285715,13.0,0.6055555555555555,1.0,12,0.1,1.0,4,0,0,0,1.0,1.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.8168798758898151, ""margin"": 0.1, ""ttt_frames"": 2}",098A72A5_tsts3,11B5EC4D-4133-4289-B475-4E737182A406,1.0,0.49166666666666664,60,59,60,120,1,0.5586592178770949,0,90.0,90.0,0.6722222222222223,,59,0.49166666666666664,,0,1,1,1,60.0,60.0,1,1,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.8168798758898151, ""margin"": 0.1, ""ttt_frames"": 2}",098A72A5_tsts4,ECECC2AB-D32F-4F90-B74C-E12A1C69BBE2,0.016666666666666666,0.008333333333333333,1,1,60,120,2,1.1173184357541899,0,60.0,60.0,0.6666666666666666,1.0,1,0.008333333333333333,1.0,0,0,0,0,1.0,1.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.8168798758898151, ""margin"": 0.1, ""ttt_frames"": 2}",098A72A5_tsts5,FDAA70A1-42A3-4E3F-9AE3-3FDA412E03BF,0.5666666666666667,0.0,34,0,60,120,2,1.1173184357541899,0,60.0,61.0,0.8555555555555555,1.0,0,0.0,0.0,0,0,0,0,1.0,0.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,trust_model,"{""theta"": 0.813953488372093, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.4, ""tau_hi"": 0.6}",098A72A5_tsts0,665514DE-49DC-421F-8DCB-145D0B2609AD,0.0,0.041666666666666664,0,5,60,120,2,1.1173184357541899,0,60.0,60.0,0.6388888888888888,0.0,5,0.041666666666666664,5.0,0,0,0,0,0.0,5.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,trust_model,"{""theta"": 0.813953488372093, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.4, ""tau_hi"": 0.6}",098A72A5_tsts1,B9724848-C7E2-45F4-9B3F-A1F38D864495,0.0,0.041666666666666664,0,5,60,120,2,1.1173184357541899,0,60.0,60.0,0.6388888888888888,0.0,5,0.041666666666666664,5.0,0,0,0,0,0.0,5.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,trust_model,"{""theta"": 0.813953488372093, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.4, ""tau_hi"": 0.6}",098A72A5_tsts2,0BFC35E2-4817-4865-BFA7-764742302A2D,0.03333333333333333,0.09166666666666666,2,11,60,120,4,2.2346368715083798,0,36.0,28.0,0.6166666666666667,2.0,11,0.09166666666666666,5.0,2,0,0,0,2.0,5.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,trust_model,"{""theta"": 0.813953488372093, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.4, ""tau_hi"": 0.6}",098A72A5_tsts3,11B5EC4D-4133-4289-B475-4E737182A406,1.0,0.3333333333333333,60,40,60,120,1,0.5586592178770949,0,90.0,90.0,0.7777777777777778,,40,0.3333333333333333,0.0,0,1,1,0,60.0,0.0,1,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,trust_model,"{""theta"": 0.813953488372093, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.4, ""tau_hi"": 0.6}",098A72A5_tsts4,ECECC2AB-D32F-4F90-B74C-E12A1C69BBE2,0.016666666666666666,0.041666666666666664,1,5,60,120,2,1.1173184357541899,0,60.0,61.0,0.6444444444444445,1.0,5,0.041666666666666664,5.0,0,0,0,0,1.0,5.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,trust_model,"{""theta"": 0.813953488372093, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.4, ""tau_hi"": 0.6}",098A72A5_tsts5,FDAA70A1-42A3-4E3F-9AE3-3FDA412E03BF,0.5833333333333334,0.0,35,0,60,120,2,1.1173184357541899,0,60.0,65.0,0.8611111111111112,5.0,0,0.0,0.0,0,0,0,0,5.0,0.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,trust_model_single,"{""theta"": 0.813953488372093, ""gain"": 0.1, ""decay"": 0.2, ""tau_lo"": 0.5, ""tau_hi"": 0.5}",098A72A5_tsts0,665514DE-49DC-421F-8DCB-145D0B2609AD,0.0,0.075,0,9,60,120,2,1.1173184357541899,0,60.0,60.0,0.6166666666666667,0.0,9,0.075,9.0,0,0,0,0,0.0,9.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,trust_model_single,"{""theta"": 0.813953488372093, ""gain"": 0.1, ""decay"": 0.2, ""tau_lo"": 0.5, ""tau_hi"": 0.5}",098A72A5_tsts1,B9724848-C7E2-45F4-9B3F-A1F38D864495,0.0,0.058333333333333334,0,7,60,120,2,1.1173184357541899,0,60.0,60.0,0.6277777777777778,0.0,7,0.058333333333333334,7.0,0,0,0,0,0.0,7.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,trust_model_single,"{""theta"": 0.813953488372093, ""gain"": 0.1, ""decay"": 0.2, ""tau_lo"": 0.5, ""tau_hi"": 0.5}",098A72A5_tsts2,0BFC35E2-4817-4865-BFA7-764742302A2D,0.016666666666666666,0.08333333333333333,1,10,60,120,4,2.2346368715083798,0,36.0,29.0,0.6166666666666667,1.0,10,0.08333333333333333,5.0,2,0,0,0,1.0,5.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,trust_model_single,"{""theta"": 0.813953488372093, ""gain"": 0.1, ""decay"": 0.2, ""tau_lo"": 0.5, ""tau_hi"": 0.5}",098A72A5_tsts3,11B5EC4D-4133-4289-B475-4E737182A406,1.0,0.43333333333333335,60,52,60,120,1,0.5586592178770949,0,90.0,90.0,0.7111111111111111,,52,0.43333333333333335,0.0,0,1,1,0,60.0,0.0,1,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,trust_model_single,"{""theta"": 0.813953488372093, ""gain"": 0.1, ""decay"": 0.2, ""tau_lo"": 0.5, ""tau_hi"": 0.5}",098A72A5_tsts4,ECECC2AB-D32F-4F90-B74C-E12A1C69BBE2,0.016666666666666666,0.058333333333333334,1,7,60,120,2,1.1173184357541899,0,60.0,61.0,0.6333333333333333,1.0,7,0.058333333333333334,7.0,0,0,0,0,1.0,7.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,trust_model_single,"{""theta"": 0.813953488372093, ""gain"": 0.1, ""decay"": 0.2, ""tau_lo"": 0.5, ""tau_hi"": 0.5}",098A72A5_tsts5,FDAA70A1-42A3-4E3F-9AE3-3FDA412E03BF,0.6,0.0,36,0,60,120,2,1.1173184357541899,0,60.0,64.0,0.8666666666666667,4.0,0,0.0,0.0,0,0,0,0,4.0,0.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,sprt,"{""A"": 3.999999999999999, ""B"": 2.8284271247461903, ""delta"": -0.19999999999999996}",098A72A5_tsts0,665514DE-49DC-421F-8DCB-145D0B2609AD,0.0,0.008333333333333333,0,1,60,120,2,1.1173184357541899,0,60.0,60.0,0.6611111111111111,0.0,1,0.008333333333333333,1.0,0,0,0,0,0.0,1.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,sprt,"{""A"": 3.999999999999999, ""B"": 2.8284271247461903, ""delta"": -0.19999999999999996}",098A72A5_tsts1,B9724848-C7E2-45F4-9B3F-A1F38D864495,0.0,0.008333333333333333,0,1,60,120,2,1.1173184357541899,0,60.0,60.0,0.6611111111111111,0.0,1,0.008333333333333333,1.0,0,0,0,0,0.0,1.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,sprt,"{""A"": 3.999999999999999, ""B"": 2.8284271247461903, ""delta"": -0.19999999999999996}",098A72A5_tsts2,0BFC35E2-4817-4865-BFA7-764742302A2D,0.0,0.05,0,6,60,120,4,2.2346368715083798,0,36.0,28.0,0.6333333333333333,0.0,6,0.05,1.0,2,0,0,0,0.0,1.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,sprt,"{""A"": 3.999999999999999, ""B"": 2.8284271247461903, ""delta"": -0.19999999999999996}",098A72A5_tsts3,11B5EC4D-4133-4289-B475-4E737182A406,1.0,0.3333333333333333,60,40,60,120,1,0.5586592178770949,0,90.0,90.0,0.7777777777777778,,40,0.3333333333333333,0.0,0,1,1,0,60.0,0.0,1,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,sprt,"{""A"": 3.999999999999999, ""B"": 2.8284271247461903, ""delta"": -0.19999999999999996}",098A72A5_tsts4,ECECC2AB-D32F-4F90-B74C-E12A1C69BBE2,0.0,0.008333333333333333,0,1,60,120,2,1.1173184357541899,0,60.0,60.0,0.6611111111111111,0.0,1,0.008333333333333333,1.0,0,0,0,0,0.0,1.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,sprt,"{""A"": 3.999999999999999, ""B"": 2.8284271247461903, ""delta"": -0.19999999999999996}",098A72A5_tsts5,FDAA70A1-42A3-4E3F-9AE3-3FDA412E03BF,0.5666666666666667,0.0,34,0,60,120,2,1.1173184357541899,0,60.0,61.0,0.8555555555555555,1.0,0,0.0,0.0,0,0,0,0,1.0,0.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.03,instantaneous,"{""theta"": 0.8760620748867395}",098A72A5_tsts0,665514DE-49DC-421F-8DCB-145D0B2609AD,0.0,0.0,0,0,60,120,2,1.1173184357541899,0,60.0,60.0,0.6666666666666666,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.03,instantaneous,"{""theta"": 0.8760620748867395}",098A72A5_tsts1,B9724848-C7E2-45F4-9B3F-A1F38D864495,0.0,0.05,0,6,60,120,12,6.70391061452514,10,13.846153846153847,3.0,0.6333333333333333,0.0,6,0.05,0.0,10,0,0,0,0.0,0.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.03,instantaneous,"{""theta"": 0.8760620748867395}",098A72A5_tsts2,0BFC35E2-4817-4865-BFA7-764742302A2D,0.0,0.19166666666666668,0,23,60,120,11,6.145251396648045,6,15.0,4.0,0.5388888888888889,0.0,23,0.19166666666666668,0.0,9,0,0,0,0.0,0.0,0,0,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.03,instantaneous,"{""theta"": 0.8760620748867395}",098A72A5_tsts3,11B5EC4D-4133-4289-B475-4E737182A406,0.9833333333333333,0.525,59,63,60,120,13,7.262569832402234,12,12.857142857142858,2.0,0.6444444444444445,,63,0.525,,11,0,1,1,60.0,60.0,1,1,60,60
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.03,instantaneous,"{""theta"": 0.8760620748867395}",098A72A5_tsts4,ECECC2AB-D32F-4F90-B74C-E12A1C69BBE2,0.016666666666666666,0.008333333333333333,1,1,60,120,6,3.35195530726257,4,25.714285714285715,28.0,0.6666666666666666,0.0,1,0.008333333333333333,0.0,4,0,0,0,0.0,0.0,0,0,60,60
