enrolled_user,target,cell,margin,dwell,cell_class,FAR,FRR,n_transitions,excess_transitions,fewer_than_2_transitions,transition_rate_per_100,n_flip_events,detection_failure,recovery_failure,detection_latency_frames,recovery_latency_frames,detection_latency_censored,recovery_latency_censored,lockout_fraction_during_genuine
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,m0.05_k2,0.05,2,hysteresis,0.2722222222222222,0.10694444444444444,2.5,0.6666666666666666,0.16666666666666666,1.3966480446927374,0.0,0.16666666666666666,0.16666666666666666,1.0,0.8,10.833333333333334,10.666666666666666,0.10694444444444444
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,m0.05_k3,0.05,3,hysteresis,0.2833333333333334,0.125,2.1666666666666665,0.3333333333333333,0.16666666666666666,1.2104283054003724,0.0,0.16666666666666666,0.16666666666666666,2.0,1.6,11.666666666666666,11.333333333333334,0.125
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,m0.05_k5,0.05,5,hysteresis,0.2583333333333333,0.1638888888888889,2.1666666666666665,0.3333333333333333,0.16666666666666666,1.2104283054003724,0.0,0.16666666666666666,0.0,4.0,5.666666666666667,13.333333333333334,5.666666666666667,0.1638888888888889
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,m0.1_k1,0.1,1,margin_only,0.2611111111111111,0.10555555555555556,5.166666666666667,3.1666666666666665,0.0,2.8864059590316575,3.0,0.16666666666666666,0.16666666666666666,0.0,0.0,10.0,10.0,0.10555555555555556
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,m0.1_k2,0.1,2,hysteresis,0.2722222222222222,0.10277777777777779,2.5,0.6666666666666666,0.16666666666666666,1.3966480446927374,0.0,0.16666666666666666,0.16666666666666666,1.0,0.8,10.833333333333334,10.666666666666666,0.10277777777777779
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,m0.1_k3,0.1,3,hysteresis,0.2833333333333334,0.12222222222222223,2.1666666666666665,0.3333333333333333,0.16666666666666666,1.2104283054003724,0.0,0.16666666666666666,0.16666666666666666,2.0,1.6,11.666666666666666,11.333333333333334,0.12222222222222223
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,m0.1_k5,0.1,5,hysteresis,0.2111111111111111,0.5625,1.0,0.0,1.0,0.5586592178770949,0.0,0.16666666666666666,0.8333333333333334,3.2,0.0,12.666666666666666,50.0,0.5625
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,m0.2_k1,0.2,1,margin_only,0.2777777777777778,0.07777777777777778,2.5,0.6666666666666666,0.16666666666666666,1.3966480446927374,0.3333333333333333,0.16666666666666666,0.0,1.0,0.0,10.833333333333334,0.0,0.07777777777777778
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,m0.2_k2,0.2,2,hysteresis,0.1777777777777778,0.5152777777777778,1.0,0.0,1.0,0.5586592178770949,0.0,0.16666666666666666,0.8333333333333334,0.8,0.0,10.666666666666666,50.0,0.5152777777777778
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,m0.2_k3,0.2,3,hysteresis,0.18888888888888888,0.5125000000000001,1.0,0.0,1.0,0.5586592178770949,0.0,0.16666666666666666,0.8333333333333334,1.6,0.0,11.333333333333334,50.0,0.5125000000000001
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,m0_k1,0.0,1,instantaneous,0.26666666666666666,0.10833333333333332,6.833333333333333,4.833333333333333,0.0,3.8175046554934826,5.0,0.16666666666666666,0.16666666666666666,0.0,0.0,10.0,10.0,0.10833333333333332
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,m0_k10,0.0,10,dwell_only,0.0,0.9250000000000002,1.0,0.0,1.0,0.5586592178770949,0.0,0.0,1.0,0.0,,0.0,60.0,0.9250000000000002
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,m0_k2,0.0,2,dwell_only,0.2722222222222222,0.11666666666666665,2.5,0.6666666666666666,0.16666666666666666,1.3966480446927374,0.3333333333333333,0.16666666666666666,0.16666666666666666,1.0,0.8,10.833333333333334,10.666666666666666,0.11666666666666665
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,m0_k3,0.0,3,dwell_only,0.2833333333333334,0.11666666666666665,2.5,0.6666666666666666,0.16666666666666666,1.3966480446927374,0.0,0.16666666666666666,0.16666666666666666,2.0,1.6,11.666666666666666,11.333333333333334,0.11666666666666665
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,m0_k5,0.0,5,dwell_only,0.3055555555555555,0.1361111111111111,2.1666666666666665,0.3333333333333333,0.16666666666666666,1.2104283054003724,0.0,0.16666666666666666,0.0,4.0,2.6666666666666665,13.333333333333334,2.6666666666666665,0.1361111111111111
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.07,m0.05_k1,0.05,1,margin_only,0.26666666666666666,0.09722222222222222,7.166666666666667,5.166666666666667,0.0,4.003724394785848,5.5,0.16666666666666666,0.16666666666666666,0.0,0.0,10.0,10.0,0.09722222222222222
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.07,m0.05_k10,0.05,10,hysteresis,0.0,0.9152777777777779,1.0,0.0,1.0,0.5586592178770949,0.0,0.0,1.0,0.0,,0.0,60.0,0.9152777777777779
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.07,m0.05_k2,0.05,2,hysteresis,0.2722222222222222,0.10555555555555556,2.5,0.6666666666666666,0.16666666666666666,1.3966480446927374,0.0,0.16666666666666666,0.16666666666666666,1.0,0.8,10.833333333333334,10.666666666666666,0.10555555555555556
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.07,m0.05_k3,0.05,3,hysteresis,0.2833333333333334,0.1111111111111111,2.5,0.6666666666666666,0.16666666666666666,1.3966480446927374,0.0,0.16666666666666666,0.16666666666666666,2.0,1.6,11.666666666666666,11.333333333333334,0.1111111111111111
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.07,m0.05_k5,0.05,5,hysteresis,0.3055555555555555,0.13333333333333333,2.1666666666666665,0.3333333333333333,0.16666666666666666,1.2104283054003724,0.0,0.16666666666666666,0.0,4.0,2.6666666666666665,13.333333333333334,2.6666666666666665,0.13333333333333333
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.07,m0.1_k1,0.1,1,margin_only,0.27499999999999997,0.07777777777777778,4.166666666666667,2.1666666666666665,0.0,2.3277467411545625,1.8333333333333333,0.16666666666666666,0.0,0.0,1.6666666666666667,10.0,1.6666666666666667,0.07777777777777778
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.07,m0.1_k2,0.1,2,hysteresis,0.2722222222222222,0.07083333333333335,2.1666666666666665,0.3333333333333333,0.16666666666666666,1.2104283054003724,0.0,0.16666666666666666,0.0,1.0,0.6666666666666666,10.833333333333334,0.6666666666666666,0.07083333333333335
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.07,m0.1_k5,0.1,5,hysteresis,0.29444444444444445,0.10555555555555556,2.1666666666666665,0.3333333333333333,0.16666666666666666,1.2104283054003724,0.0,0.16666666666666666,0.0,4.0,2.6666666666666665,13.333333333333334,2.6666666666666665,0.10555555555555556
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.07,m0.2_k1,0.2,1,margin_only,0.2777777777777778,0.06111111111111111,2.5,0.6666666666666666,0.16666666666666666,1.3966480446927374,0.3333333333333333,0.16666666666666666,0.0,1.0,0.0,10.833333333333334,0.0,0.06111111111111111
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.07,m0.2_k2,0.2,2,hysteresis,0.28611111111111115,0.05972222222222223,1.8333333333333333,0.0,0.16666666666666666,1.0242085661080074,0.0,0.16666666666666666,0.0,2.0,0.6666666666666666,11.666666666666666,0.6666666666666666,0.05972222222222223
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.07,m0_k1,0.0,1,instantaneous,0.26666666666666666,0.09999999999999999,7.833333333333333,5.833333333333333,0.0,4.376163873370578,6.166666666666667,0.16666666666666666,0.16666666666666666,0.0,0.0,10.0,10.0,0.09999999999999999
