partition,params_str,mechanism,target_name,genuine_uuid,frames,locks,unlocks,transitions,locked_frames,pp_events,pp_locks,genuine_hours,false_locks_per_hour,frr_time,transitions_per_hour,pingpong_per_hour,pingpong_locks_per_hour,lockout_mean_frames,X_n_sequences,X_ania_median,X_ania_mean,X_first_lock_median,X_miss_rate,X_far_frame,X_fa_frames,X_impostor_frames,X_recovery_median,X_recovery_censored_rate,X_locked_at_switch_rate,X_locked_at_return_rate,M_n_sequences,M_ania_median,M_ania_mean,M_first_lock_median,M_miss_rate,M_far_frame,M_fa_frames,M_impostor_frames,M_recovery_median,M_recovery_censored_rate,M_locked_at_switch_rate,M_locked_at_return_rate
test,"k=3, theta=0.1091",majority_vote,primary,61976C24-1C50-4355-9C49-AAE44A7D09F6,1717,0,0,0,0,0,0,28.616666666666667,0.0,0.0,0.0,0.0,0.0,,16,1.5,8.25,1.5,0.25,0.42291666666666666,160,412,0.0,0.0,0.0,0.5,16,1.0,1.75,1.0,0.125,0.29375,69,412,1.0,0.0,0.0,0.6875
test,"k=3, theta=0.1091",majority_vote,primary,78A91A4E-4A51-4065-BDA7-94755F0BB3BB,2371,10,10,20,28,12,9,39.516666666666666,0.25305778152678193,0.01180936313791649,0.5061155630535639,0.30366933783213834,0.22775200337410376,2.8,16,3.5,6.5625,2.5,0.1875,0.5166666666666666,202,412,0.5,0.0,0.0,0.5625,16,1.5,5.8125,1.5,0.1875,0.4635416666666667,183,412,0.0,0.0,0.0,0.5
test,"k=3, theta=0.1091",majority_vote,primary,7CE37510-56D0-4120-A1CF-0E23351428D2,1924,4,4,8,7,4,4,32.06666666666667,0.12474012474012473,0.0036382536382536385,0.24948024948024947,0.12474012474012473,0.12474012474012473,1.75,16,1.0,1.75,1.0,0.0625,0.21354166666666666,45,412,1.0,0.0,0.0,0.8125,16,1.0,1.75,1.0,0.125,0.3677083333333333,133,412,1.0,0.0,0.0,0.6875
test,"k=3, theta=0.1091",majority_vote,primary,8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,1809,3,3,6,9,2,2,30.15,0.09950248756218906,0.004975124378109453,0.19900497512437812,0.06633499170812604,0.06633499170812604,3.0,16,1.0,1.9375,1.0,0.125,0.29791666666666666,80,412,1.0,0.0,0.0,0.75,16,1.0,4.5625,1.0,0.0,0.334375,151,412,1.0,0.0,0.0,0.875
test,"k=3, theta=0.1091",majority_vote,primary,83CF687B-7CEC-434B-9FE8-00C3D5799BE6,1879,18,18,36,72,20,15,31.316666666666666,0.5747738158594997,0.03831825439063331,1.1495476317189994,0.6386375731772219,0.47897817988291647,4.0,16,1.0,2.0625,1.0,0.0625,0.21875,53,412,1.0,0.0,0.125,0.9375,16,1.0,1.25,1.0,0.0,0.16041666666666665,27,412,1.0,0.0,0.0,1.0
test,"k=3, theta=0.1091",majority_vote,primary,9759096F-1119-4E19-A0AD-6F16989C7E1C,1954,14,14,28,74,13,9,32.56666666666667,0.4298874104401228,0.037871033776867964,0.8597748208802456,0.39918116683725685,0.27635619242579323,5.285714285714286,16,1.0,3.375,1.0,0.1875,0.41770833333333335,131,412,1.0,0.0,0.125,0.75,16,3.0,8.375,1.0,0.4375,0.571875,178,412,0.5,0.0,0.0625,0.5
test,"k=3, theta=0.1091",majority_vote,primary,9DC38D04-E82E-4F29-AB52-B476535226F2,1909,0,0,0,0,0,0,31.816666666666666,0.0,0.0,0.0,0.0,0.0,,16,2.0,8.6875,2.0,0.0625,0.4197916666666667,212,412,1.0,0.0,0.0,0.8125,16,2.0,7.8125,2.0,0.1875,0.4,140,412,1.0,0.0,0.0,0.75
test,"k=3, theta=0.1091",majority_vote,primary,A5CDF89D-02A2-4EC1-89F8-F534FDABDD96,1179,1,1,2,1,1,1,19.65,0.050890585241730284,0.0008481764206955047,0.10178117048346057,0.050890585241730284,0.050890585241730284,1.0,16,1.0,1.9375,1.0,0.1875,0.3677083333333333,85,412,1.0,0.0,0.0,0.75,16,3.0,5.1875,3.0,0.1875,0.45,121,412,0.5,0.0,0.0,0.625
test,"k=3, theta=0.1091",majority_vote,primary,A76A5AF5-5A93-4CF2-A16E-62353BB70E8A,1475,0,0,0,0,0,0,24.583333333333332,0.0,0.0,0.0,0.0,0.0,,16,6.5,20.1875,3.0,0.625,0.69375,319,412,0.0,0.0,0.0,0.25,16,3.0,10.0625,2.0,0.3125,0.5395833333333333,184,412,0.5,0.0,0.0,0.625
test,"k=3, theta=0.1091",majority_vote,primary,B09E373F-8A54-44C8-895B-0039390B859F,1597,1,1,2,1,1,1,26.616666666666667,0.03757044458359424,0.0006261740763932373,0.07514088916718847,0.03757044458359424,0.03757044458359424,1.0,16,4.5,15.8125,4.0,0.375,0.621875,284,412,0.0,0.0,0.0,0.5,16,3.5,12.1875,3.5,0.3125,0.5614583333333333,221,412,0.0,0.0,0.0,0.375
test,"k=3, theta=0.1091",majority_vote,primary,B9724848-C7E2-45F4-9B3F-A1F38D864495,1497,20,20,40,77,22,14,24.95,0.8016032064128257,0.05143620574482298,1.6032064128256514,0.8817635270541082,0.561122244488978,3.85,16,1.0,2.625,1.0,0.0,0.24791666666666667,72,412,1.0,0.0,0.0625,0.875,16,1.0,3.0,1.0,0.0625,0.2604166666666667,94,412,1.0,0.0,0.0,0.875
test,"k=3, theta=0.1091",majority_vote,primary,BE3CA5A6-A561-4BBD-B7C9-5DF6805400FC,1633,10,10,20,28,16,10,27.216666666666665,0.36742192284139624,0.017146356399265157,0.7348438456827925,0.5878750765462339,0.36742192284139624,2.8,16,7.5,14.25,4.5,0.5625,0.8354166666666667,326,412,0.0,0.0,0.0,0.125,16,7.5,18.5,7.5,0.625,0.8145833333333333,344,412,0.0,0.0,0.125,0.25
test,"k=3, theta=0.1091",majority_vote,primary,C48CE857-A0DD-4DDB-BEA5-3A25449B2153,937,0,0,0,0,0,0,15.616666666666667,0.0,0.0,0.0,0.0,0.0,,16,2.0,9.625,2.0,0.3125,0.5229166666666667,167,412,0.5,0.0,0.0,0.5625,16,1.0,8.625,1.0,0.125,0.375,189,412,1.0,0.0,0.0,0.75
test,"k=3, theta=0.1091",majority_vote,primary,CA820D43-E5E2-42EF-9798-BE56F776370B,1543,8,8,16,20,8,8,25.716666666666665,0.3110823071937784,0.012961762799740765,0.6221646143875568,0.3110823071937784,0.3110823071937784,2.5,16,1.0,4.1875,1.0,0.0625,0.4125,213,412,0.5,0.0,0.0,0.75,16,1.0,2.6875,1.0,0.0625,0.34375,130,412,0.5,0.0,0.0625,0.6875
