genuine_uuid,impostor_train,impostor_cal,impostor_test,val_hours,test_hours,val_sequences,test_sequences
11B5EC4D,16,8,8,28.983333333333334,29.0,32,32
1538C99F,16,8,8,21.35,21.35,32,32
83CF687B,16,8,8,31.316666666666666,31.316666666666666,32,32
B09E373F,16,8,8,26.633333333333333,26.616666666666667,32,32
C48CE857,16,8,8,16.283333333333335,15.616666666666667,32,32
D7D20E2E,16,8,8,20.216666666666665,20.2,32,32
E65577C1,16,8,8,10.983333333333333,10.95,32,32
FDAA70A1,16,8,8,16.1,16.1,32,32
