enrolled_user,cell_H,cell_H_calib_FRR,cell_D,cell_D_calib_FRR,cell_M,cell_M_calib_FRR
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,m0.1_k2,0.03680555555555556,m0_k3,0.11805555555555555,m0.2_k1,0.027083333333333334
0A986513-7828-4D53-AA1F-E02D6DF9561B,m0.05_k2,0.007638888888888889,m0_k2,0.007638888888888889,m0.05_k1,0.0
136562B6-95B2-483D-88DC-065F28409FD2,m0.05_k5,0.12152777777777778,m0_k2,0.04027777777777778,m0.05_k1,0.034375
1538C99F-BA1E-4EFB-A949-6C7C47701B20,m0.05_k5,0.19340277777777778,m0_k5,0.03333333333333333,,
24E40C4C-A349-4F9F-93AB-01D00FB994AF,m0.05_k2,0.00798611111111111,m0_k2,0.00798611111111111,m0.05_k1,0.0
2C32C23E-E30C-498A-8DD2-0EFB9150A02E,m0.05_k2,0.011805555555555555,m0_k2,0.013541666666666667,,
3600D531-0C55-44A7-AE95-A7A38519464E,m0.05_k2,0.008333333333333333,m0_k2,0.007291666666666667,,
4FC32141-E888-4BFF-8804-12559A491D8C,m0.05_k5,0.08958333333333333,m0_k2,0.008680555555555556,,
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,m0.05_k2,0.00798611111111111,m0_k2,0.00798611111111111,m0.05_k1,0.0
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,m0.1_k2,0.10034722222222223,m0_k2,0.00798611111111111,m0.05_k1,0.0
5EF64122-B513-46AE-BCF1-E62AAC285D2C,m0.05_k3,0.021875,m0_k2,0.007638888888888889,,
61976C24-1C50-4355-9C49-AAE44A7D09F6,m0.05_k3,0.016319444444444445,m0_k2,0.008333333333333333,m0.05_k1,0.0
78A91A4E-4A51-4065-BDA7-94755F0BB3BB,m0.05_k2,0.2204861111111111,m0_k2,0.21840277777777778,m0.05_k1,0.21319444444444444
7CE37510-56D0-4120-A1CF-0E23351428D2,m0.1_k3,0.3211805555555556,m0_k2,0.3545138888888889,m0.1_k1,0.34756944444444443
7D9BB102-A612-4E2A-8E22-3159752F55D8,m0.05_k2,0.011458333333333333,m0_k2,0.007638888888888889,m0.05_k1,0.0
8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,m0.05_k2,0.007638888888888889,m0_k2,0.007638888888888889,m0.1_k1,0.0
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,m0.1_k3,0.051041666666666666,m0_k2,0.007638888888888889,m0.05_k1,0.0
9759096F-1119-4E19-A0AD-6F16989C7E1C,m0.05_k2,0.28541666666666665,m0_k2,0.2677083333333333,m0.05_k1,0.25069444444444444
9DC38D04-E82E-4F29-AB52-B476535226F2,m0.05_k2,0.007638888888888889,m0_k2,0.007638888888888889,m0.05_k1,0.0
A5CDF89D-02A2-4EC1-89F8-F534FDABDD96,m0.05_k3,0.02013888888888889,m0_k2,0.00798611111111111,m0.2_k1,0.12048611111111111
A76A5AF5-5A93-4CF2-A16E-62353BB70E8A,m0.05_k2,0.007638888888888889,m0_k2,0.007638888888888889,m0.05_k1,0.0
B09E373F-8A54-44C8-895B-0039390B859F,m0.05_k2,0.00798611111111111,m0_k2,0.00798611111111111,m0.05_k1,0.002777777777777778
B9724848-C7E2-45F4-9B3F-A1F38D864495,m0.05_k5,0.26458333333333334,m0_k5,0.096875,m0.05_k1,0.059027777777777776
BE3CA5A6-A561-4BBD-B7C9-5DF6805400FC,m0.1_k2,0.02847222222222222,m0_k2,0.010763888888888889,m0.05_k1,0.0020833333333333333
CA820D43-E5E2-42EF-9798-BE56F776370B,m0.05_k3,0.08090277777777778,m0_k2,0.025694444444444443,,
CDA3BBF7-6631-45E8-85BA-EEB416B32A3C,m0.05_k3,0.14895833333333333,m0_k2,0.025694444444444443,,
CF722AA9-2533-4E51-9FEB-9EAC84EE9AAC,m0.05_k2,0.007638888888888889,m0_k2,0.007638888888888889,m0.1_k1,0.0
D7D20E2E-FC78-405D-B346-DBD3FD8FC92B,m0.05_k2,0.007638888888888889,m0_k2,0.007291666666666667,m0.05_k1,0.0
E65577C1-8D5D-4F70-AF23-B3ADB9D3DBA3,m0.05_k2,0.016319444444444445,m0_k2,0.007638888888888889,,
ECECC2AB-D32F-4F90-B74C-E12A1C69BBE2,m0.1_k2,0.00798611111111111,m0_k2,0.00798611111111111,m0.05_k1,0.0
FDAA70A1-42A3-4E3F-9AE3-3FDA412E03BF,m0.05_k3,0.12743055555555555,m0_k2,0.007638888888888889,m0.05_k1,0.014583333333333334
