outcome,comparison,n_users,median_diff,ci_lo,ci_hi,p_holm,rank_biserial,significant
false_locks_per_hour,margin - threshold,33,0.0,0.0,0.0,0.1755493172750238,-0.6952380952380952,False
false_locks_per_hour,hysteresis - threshold,33,0.0,0.0,0.0493827160493827,1.0,-0.0028490028490028,False
false_locks_per_hour,trust - threshold,33,0.0319318786588611,0.0,0.0628601361969618,1.0,0.0529100529100529,False
false_locks_per_hour,sprt - threshold,33,0.0,-0.0449775112443778,0.0628601361969618,1.0,-0.0147783251231527,False
transitions_per_hour,moving_average - threshold,33,0.0,-0.0623700623700623,0.0,1.0,-0.1523809523809524,False
transitions_per_hour,ewma - threshold,33,0.0,-0.0899550224887556,0.0,1.0,-0.1809523809523809,False
transitions_per_hour,majority_vote - threshold,33,0.0,-0.0899550224887556,0.0623700623700623,1.0,-0.2733333333333333,False
transitions_per_hour,debounce - threshold,33,0.0,-0.0899550224887556,0.0689655172413793,1.0,-0.1282051282051282,False
transitions_per_hour,margin - threshold,33,0.0,0.0,0.0,0.1755493172750238,-0.6952380952380952,False
transitions_per_hour,hysteresis - threshold,33,0.0,-0.0506115563053564,0.0689655172413793,1.0,-0.0317460317460317,False
transitions_per_hour,trust - threshold,33,0.0638637573177222,0.0,0.1257202723939235,1.0,0.0476190476190476,False
transitions_per_hour,sprt - threshold,33,0.0,-0.0899550224887556,0.0987654320987654,1.0,-0.0482758620689655,False
pingpong_per_hour,moving_average - threshold,33,0.0,-0.0449775112443778,0.0,0.7751632562949513,-0.2813852813852814,False
pingpong_per_hour,ewma - threshold,33,0.0,-0.0449775112443778,0.0,0.7751632562949513,-0.2121212121212121,False
pingpong_per_hour,majority_vote - threshold,33,0.0,-0.0449775112443778,0.0,0.5918818585707141,-0.3466666666666667,False
pingpong_per_hour,debounce - threshold,33,0.0,-0.0663349917081261,0.0311850311850312,0.5918818585707141,-0.3439153439153439,False
pingpong_per_hour,margin - threshold,33,0.0,-0.0663349917081261,0.0,0.0224320988194047,-0.8382352941176471,True
pingpong_per_hour,hysteresis - threshold,33,0.0,-0.2235231506120277,0.0,0.1949909607247479,-0.4708994708994709,False
pingpong_per_hour,trust - threshold,33,0.0,-0.0795755968169761,0.035820895522388,0.7751632562949513,-0.2535612535612536,False
pingpong_per_hour,sprt - threshold,33,0.0,-0.1990049751243781,0.0,0.0054448836235845,-0.8666666666666667,True
lockout_mean_frames,moving_average - threshold,18,0.8906249999999999,0.3571428571428571,3.45,0.0019695337187376,0.9666666666666668,True
lockout_mean_frames,ewma - threshold,17,0.759698275862069,0.0,2.5,0.0028734139278525,0.9743589743589745,True
lockout_mean_frames,majority_vote - threshold,17,2.7333333333333334,1.514285714285714,5.020833333333333,9.1552734375e-05,1.0,True
lockout_mean_frames,debounce - threshold,17,4.575438596491228,2.5,6.666666666666667,0.0014623915190606,1.0,True
lockout_mean_frames,margin - threshold,19,3.0,1.5,6.072727272727272,0.0014623915190606,1.0,True
lockout_mean_frames,hysteresis - threshold,18,11.248245614035088,7.458333333333334,16.2,6.103515625e-05,1.0,True
lockout_mean_frames,trust - threshold,18,8.277777777777779,6.097274436090226,15.625252525252526,0.0014623915190606,1.0,True
lockout_mean_frames,sprt - threshold,18,19.34285714285714,11.5,24.15833333333333,6.103515625e-05,1.0,True
