metric,median,q25,q75,min,max
AUC,0.9342330906362534,0.8907708259920369,0.9551822212192848,0.8180173306843213,0.9838994951553612
EER,0.1581008113086994,0.1254035859345909,0.1993232321167543,0.0756677623897541,0.263544994799549
FAR@0.5,0.1726769700438847,0.1221436343852013,0.2299675548127027,0.0434299472173349,0.5364771437416159
FRR@0.5,0.1583850931677018,0.0858324715615305,0.2332046332046332,0.0054237288135593,0.337995337995338
"genuine mass in (0.4,0.6)",0.0982419855222337,0.0629004076878276,0.1498069498069498,0.0203389830508474,0.2811594202898551
"impostor mass in (0.4,0.6)",0.1131103226896435,0.0884079236977256,0.1407661164746185,0.0443426263881338,0.209351195166798
test frames within 90 s of a train frame,0.0,0.0,0.0,0.0,0.0
transitions/h at theta=0.5 (genuine test),8.95104895104895,5.968169761273209,12.536023054755043,0.6508474576271187,22.956521739130437
