mechanism,chosen_params,calib_FAR,calib_FRR,target_FAR,tolerance,feasible_interval,n_candidates,n_feasible_candidates,feasible_operating_point_exists,constraint_satisfied,nearest_candidate_direction,achievable_min_FAR,achievable_max_FAR,enrolled_user
trust_model,"{'theta': 1.0, 'gain': 0.6, 'decay': 0.05, 'tau_lo': 0.4, 'tau_hi': 0.6}",0.26875,0.5059027777777778,0.05,0.01,"[0.04, 0.060000000000000005]",63,0,False,False,above_interval,0.26875,1.0,83CF687B-7CEC-434B-9FE8-00C3D5799BE6
sprt,"{'A': 16, 'B': 1, 'mu_gen': 0.9962103820335737, 'sd_gen': 0.04650274318679286, 'mu_imp': 0.6358265977060669, 'sd_imp': 0.39213750913361284}",0.4701388888888889,0.06354166666666666,0.05,0.01,"[0.04, 0.060000000000000005]",25,0,False,False,above_interval,0.4701388888888889,0.5236111111111111,83CF687B-7CEC-434B-9FE8-00C3D5799BE6
instantaneous,{'theta': 1.0},0.016666666666666666,0.9489583333333333,0.05,0.01,"[0.04, 0.060000000000000005]",7,0,False,False,below_interval,0.016666666666666666,1.0,9759096F-1119-4E19-A0AD-6F16989C7E1C
moving_average,"{'theta': 1.0, 'w': 3}",0.003472222222222222,0.9875,0.05,0.01,"[0.04, 0.060000000000000005]",28,0,False,False,below_interval,0.0,1.0,9759096F-1119-4E19-A0AD-6F16989C7E1C
ewma,"{'theta': 1.0, 'alpha': 0.1}",0.0,0.9993055555555556,0.05,0.01,"[0.04, 0.060000000000000005]",28,0,False,False,below_interval,0.0,1.0,9759096F-1119-4E19-A0AD-6F16989C7E1C
majority_vote,"{'theta': 1.0, 'w': 3, 'k': 2}",0.009722222222222222,0.9618055555555556,0.05,0.01,"[0.04, 0.060000000000000005]",35,0,False,False,below_interval,0.0,1.0,9759096F-1119-4E19-A0AD-6F16989C7E1C
debounce,"{'theta': 1.0, 'n': 2}",0.009027777777777777,0.9517361111111111,0.05,0.01,"[0.04, 0.060000000000000005]",28,0,False,False,below_interval,0.0,1.0,9759096F-1119-4E19-A0AD-6F16989C7E1C
margin_dual_threshold,"{'theta': 0.9837154294032023, 'margin': 0.05}",0.44583333333333336,0.3763888888888889,0.05,0.01,"[0.04, 0.060000000000000005]",28,0,False,False,above_interval,0.44583333333333336,1.0,9759096F-1119-4E19-A0AD-6F16989C7E1C
hysteresis,"{'theta': 0.9837154294032023, 'margin': 0.05, 'ttt_frames': 2}",0.5902777777777778,0.20833333333333334,0.05,0.01,"[0.04, 0.060000000000000005]",84,0,False,False,above_interval,0.5902777777777778,1.0,9759096F-1119-4E19-A0AD-6F16989C7E1C
trust_model,"{'theta': 1.0, 'gain': 0.6, 'decay': 0.0, 'tau_lo': 0.4, 'tau_hi': 0.6}",0.035416666666666666,0.5329861111111112,0.05,0.01,"[0.04, 0.060000000000000005]",63,0,False,False,below_interval,0.0,1.0,9759096F-1119-4E19-A0AD-6F16989C7E1C
sprt,"{'A': 16, 'B': 1, 'mu_gen': 0.9837585478833091, 'sd_gen': 0.021463839857100573, 'mu_imp': 0.6471446405466602, 'sd_imp': 0.4056132764410349}",0.5673611111111111,0.021180555555555557,0.05,0.01,"[0.04, 0.060000000000000005]",25,0,False,False,above_interval,0.5673611111111111,0.5798611111111112,9759096F-1119-4E19-A0AD-6F16989C7E1C
instantaneous,{'theta': 0.9955197951906373},0.5263888888888889,0.0,0.05,0.01,"[0.04, 0.060000000000000005]",4,0,False,False,above_interval,0.5263888888888889,0.9791666666666666,9DC38D04-E82E-4F29-AB52-B476535226F2
moving_average,"{'theta': 0.9955197951906373, 'w': 20}",0.46458333333333335,0.1326388888888889,0.05,0.01,"[0.04, 0.060000000000000005]",16,0,False,False,above_interval,0.46458333333333335,1.0,9DC38D04-E82E-4F29-AB52-B476535226F2
ewma,"{'theta': 0.9955197951906373, 'alpha': 0.1}",0.4326388888888889,0.3541666666666667,0.05,0.01,"[0.04, 0.060000000000000005]",16,0,False,False,above_interval,0.4326388888888889,1.0,9DC38D04-E82E-4F29-AB52-B476535226F2
majority_vote,"{'theta': 0.9955197951906373, 'w': 5, 'k': 4}",0.5375,0.0125,0.05,0.01,"[0.04, 0.060000000000000005]",20,0,False,False,above_interval,0.5375,0.9944444444444445,9DC38D04-E82E-4F29-AB52-B476535226F2
debounce,"{'theta': 0.9955197951906373, 'n': 2}",0.5395833333333333,0.004166666666666667,0.05,0.01,"[0.04, 0.060000000000000005]",16,0,False,False,above_interval,0.5395833333333333,0.9979166666666667,9DC38D04-E82E-4F29-AB52-B476535226F2
margin_dual_threshold,"{'theta': 0.9955197951906373, 'margin': 0.05}",0.4326388888888889,0.3541666666666667,0.05,0.01,"[0.04, 0.060000000000000005]",16,0,False,False,above_interval,0.4326388888888889,1.0,9DC38D04-E82E-4F29-AB52-B476535226F2
hysteresis,"{'theta': 0.9955197951906373, 'margin': 0.05, 'ttt_frames': 2}",0.5208333333333334,0.2708333333333333,0.05,0.01,"[0.04, 0.060000000000000005]",48,0,False,False,above_interval,0.5208333333333334,1.0,9DC38D04-E82E-4F29-AB52-B476535226F2
trust_model,"{'theta': 0.9955197951906373, 'gain': 0.3, 'decay': 0.05, 'tau_lo': 0.4, 'tau_hi': 0.6}",0.4326388888888889,0.3541666666666667,0.05,0.01,"[0.04, 0.060000000000000005]",36,0,False,False,above_interval,0.4326388888888889,1.0,9DC38D04-E82E-4F29-AB52-B476535226F2
sprt,"{'A': 16, 'B': 2, 'mu_gen': 0.9955306845773266, 'sd_gen': 0.001, 'mu_imp': 0.651033825038351, 'sd_imp': 0.3701260498063875}",0.5027777777777778,0.009375,0.05,0.01,"[0.04, 0.060000000000000005]",25,0,False,False,above_interval,0.5027777777777778,0.5222222222222223,9DC38D04-E82E-4F29-AB52-B476535226F2
instantaneous,{'theta': 1.0},0.5263888888888889,0.11909722222222222,0.05,0.01,"[0.04, 0.060000000000000005]",6,0,False,False,above_interval,0.5263888888888889,0.9770833333333333,A5CDF89D-02A2-4EC1-89F8-F534FDABDD96
moving_average,"{'theta': 1.0, 'w': 20}",0.42777777777777776,0.29270833333333335,0.05,0.01,"[0.04, 0.060000000000000005]",24,0,False,False,above_interval,0.42777777777777776,1.0,A5CDF89D-02A2-4EC1-89F8-F534FDABDD96
ewma,"{'theta': 1.0, 'alpha': 0.1}",0.2222222222222222,0.6229166666666667,0.05,0.01,"[0.04, 0.060000000000000005]",24,0,False,False,above_interval,0.2222222222222222,1.0,A5CDF89D-02A2-4EC1-89F8-F534FDABDD96
majority_vote,"{'theta': 1.0, 'w': 10, 'k': 8}",0.5152777777777777,0.16666666666666666,0.05,0.01,"[0.04, 0.060000000000000005]",30,0,False,False,above_interval,0.5152777777777777,0.9798611111111111,A5CDF89D-02A2-4EC1-89F8-F534FDABDD96
debounce,"{'theta': 1.0, 'n': 2}",0.5402777777777777,0.12118055555555556,0.05,0.01,"[0.04, 0.060000000000000005]",24,0,False,False,above_interval,0.5402777777777777,0.9916666666666667,A5CDF89D-02A2-4EC1-89F8-F534FDABDD96
margin_dual_threshold,"{'theta': 1.0, 'margin': 0.05}",0.2222222222222222,0.6229166666666667,0.05,0.01,"[0.04, 0.060000000000000005]",24,0,False,False,above_interval,0.2222222222222222,1.0,A5CDF89D-02A2-4EC1-89F8-F534FDABDD96
hysteresis,"{'theta': 1.0, 'margin': 0.05, 'ttt_frames': 2}",0.3277777777777778,0.5777777777777777,0.05,0.01,"[0.04, 0.060000000000000005]",72,0,False,False,above_interval,0.3277777777777778,1.0,A5CDF89D-02A2-4EC1-89F8-F534FDABDD96
trust_model,"{'theta': 1.0, 'gain': 0.3, 'decay': 0.2, 'tau_lo': 0.4, 'tau_hi': 0.6}",0.2222222222222222,0.6177083333333333,0.05,0.01,"[0.04, 0.060000000000000005]",54,0,False,False,above_interval,0.2222222222222222,1.0,A5CDF89D-02A2-4EC1-89F8-F534FDABDD96
sprt,"{'A': 16, 'B': 1, 'mu_gen': 0.9358164076105886, 'sd_gen': 0.17455741830590726, 'mu_imp': 0.6669061302681993, 'sd_imp': 0.3614819734762081}",0.46875,0.22256944444444443,0.05,0.01,"[0.04, 0.060000000000000005]",25,0,False,False,above_interval,0.46875,0.5576388888888889,A5CDF89D-02A2-4EC1-89F8-F534FDABDD96
instantaneous,{'theta': 1.0},0.5020833333333333,0.0045138888888888885,0.05,0.01,"[0.04, 0.060000000000000005]",5,0,False,False,above_interval,0.5020833333333333,1.0,A76A5AF5-5A93-4CF2-A16E-62353BB70E8A
moving_average,"{'theta': 1.0, 'w': 20}",0.3888888888888889,0.16666666666666666,0.05,0.01,"[0.04, 0.060000000000000005]",20,0,False,False,above_interval,0.3888888888888889,1.0,A76A5AF5-5A93-4CF2-A16E-62353BB70E8A
ewma,"{'theta': 1.0, 'alpha': 0.1}",0.20277777777777778,0.5236111111111111,0.05,0.01,"[0.04, 0.060000000000000005]",20,0,False,False,above_interval,0.20277777777777778,1.0,A76A5AF5-5A93-4CF2-A16E-62353BB70E8A
majority_vote,"{'theta': 1.0, 'w': 10, 'k': 8}",0.5013888888888889,0.02673611111111111,0.05,0.01,"[0.04, 0.060000000000000005]",25,0,False,False,above_interval,0.5013888888888889,1.0,A76A5AF5-5A93-4CF2-A16E-62353BB70E8A
debounce,"{'theta': 1.0, 'n': 2}",0.5125,0.004166666666666667,0.05,0.01,"[0.04, 0.060000000000000005]",20,0,False,False,above_interval,0.5125,1.0,A76A5AF5-5A93-4CF2-A16E-62353BB70E8A
margin_dual_threshold,"{'theta': 1.0, 'margin': 0.05}",0.20277777777777778,0.5236111111111111,0.05,0.01,"[0.04, 0.060000000000000005]",20,0,False,False,above_interval,0.20277777777777778,1.0,A76A5AF5-5A93-4CF2-A16E-62353BB70E8A
hysteresis,"{'theta': 1.0, 'margin': 0.05, 'ttt_frames': 2}",0.4388888888888889,0.3333333333333333,0.05,0.01,"[0.04, 0.060000000000000005]",60,0,False,False,above_interval,0.4388888888888889,1.0,A76A5AF5-5A93-4CF2-A16E-62353BB70E8A
trust_model,"{'theta': 1.0, 'gain': 0.6, 'decay': 0.05, 'tau_lo': 0.4, 'tau_hi': 0.6}",0.20277777777777778,0.5097222222222222,0.05,0.01,"[0.04, 0.060000000000000005]",45,0,False,False,above_interval,0.20277777777777778,1.0,A76A5AF5-5A93-4CF2-A16E-62353BB70E8A
sprt,"{'A': 16, 'B': 1, 'mu_gen': 0.9974663091309132, 'sd_gen': 0.03762667105147888, 'mu_imp': 0.6390985312473556, 'sd_imp': 0.36982209273686173}",0.45625,0.04722222222222222,0.05,0.01,"[0.04, 0.060000000000000005]",25,0,False,False,above_interval,0.45625,0.5020833333333333,A76A5AF5-5A93-4CF2-A16E-62353BB70E8A
instantaneous,{'theta': 0.9996236002634799},0.007638888888888889,0.8583333333333333,0.05,0.01,"[0.04, 0.060000000000000005]",6,0,False,False,below_interval,0.007638888888888889,1.0,B09E373F-8A54-44C8-895B-0039390B859F
moving_average,"{'theta': 0.961324927072551, 'w': 20}",0.09236111111111112,0.45902777777777776,0.05,0.01,"[0.04, 0.060000000000000005]",24,0,False,False,above_interval,0.0,1.0,B09E373F-8A54-44C8-895B-0039390B859F
ewma,"{'theta': 0.9996236002634799, 'alpha': 0.1}",0.0,0.9965277777777778,0.05,0.01,"[0.04, 0.060000000000000005]",24,0,False,False,below_interval,0.0,1.0,B09E373F-8A54-44C8-895B-0039390B859F
majority_vote,"{'theta': 0.9996236002634799, 'w': 10, 'k': 6}",0.014583333333333334,0.9173611111111111,0.05,0.01,"[0.04, 0.060000000000000005]",30,0,False,False,below_interval,0.001388888888888889,1.0,B09E373F-8A54-44C8-895B-0039390B859F
debounce,"{'theta': 0.9996236002634799, 'n': 5}",0.02013888888888889,0.8732638888888888,0.05,0.01,"[0.04, 0.060000000000000005]",24,0,False,False,below_interval,0.00625,1.0,B09E373F-8A54-44C8-895B-0039390B859F
margin_dual_threshold,"{'theta': 0.9996236002634799, 'margin': 0.05}",0.0,0.9965277777777778,0.05,0.01,"[0.04, 0.060000000000000005]",24,0,False,False,below_interval,0.0,1.0,B09E373F-8A54-44C8-895B-0039390B859F
hysteresis,"{'theta': 0.9996236002634799, 'margin': 0.05, 'ttt_frames': 10}",0.0,0.8951388888888889,0.05,0.01,"[0.04, 0.060000000000000005]",72,0,False,False,below_interval,0.0,1.0,B09E373F-8A54-44C8-895B-0039390B859F
trust_model,"{'theta': 0.9996236002634799, 'gain': 0.3, 'decay': 0.0, 'tau_lo': 0.4, 'tau_hi': 0.6}",0.03888888888888889,0.5322916666666667,0.05,0.01,"[0.04, 0.060000000000000005]",54,0,False,False,below_interval,0.0,1.0,B09E373F-8A54-44C8-895B-0039390B859F
sprt,"{'A': 16, 'B': 1, 'mu_gen': 0.9661972452244285, 'sd_gen': 0.02195607137203377, 'mu_imp': 0.603383807492446, 'sd_imp': 0.3983439304124412}",0.5277777777777778,0.024305555555555556,0.05,0.01,"[0.04, 0.060000000000000005]",25,0,False,False,above_interval,0.5277777777777778,0.5388888888888889,B09E373F-8A54-44C8-895B-0039390B859F
instantaneous,{'theta': 0.9963895486935866},0.5472222222222223,0.0,0.05,0.01,"[0.04, 0.060000000000000005]",5,0,False,False,above_interval,0.5472222222222223,0.9958333333333333,B9724848-C7E2-45F4-9B3F-A1F38D864495
moving_average,"{'theta': 0.9963895486935866, 'w': 20}",0.014583333333333334,0.7958333333333333,0.05,0.01,"[0.04, 0.060000000000000005]",20,0,False,False,below_interval,0.014583333333333334,1.0,B9724848-C7E2-45F4-9B3F-A1F38D864495
ewma,"{'theta': 0.9963895486935866, 'alpha': 0.5}",0.37569444444444444,0.290625,0.05,0.01,"[0.04, 0.060000000000000005]",20,0,False,False,above_interval,0.37569444444444444,1.0,B9724848-C7E2-45F4-9B3F-A1F38D864495
majority_vote,"{'theta': 0.9963895486935866, 'w': 5, 'k': 4}",0.5506944444444445,0.011111111111111112,0.05,0.01,"[0.04, 0.060000000000000005]",25,0,False,False,above_interval,0.5506944444444445,0.9986111111111111,B9724848-C7E2-45F4-9B3F-A1F38D864495
debounce,"{'theta': 0.9963895486935866, 'n': 2}",0.5625,0.0038194444444444443,0.05,0.01,"[0.04, 0.060000000000000005]",20,0,False,False,above_interval,0.5625,1.0,B9724848-C7E2-45F4-9B3F-A1F38D864495
margin_dual_threshold,"{'theta': 0.9963895486935866, 'margin': 0.05}",0.37569444444444444,0.3333333333333333,0.05,0.01,"[0.04, 0.060000000000000005]",20,0,False,False,above_interval,0.37569444444444444,1.0,B9724848-C7E2-45F4-9B3F-A1F38D864495
hysteresis,"{'theta': 0.9963895486935866, 'margin': 0.05, 'ttt_frames': 2}",0.5256944444444445,0.25,0.05,0.01,"[0.04, 0.060000000000000005]",60,0,False,False,above_interval,0.5256944444444445,1.0,B9724848-C7E2-45F4-9B3F-A1F38D864495
trust_model,"{'theta': 0.9963895486935866, 'gain': 0.3, 'decay': 0.05, 'tau_lo': 0.4, 'tau_hi': 0.6}",0.37569444444444444,0.3333333333333333,0.05,0.01,"[0.04, 0.060000000000000005]",45,0,False,False,above_interval,0.37569444444444444,1.0,B9724848-C7E2-45F4-9B3F-A1F38D864495
sprt,"{'A': 16, 'B': 1, 'mu_gen': 0.9964058458696226, 'sd_gen': 0.001, 'mu_imp': 0.6715263262074426, 'sd_imp': 0.3646989544744245}",0.5215277777777778,0.007638888888888889,0.05,0.01,"[0.04, 0.060000000000000005]",25,0,False,False,above_interval,0.5215277777777778,0.5465277777777777,B9724848-C7E2-45F4-9B3F-A1F38D864495
instantaneous,{'theta': 1.0},0.5590277777777778,0.014583333333333334,0.05,0.01,"[0.04, 0.060000000000000005]",5,0,False,False,above_interval,0.5590277777777778,0.9951388888888889,BE3CA5A6-A561-4BBD-B7C9-5DF6805400FC
moving_average,"{'theta': 1.0, 'w': 20}",0.4597222222222222,0.14375,0.05,0.01,"[0.04, 0.060000000000000005]",20,0,False,False,above_interval,0.4597222222222222,0.99375,BE3CA5A6-A561-4BBD-B7C9-5DF6805400FC
ewma,"{'theta': 1.0, 'alpha': 0.1}",0.375,0.421875,0.05,0.01,"[0.04, 0.060000000000000005]",20,0,False,False,above_interval,0.375,1.0,BE3CA5A6-A561-4BBD-B7C9-5DF6805400FC
majority_vote,"{'theta': 1.0, 'w': 10, 'k': 8}",0.5534722222222223,0.03784722222222222,0.05,0.01,"[0.04, 0.060000000000000005]",25,0,False,False,above_interval,0.5534722222222223,0.9986111111111111,BE3CA5A6-A561-4BBD-B7C9-5DF6805400FC
debounce,"{'theta': 1.0, 'n': 2}",0.5729166666666666,0.017013888888888887,0.05,0.01,"[0.04, 0.060000000000000005]",20,0,False,False,above_interval,0.5729166666666666,1.0,BE3CA5A6-A561-4BBD-B7C9-5DF6805400FC
margin_dual_threshold,"{'theta': 1.0, 'margin': 0.05}",0.375,0.421875,0.05,0.01,"[0.04, 0.060000000000000005]",20,0,False,False,above_interval,0.375,1.0,BE3CA5A6-A561-4BBD-B7C9-5DF6805400FC
hysteresis,"{'theta': 1.0, 'margin': 0.05, 'ttt_frames': 2}",0.39444444444444443,0.37881944444444443,0.05,0.01,"[0.04, 0.060000000000000005]",60,0,False,False,above_interval,0.39444444444444443,1.0,BE3CA5A6-A561-4BBD-B7C9-5DF6805400FC
trust_model,"{'theta': 1.0, 'gain': 0.3, 'decay': 0.05, 'tau_lo': 0.4, 'tau_hi': 0.6}",0.37569444444444444,0.4,0.05,0.01,"[0.04, 0.060000000000000005]",45,0,False,False,above_interval,0.37569444444444444,1.0,BE3CA5A6-A561-4BBD-B7C9-5DF6805400FC
sprt,"{'A': 16, 'B': 1, 'mu_gen': 0.9917198149190272, 'sd_gen': 0.06806508983280724, 'mu_imp': 0.6564575777944517, 'sd_imp': 0.39508639524823713}",0.5020833333333333,0.06354166666666666,0.05,0.01,"[0.04, 0.060000000000000005]",25,0,False,False,above_interval,0.5020833333333333,0.5590277777777778,BE3CA5A6-A561-4BBD-B7C9-5DF6805400FC
instantaneous,{'theta': 0.9730372720063447},0.05555555555555555,0.8513888888888889,0.05,0.01,"[0.04, 0.060000000000000005]",8,2,True,True,within_interval,0.05555555555555555,1.0,CA820D43-E5E2-42EF-9798-BE56F776370B
moving_average,"{'theta': 0.9912040102146978, 'w': 3}",0.044444444444444446,0.9420138888888889,0.05,0.01,"[0.04, 0.060000000000000005]",32,2,True,True,within_interval,0.022916666666666665,1.0,CA820D43-E5E2-42EF-9798-BE56F776370B
ewma,"{'theta': 0.9730372720063447, 'alpha': 0.5}",0.06180555555555556,0.8090277777777778,0.05,0.01,"[0.04, 0.060000000000000005]",32,0,False,False,above_interval,0.0,1.0,CA820D43-E5E2-42EF-9798-BE56F776370B
majority_vote,"{'theta': 0.9730372720063447, 'w': 3, 'k': 2}",0.05347222222222222,0.853125,0.05,0.01,"[0.04, 0.060000000000000005]",40,8,True,True,within_interval,0.03611111111111111,1.0,CA820D43-E5E2-42EF-9798-BE56F776370B
debounce,"{'theta': 0.9730372720063447, 'n': 2}",0.052083333333333336,0.8472222222222222,0.05,0.01,"[0.04, 0.060000000000000005]",32,8,True,True,within_interval,0.052083333333333336,1.0,CA820D43-E5E2-42EF-9798-BE56F776370B
margin_dual_threshold,"{'theta': 0.9912040102146978, 'margin': 0.05}",0.0,0.9954861111111111,0.05,0.01,"[0.04, 0.060000000000000005]",32,0,False,False,below_interval,0.0,1.0,CA820D43-E5E2-42EF-9798-BE56F776370B
hysteresis,"{'theta': 0.9912040102146978, 'margin': 0.05, 'ttt_frames': 10}",0.04791666666666667,0.85,0.05,0.01,"[0.04, 0.060000000000000005]",96,1,True,True,within_interval,0.0,1.0,CA820D43-E5E2-42EF-9798-BE56F776370B
trust_model,"{'theta': 0.9912040102146978, 'gain': 0.6, 'decay': 0.0, 'tau_lo': 0.4, 'tau_hi': 0.6}",0.052083333333333336,0.6232638888888888,0.05,0.01,"[0.04, 0.060000000000000005]",72,2,True,True,within_interval,0.041666666666666664,1.0,CA820D43-E5E2-42EF-9798-BE56F776370B
sprt,"{'A': 16, 'B': 1, 'mu_gen': 0.9691147590298139, 'sd_gen': 0.009407342102428924, 'mu_imp': 0.64192682881974, 'sd_imp': 0.39594870025215284}",0.5736111111111111,0.022222222222222223,0.05,0.01,"[0.04, 0.060000000000000005]",25,0,False,False,above_interval,0.5736111111111111,0.5833333333333334,CA820D43-E5E2-42EF-9798-BE56F776370B
instantaneous,{'theta': 1.0},0.005555555555555556,0.965625,0.05,0.01,"[0.04, 0.060000000000000005]",9,0,False,False,below_interval,0.005555555555555556,1.0,CDA3BBF7-6631-45E8-85BA-EEB416B32A3C
moving_average,"{'theta': 1.0, 'w': 3}",0.0,0.9940972222222222,0.05,0.01,"[0.04, 0.060000000000000005]",36,0,False,False,below_interval,0.0,1.0,CDA3BBF7-6631-45E8-85BA-EEB416B32A3C
ewma,"{'theta': 1.0, 'alpha': 0.1}",0.0,0.9986111111111111,0.05,0.01,"[0.04, 0.060000000000000005]",36,0,False,False,below_interval,0.0,1.0,CDA3BBF7-6631-45E8-85BA-EEB416B32A3C
majority_vote,"{'theta': 1.0, 'w': 3, 'k': 2}",0.001388888888888889,0.9909722222222223,0.05,0.01,"[0.04, 0.060000000000000005]",45,0,False,False,below_interval,0.0,1.0,CDA3BBF7-6631-45E8-85BA-EEB416B32A3C
debounce,"{'theta': 1.0, 'n': 3}",0.001388888888888889,0.9736111111111111,0.05,0.01,"[0.04, 0.060000000000000005]",36,0,False,False,below_interval,0.0,1.0,CDA3BBF7-6631-45E8-85BA-EEB416B32A3C
margin_dual_threshold,"{'theta': 0.9946719598829921, 'margin': 0.05}",0.24305555555555555,0.65,0.05,0.01,"[0.04, 0.060000000000000005]",36,0,False,False,above_interval,0.24305555555555555,1.0,CDA3BBF7-6631-45E8-85BA-EEB416B32A3C
hysteresis,"{'theta': 0.9946719598829921, 'margin': 0.05, 'ttt_frames': 2}",0.3375,0.5295138888888888,0.05,0.01,"[0.04, 0.060000000000000005]",108,0,False,False,above_interval,0.3375,1.0,CDA3BBF7-6631-45E8-85BA-EEB416B32A3C
trust_model,"{'theta': 0.9946719598829921, 'gain': 0.6, 'decay': 0.05, 'tau_lo': 0.4, 'tau_hi': 0.6}",0.24305555555555555,0.6065972222222222,0.05,0.01,"[0.04, 0.060000000000000005]",81,0,False,False,above_interval,0.24305555555555555,1.0,CDA3BBF7-6631-45E8-85BA-EEB416B32A3C
sprt,"{'A': 16, 'B': 8, 'mu_gen': 0.9478394739285881, 'sd_gen': 0.14884886239703676, 'mu_imp': 0.6558327674467197, 'sd_imp': 0.3983946129217424}",0.49583333333333335,0.17256944444444444,0.05,0.01,"[0.04, 0.060000000000000005]",25,0,False,False,above_interval,0.49583333333333335,0.5770833333333333,CDA3BBF7-6631-45E8-85BA-EEB416B32A3C
instantaneous,{'theta': 1.0},0.55,0.0006944444444444445,0.05,0.01,"[0.04, 0.060000000000000005]",5,0,False,False,above_interval,0.55,1.0,CF722AA9-2533-4E51-9FEB-9EAC84EE9AAC
moving_average,"{'theta': 1.0, 'w': 20}",0.41597222222222224,0.10138888888888889,0.05,0.01,"[0.04, 0.060000000000000005]",20,0,False,False,above_interval,0.41597222222222224,1.0,CF722AA9-2533-4E51-9FEB-9EAC84EE9AAC
ewma,"{'theta': 1.0, 'alpha': 0.5}",0.38472222222222224,0.2923611111111111,0.05,0.01,"[0.04, 0.060000000000000005]",20,0,False,False,above_interval,0.38472222222222224,1.0,CF722AA9-2533-4E51-9FEB-9EAC84EE9AAC
majority_vote,"{'theta': 1.0, 'w': 5, 'k': 4}",0.5555555555555556,0.011458333333333333,0.05,0.01,"[0.04, 0.060000000000000005]",25,0,False,False,above_interval,0.5555555555555556,1.0,CF722AA9-2533-4E51-9FEB-9EAC84EE9AAC
debounce,"{'theta': 1.0, 'n': 2}",0.5729166666666666,0.0038194444444444443,0.05,0.01,"[0.04, 0.060000000000000005]",20,0,False,False,above_interval,0.5729166666666666,1.0,CF722AA9-2533-4E51-9FEB-9EAC84EE9AAC
margin_dual_threshold,"{'theta': 1.0, 'margin': 0.05}",0.38472222222222224,0.36354166666666665,0.05,0.01,"[0.04, 0.060000000000000005]",20,0,False,False,above_interval,0.38472222222222224,1.0,CF722AA9-2533-4E51-9FEB-9EAC84EE9AAC
hysteresis,"{'theta': 1.0, 'margin': 0.05, 'ttt_frames': 2}",0.5208333333333334,0.2708333333333333,0.05,0.01,"[0.04, 0.060000000000000005]",60,0,False,False,above_interval,0.5208333333333334,1.0,CF722AA9-2533-4E51-9FEB-9EAC84EE9AAC
trust_model,"{'theta': 1.0, 'gain': 0.3, 'decay': 0.05, 'tau_lo': 0.4, 'tau_hi': 0.6}",0.38472222222222224,0.36354166666666665,0.05,0.01,"[0.04, 0.060000000000000005]",45,0,False,False,above_interval,0.38472222222222224,1.0,CF722AA9-2533-4E51-9FEB-9EAC84EE9AAC
sprt,"{'A': 16, 'B': 1, 'mu_gen': 0.9995310375169987, 'sd_gen': 0.017789694805026034, 'mu_imp': 0.6623690819020193, 'sd_imp': 0.3834274524955074}",0.49583333333333335,0.019444444444444445,0.05,0.01,"[0.04, 0.060000000000000005]",25,0,False,False,above_interval,0.49583333333333335,0.55,CF722AA9-2533-4E51-9FEB-9EAC84EE9AAC
instantaneous,{'theta': 0.9735666110885797},0.03888888888888889,0.9125,0.05,0.01,"[0.04, 0.060000000000000005]",10,0,False,False,below_interval,0.022222222222222223,1.0,D7D20E2E-FC78-405D-B346-DBD3FD8FC92B
moving_average,"{'theta': 0.979593829330209, 'w': 3}",0.04861111111111111,0.840625,0.05,0.01,"[0.04, 0.060000000000000005]",40,3,True,True,within_interval,0.0,1.0,D7D20E2E-FC78-405D-B346-DBD3FD8FC92B
ewma,"{'theta': 0.979203280609256, 'alpha': 0.2}",0.03819444444444445,0.9211805555555556,0.05,0.01,"[0.04, 0.060000000000000005]",40,0,False,False,below_interval,0.0,1.0,D7D20E2E-FC78-405D-B346-DBD3FD8FC92B
majority_vote,"{'theta': 0.9735666110885797, 'w': 3, 'k': 2}",0.034027777777777775,0.9440972222222223,0.05,0.01,"[0.04, 0.060000000000000005]",50,0,False,False,below_interval,0.002777777777777778,1.0,D7D20E2E-FC78-405D-B346-DBD3FD8FC92B
debounce,"{'theta': 0.9735666110885797, 'n': 2}",0.03263888888888889,0.9427083333333334,0.05,0.01,"[0.04, 0.060000000000000005]",40,0,False,False,below_interval,0.0,1.0,D7D20E2E-FC78-405D-B346-DBD3FD8FC92B
margin_dual_threshold,"{'theta': 0.9996094512790471, 'margin': 0.05}",0.0,0.9996527777777777,0.05,0.01,"[0.04, 0.060000000000000005]",40,0,False,False,below_interval,0.0,1.0,D7D20E2E-FC78-405D-B346-DBD3FD8FC92B
hysteresis,"{'theta': 0.9996094512790471, 'margin': 0.05, 'ttt_frames': 10}",0.0,0.8920138888888889,0.05,0.01,"[0.04, 0.060000000000000005]",120,0,False,False,below_interval,0.0,1.0,D7D20E2E-FC78-405D-B346-DBD3FD8FC92B
trust_model,"{'theta': 0.9996094512790471, 'gain': 0.3, 'decay': 0.05, 'tau_lo': 0.4, 'tau_hi': 0.6}",0.0006944444444444445,0.6020833333333333,0.05,0.01,"[0.04, 0.060000000000000005]",90,0,False,False,below_interval,0.0,1.0,D7D20E2E-FC78-405D-B346-DBD3FD8FC92B
sprt,"{'A': 16, 'B': 1, 'mu_gen': 0.9723000268502245, 'sd_gen': 0.007972702784287957, 'mu_imp': 0.6475770384473519, 'sd_imp': 0.3943426487024941}",0.5604166666666667,0.08888888888888889,0.05,0.01,"[0.04, 0.060000000000000005]",25,0,False,False,above_interval,0.5604166666666667,0.5833333333333334,D7D20E2E-FC78-405D-B346-DBD3FD8FC92B
