feature_set,model,n_users,AUC_mean,AUC_lo,AUC_hi,EER_mean,EER_lo,EER_hi,FAR_mean,FAR_lo,FAR_hi,FRR_mean,FRR_lo,FRR_hi,runtime_median_s
F1_ALL,gradient_boosting,1,0.9828798720081966,,,0.06879267224167283,,,0.04590067463903659,,,0.09611151870873069,,,71.82826089859009
F1_ALL,hist_gradient_boosting,1,0.8767819846090774,,,0.1946248651351814,,,0.0969504634202728,,,0.36096845194424065,,,9.152423620223999
F1_ALL,logistic_regression,1,0.94967638534238,,,0.10048692037733456,,,0.10037620058426683,,,0.10051357300073371,,,23.60724401473999
