enrolled_user,feature_set,model,n_features,n_enrolment_rows,n_fit_impostor_rows,fit_impostor_participants,fit_seconds,split_sizes,normaliser,n_calib_sequences,n_test_sequences,score_models,thetas,total_seconds
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,F3_NO_LOC_NO_DEVSTATE,gradient_boosting,119,4087,47667,"[np.str_('1155FF54-63D3-4AB2-9863-8385D0BD0A13'), np.str_('136562B6-95B2-483D-88DC-065F28409FD2'), np.str_('1538C99F-BA1E-4EFB-A949-6C7C47701B20'), np.str_('1DBB0F6F-1F81-4A50-9DF4-CD62ACFA4842'), np.str_('3600D531-0C55-44A7-AE95-A7A38519464E'), np.str_('4FC32141-E888-4BFF-8804-12559A491D8C'), np.str_('59818CD2-24D7-4D32-B133-24C2FE3801E5'), np.str_('59EEFAE0-DEB0-4FFF-9250-54D2A03D0CF2'), np.str_('5EF64122-B513-46AE-BCF1-E62AAC285D2C'), np.str_('74B86067-5D4B-43CF-82CF-341B76BEA0F4'), np.str_('797D145F-3858-4A7F-A7C2-A4EB721E133C'), np.str_('83CF687B-7CEC-434B-9FE8-00C3D5799BE6'), np.str_('86A4F379-B305-473D-9D83-FC7D800180EF'), np.str_('96A358A0-FFF2-4239-B93E-C7425B901B47'), np.str_('9759096F-1119-4E19-A0AD-6F16989C7E1C'), np.str_('99B204C0-DD5C-4BB7-83E8-A37281B8D769'), np.str_('A5A30F76-581E-4757-97A2-957553A2C6AA'), np.str_('B7F9D634-263E-4A97-87F9-6FFB4DDCB36C'), np.str_('BE3CA5A6-A561-4BBD-B7C9-5DF6805400FC'), np.str_('C48CE857-A0DD-4DDB-BEA5-3A25449B2153'), np.str_('CA820D43-E5E2-42EF-9798-BE56F776370B'), np.str_('CDA3BBF7-6631-45E8-85BA-EEB416B32A3C'), np.str_('D7D20E2E-FC78-405D-B346-DBD3FD8FC92B'), np.str_('E65577C1-8D5D-4F70-AF23-B3ADB9D3DBA3')]",71.32438516616821,"{'train': 4087, 'calib': 1363, 'test': 1363}","{'kind': 'ECDF on calibration scores', 'n': 10363, 'min': -18.3315792094682, 'max': 16.645585078956152}",6,6,"{""mu_gen"": 0.9354700751605606, ""sd_gen"": 0.054936724117615285, ""mu_imp"": 0.6526158769982953, ""sd_imp"": 0.2212267131273918}","[0.22822252243558816, 0.3140737045257165, 0.3966390041493775, 0.495099623661102, 0.5571967094470713, 0.6379717456335038, 0.6974365724211136, 0.7400699025378752, 0.7672488661584483, 0.791457917591431, 0.8110585737720737, 0.8317608414551771, 0.8476182572614108, 0.8663113577149474, 0.8850491556499083, 0.894862983691981, 0.9011474765994403, 0.9074297018237962, 0.9123910547138859, 0.9159417736176783, 0.9198292772363216, 0.9230640934092443, 0.9270733571359645, 0.9314237286500048, 0.9362557946540577, 0.9419683296342758, 0.9450642381549744, 0.9499179774196661, 0.9555049310045355, 0.9607311878799575, 0.9651780565473319, 0.9697637749686384, 0.9774995464633793, 0.9807970664865386, 0.9820213837691788, 0.98349898677989, 0.9855254269999035, 0.9894695165492617, 0.9930644697481424, 0.9971253498021808]",78.07526969909668
0A986513-7828-4D53-AA1F-E02D6DF9561B,F3_NO_LOC_NO_DEVSTATE,gradient_boosting,119,2376,47667,"[np.str_('1155FF54-63D3-4AB2-9863-8385D0BD0A13'), np.str_('136562B6-95B2-483D-88DC-065F28409FD2'), np.str_('1538C99F-BA1E-4EFB-A949-6C7C47701B20'), np.str_('1DBB0F6F-1F81-4A50-9DF4-CD62ACFA4842'), np.str_('3600D531-0C55-44A7-AE95-A7A38519464E'), np.str_('4FC32141-E888-4BFF-8804-12559A491D8C'), np.str_('59818CD2-24D7-4D32-B133-24C2FE3801E5'), np.str_('59EEFAE0-DEB0-4FFF-9250-54D2A03D0CF2'), np.str_('5EF64122-B513-46AE-BCF1-E62AAC285D2C'), np.str_('74B86067-5D4B-43CF-82CF-341B76BEA0F4'), np.str_('797D145F-3858-4A7F-A7C2-A4EB721E133C'), np.str_('83CF687B-7CEC-434B-9FE8-00C3D5799BE6'), np.str_('86A4F379-B305-473D-9D83-FC7D800180EF'), np.str_('96A358A0-FFF2-4239-B93E-C7425B901B47'), np.str_('9759096F-1119-4E19-A0AD-6F16989C7E1C'), np.str_('99B204C0-DD5C-4BB7-83E8-A37281B8D769'), np.str_('A5A30F76-581E-4757-97A2-957553A2C6AA'), np.str_('B7F9D634-263E-4A97-87F9-6FFB4DDCB36C'), np.str_('BE3CA5A6-A561-4BBD-B7C9-5DF6805400FC'), np.str_('C48CE857-A0DD-4DDB-BEA5-3A25449B2153'), np.str_('CA820D43-E5E2-42EF-9798-BE56F776370B'), np.str_('CDA3BBF7-6631-45E8-85BA-EEB416B32A3C'), np.str_('D7D20E2E-FC78-405D-B346-DBD3FD8FC92B'), np.str_('E65577C1-8D5D-4F70-AF23-B3ADB9D3DBA3')]",66.44321322441101,"{'train': 2376, 'calib': 792, 'test': 792}","{'kind': 'ECDF on calibration scores', 'n': 9792, 'min': -19.8744570550478, 'max': 19.122582620718518}",6,6,"{""mu_gen"": 0.9581692254448076, ""sd_gen"": 0.023032323437457924, ""mu_imp"": 0.40852963870733483, ""sd_imp"": 0.23713179747243304}","[0.06553206699346406, 0.11693218954248366, 0.17424925449346404, 0.20847291666666673, 0.27131214256535946, 0.31779121732026144, 0.37318464052287575, 0.43697486723856216, 0.4907066993464052, 0.524203431372549, 0.5788106107026144, 0.6990818627450981, 0.8532789522058823, 0.9195261437908496, 0.9231395220588235, 0.9261095894607844, 0.9289534109477124, 0.931781045751634, 0.9343341503267973, 0.9366732638888888, 0.9396446078431373, 0.9425040849673203, 0.9448529411764706, 0.9476102941176471, 0.9507286458333333, 0.9536987132352941, 0.9563012765522876, 0.9595477430555556, 0.9624183006535948, 0.9656862745098039, 0.9695669934640523, 0.9726307189542484, 0.9750816993464052, 0.9790131535947713, 0.9812793709150327, 0.9847834967320261, 0.9883428717320262, 0.9915236928104575, 0.995621640114379, 0.9983874591503268]",69.55499219894409
