metric,median,q25,q75,min,max
AUC,0.985367915080178,0.9663188043466345,0.9972051097102692,0.8757128425172969,0.9999943630485232
EER,0.065309355193354,0.024537756075181074,0.09521900250864393,0.0004692762104565,0.2330757291138705
FAR@0.5,0.07558551050273249,0.027997238142267775,0.13445845739257423,0.0003797537025986,0.261053569439804
FRR@0.5,0.04294433706198405,0.021414396392963674,0.08721671982541546,0.0016863406408094,0.3393939393939394
"genuine mass in (0.4,0.6)",0.02133214704950715,0.008647855632182599,0.0511376697371229,0.0,0.1498069498069498
"impostor mass in (0.4,0.6)",0.0351041752443794,0.0124463875805209,0.05805720720386375,0.0,0.0997363216875412
test frames within 90 s of a train frame,0.0,0.0,0.0,0.0,0.0
transitions/h at theta=0.5 (genuine test),2.6917132275811873,1.2738624648215497,5.320851075903128,0.1878914405010438,10.381679389312978
